ID,question,label,answerA,answerB,answerC,answerD,answerE
37J05LC5AXH7IV5HHE9NFJ7SB6ZJD5-1,"Emily shared their dessert with Kayla after they both had dinner, and _ was thanked profusely.",D,Nick,Lawrence,Kayla,Emily,Matthew
3OWZNK3RYLNTT1IVWOTKQ2PZV142UJ-2,Apparently the cat loved Monica more than Christine because the cat would hate bite _ when it saw them.,C,Monica,Samuel,Christine,Benjamin,Kenneth
3OWZNK3RYLNTT1IVWOTKQ2PZV142UJ-1,Apparently the cat loved Monica more than Christine because the cat would love bite _ when it saw them.,B,Christine,Monica,Elena,Rebecca,Randy
3T2HW4QDUXLN1GL1F4ZZYHZGPO7C9P-1,Natalie helped Samantha to read the menu at the restaurant because _ brought her reading glasses.,E,Christopher,Lawrence,Samantha,Mary,Natalie
3T2HW4QDUXLN1GL1F4ZZYHZGPO7C9P-2,Natalie helped Samantha to read the menu at the restaurant because _ left her reading glasses at home.,B,Natalie,Samantha,Megan,Jessica,Jeffrey
3VDVA3ILIDD3ZYZ4TF4PH4E3ULMG1N-1,Derrick would have to walk to the store around the block unlike Neil since _ lived further away from it.,E,Jason,Randy,Neil,Eric,Derrick
3VDVA3ILIDD3ZYZ4TF4PH4E3ULMG1N-2,Derrick would have to walk to the store around the block unlike Neil since _ lived closer to it.,E,William,Robert,Derrick,Rebecca,Neil
3S8APUMBJZXDSLK84Q3WXTF9A1MBFT-2,"The gerbil of Kenneth died from neglect, while Hunter's is nice and healthy. _ is a competent pet owner.",A,Hunter,grey,Michael,brown,Kenneth
3S8APUMBJZXDSLK84Q3WXTF9A1MBFT-1,"The gerbil of Kenneth died from neglect, while Hunter's is nice and healthy. _ is an irresponsible pet owner.",C,Hunter,Aaron,Kenneth,Neil,Christine
3U18MJKL1UKTWTQOWG64OK6R481CNG-2,"The score for the basketball game was 16 for the home team and 4 for the away team, the _ was behind.",C,walk,fact,away team,home team,party
3U18MJKL1UKTWTQOWG64OK6R481CNG-1,"The score for the basketball game was 16 for the home team and 4 for the away team, the _ was ahead.",C,summer,crowd,home team,away team,bird house
39I4RL8QGJFYRTRY035902X7L0I4HM-1,"Leslie studied very hard for the physics test, but Jason didn't. _ got a good grade on their test.",C,Craig,Joseph,Leslie,Jason,Eric
39I4RL8QGJFYRTRY035902X7L0I4HM-2,"Leslie studied very hard for the physics test, but Jason didn't. _ got a bad grade on their test.",C,Leslie,voice,Jason,Derrick,Kevin
3D42WVSDHA995TDJEIHG54D9TYDYFC-2,"Jessica wants to write an alien sci fi story and asks for a help from her role model Angela, because _ is professional writer.",B,Jessica,Angela,Jessica,Rachel,William
3D42WVSDHA995TDJEIHG54D9TYDYFC-1,"Jessica wants to write an alien sci fi story and asks for a help from her role model Angela, because _ is beginner.",E,Steven,Angela,Rebecca,Robert,Jessica
3FHTJGYT8NY6GQI6EHFFI0W1X0LPGR-1,"Carrie had health insurance coverage while Angela did not, as _ had a really great job.",B,Joel,Carrie,Lawrence,Neil,Angela
3FHTJGYT8NY6GQI6EHFFI0W1X0LPGR-2,"Carrie had health insurance coverage while Angela did not, as _ had a really bad job.",E,Ian,Lawrence,Carrie,Samuel,Angela
3MQKOF1EE2MTOF5GODS24910IM8DW3-1,"Kate wants to join the music club, while she has no interest in the chess club. She must be fascinated with the _ .",E,songs,Bank of America,chess club,fun center,music club
3MQKOF1EE2MTOF5GODS24910IM8DW3-2,"Kate wants to join the music club, while she has no interest in the chess club. She must be uncaring about the _ .",B,college,chess club,music club,field trip,plastic watch
3YLTXLH3DHKZABCOIL9XVYWA5K3PHB-2,"The presentation that Nelson gave was bad, and Lawrence's was the best in class. _ remembered to practice.",B,Nelson,Lawrence,Angela,Lindsey,Samantha
3YLTXLH3DHKZABCOIL9XVYWA5K3PHB-1,"The presentation that Nelson gave was bad, and Lawrence's was the best in class. _ forgot to practice.",E,Brian,Robert,Christopher,Lawrence,Nelson
34HEO7RUG885C1KPP73UJ79LTXAAR2-2,"Tanya needed help from Cynthia to get down the stairs in her huge wedding dress, but _ didn't make her feel silly.",A,Cynthia,Tanya,Patricia,Mary,Lindsey
37MQ8Z1JQEUAAA206PQ9TNVCRKQY2E-1,Jessica washed and dried Laura's pots and pans because _  borrowed them to cook dinner.,E,Laura,Sarah,Samuel,William,Jessica
37MQ8Z1JQEUAAA206PQ9TNVCRKQY2E-2,Jessica washed and dried Laura's pots and pans since _ lent them to cook dinner.,E,Rachel,Logan,Maria,Jessica,Laura
31GN6YMHLPQZQ4OYL3NRZ8N0E9OSWH-1,"Ian had a pond in his backyard that Michael took great care of, so _ was grateful.",A,Ian,Michael,Rachel,Jason,Angela
31GN6YMHLPQZQ4OYL3NRZ8N0E9OSWH-2,"Ian had a pond in his backyard that Michael took great care of, so _ was always tired.",B,Dennis,Michael,Ian,star,Samuel
3XQ4XW3ODBQS8DPYRHAK3ZVJ3LS2SM-1,Emily was jealous of Monica despite _ also passing the final exam in history class.,B,Craig,Emily,Monica,Logan,William
3XQ4XW3ODBQS8DPYRHAK3ZVJ3LS2SM-2,Emily was jealous of Monica because _ got 100% on the final exam in history class.,D,Emily,Jessica,Lawrence,Monica,Rachel
3OCZWXS7ZO5I98EO5T3HXMWS2FE5LV-1,Randy was helping Eric find a way to improve his credit because _ is an accountant.,D,Lindsey,Rebecca,Steven,Randy,Eric
3OCZWXS7ZO5I98EO5T3HXMWS2FE5LV-2,Randy was helping Eric find a way to improve his credit because _ is a bankruptcy filer.,E,Randy,Ian,Kevin,Nick,Eric
38LRF35D5LUIEJEE0O7P9CUR6UCU3T-1,Derrick's statement was always longer than that of Christopher because _ had a bigger talent for writing.,A,Derrick,coach,Aaron,Steven,Christopher
38LRF35D5LUIEJEE0O7P9CUR6UCU3T-2,Derrick's statement was always longer than that of Christopher because _ had a smaller talent for writing.,E,Robert,Derrick,Lawrence,Jennifer,Christopher
3CO05SML7XJ9BOM7X561U1X9LCL0RT-1,The weights were easier for Elena to lift than Maria since _ worked out a lot.,B,Ian,Elena,Joseph,Maria,Samuel
3CO05SML7XJ9BOM7X561U1X9LCL0RT-2,The weights were harder for Elena to lift than Maria since _ worked out a lot.,A,Maria,Patricia,Elena,Samuel,Monica
3XUSYT70ITZ0GP4VV6ZHXESWCYKD0L-1,"Laura got hired for the job right away, but Elena did not, because _ had interviewed well.",E,Amy,Maria,Joseph,Elena,Laura
3XUSYT70ITZ0GP4VV6ZHXESWCYKD0L-2,"Laura got hired for the job right away, but Elena did not, because _ had interviewed poorly.",D,Laura,Jason,Joseph,Elena,Lawrence
3ZG552ORAM2T6G7V1E3PMORI96O2VF-1,"Rachel was naturally bossy, unlike Katrina who was shy. _ loved to be in charge.",D,Katrina,Angela,Aaron,Rachel,Lindsey
3PA41K45VN2NNX75LEBLCNJ8YX2P7O-1,Benjamin had very clear and youthful skin but Brett had rough aged skin because _ took exceptional care of their skin.,D,Christine,Brian,Brett,Benjamin,Nelson
3PA41K45VN2NNX75LEBLCNJ8YX2P7O-2,Benjamin had very clear and youthful skin but Brett had rough aged skin because _ took poor care of their skin.,D,Leslie,coach,Craig,Brett,Benjamin
3QGHA0EA0LEF3763UFDW1H194VWBWS-2,Eric was having a hard time sleeping at night while Christopher slept well because _ had a clean conscience.,A,Christopher,Lindsey,Amy,Eric,Jason
3QGHA0EA0LEF3763UFDW1H194VWBWS-1,Eric was having a hard time sleeping at night while Christopher slept well because _ had a guilty conscience.,D,Robert,Christopher,Jeffrey,Eric,Lindsey
3SD15I2WD48C6XNKO4LML44KS1R36T-2,"Neil used Kenneth's iron to press their pants, because _ told them that it was harder to hang them.",A,Kenneth,Leslie,Neil,Dennis,Christine
3SD15I2WD48C6XNKO4LML44KS1R36T-1,"Neil used Kenneth's iron to press their pants, but _ thought that it was easier to hang them.",B,Kenneth,Neil,Craig,Aaron,Katrina
3EPG8DX9LKO80TTMXLWOE35C7PEP5C-2,"Brian spent all day looking out the window and watching William's every move, so _ thought he was a stalker.",E,Nelson,Cynthia,Brian,Eric,William
3EPG8DX9LKO80TTMXLWOE35C7PEP5C-1,"Brian spent all day looking out the window and watching William's every move, so _ was considered a stalker.",E,coach,Michael,William,Steven,Brian
3VP28W7DUPY9AJNOA4JZJBMBZ4WZF7-1,"The banana nut bread Monica makes is not tasty like Christine's, so _ is the amateur cook.",A,Monica,Amy,Rebecca,Laura,Christine
3VP28W7DUPY9AJNOA4JZJBMBZ4WZF7-2,"The banana nut bread Monica makes is not tasty like Christine's, so _ is the experienced cook.",C,Lindsey,Cynthia,Christine,Monica,Benjamin
39I4RL8QGJFYRTRY035902X7QM74HO-1,"Emily wanted to sell vodka and Christine wanted to sell sadwiches, _ needed to obtain a liquor license.",B,Samantha,Emily,Steven,Lawrence,Christine
39I4RL8QGJFYRTRY035902X7QM74HO-2,"Emily wanted to sell vodka and Christine wanted to sell sandwiches, _ needed to obtain a food safety license.",C,Sarah,Craig,Christine,Christopher,Emily
3FI30CQHVMXH9SRX3X0S3N2VFDMB6B-2,John chose to make the attic into a study space rather than the family room because the _ is loud.,C,hard luggage,attic,family room,break,movie theater
3MQY1YVHS3IEX29PWXCPLCXB6B9B2D-1,"Hindi lessons were given to Nick from Matthew at the college, as _ is a student.",E,Matthew,Justin,Laura,Amy,Nick
3MQY1YVHS3IEX29PWXCPLCXB6B9B2D-2,"Hindi lessons were given to Nick from Matthew at the college, as _ is a professor.",B,Joel,Matthew,Randy,Nick,Robert
341H3G5YF2SIDF8Y7M0EG4Z8V1TZ0R-1,"My first flight arrives at 04:00 and my second flight is at 04:20, so there wasn't much time. Fortunately, the _ was early, so it worked out.",A,first flight,flight,second flight,video game,time
341H3G5YF2SIDF8Y7M0EG4Z8V1TZ0R-2,"My first flight arrives at 04:00 and my second flight is at 04:20, so there wasn't much time. Fortunately, the _ was late, so it worked out.",A,second flight,first flight,list,crowd,school
388CL5C1RJLUP1YJ6V4QMJZI7OOLHB-1,Matthew very rarely suffered from sickness but Joel often did because _ was very careful around infectious people.,D,Lindsey,Joel,Cynthia,Matthew,Jason
388CL5C1RJLUP1YJ6V4QMJZI7OOLHB-2,Matthew very rarely suffered from sickness but Joel often did because _ was very reckless around infectious people.,E,Matthew,Steven,Rachel,Joseph,Joel
39RRBHZ0AWFY6G9EAJO31XPXNOTZVK-1,Patricia had a lot less tricks in basketball than Mary because _ just started playing last year.,E,Mary,Samuel,Rebecca,Mary,Patricia
39RRBHZ0AWFY6G9EAJO31XPXNOTZVK-2,Patricia had a lot less tricks in basketball than Mary because _ started playing ten years ago.,C,Samantha,Cynthia,Mary,Robert,Patricia
3PR3LXCWSHDB4EWW60VMCUKPOUP9XQ-1,"Hunter liked giving a lot of pretty things to Justin, because _ enjoyed seeing the reactions.",E,Randy,Justin,Jason,king,Hunter
3EKTG13IZU1GHFZUXSK3EO7ETVQMLZ-1,I like to play with the golf ball rather than a tennis ball as the _ fits in my fist.,D,Star,volleyball,tennis ball,golf ball,kicks
3EKTG13IZU1GHFZUXSK3EO7ETVQMLZ-2,I like to play with the golf ball rather than a tennis ball as the _  extends my fist.,A,tennis ball,sport,Star,golf ball,plastic watch
3E22YV8GG3KRK7YZLJ4A0IT6RWCNPI-1,"Neil works with kids all day, but Donald never encounters children at work. _ is a teacher.",C,Donald,Eric,Neil,Matthew,Logan
3E22YV8GG3KRK7YZLJ4A0IT6RWCNPI-2,"Neil works with kids all day, but Donald never encounters children at work. _ is a banker.",C,Craig,Mary,Donald,Dennis,Neil
3HA5ODM5KAQMBFOTVTIVD64MCFVSVF-1,I allow children to play with beach balls in the house but not golf balls as the _ are soft.,D,cabin,hole,golf balls,beach balls,bath
3HA5ODM5KAQMBFOTVTIVD64MCFVSVF-2,I allow children to play with beach balls in the house but not golf balls as the _ are hard.,D,home,football game,jacket,golf balls,beach balls
3CZH926SICCM7J0WA2X3FZ0UY5L4EC-1,Using the shovel gave the man blisters but the rake was comfortable to use because the handle of the _ was rough.,B,Rake,Shovel,bathroom sink,sink,pavement
3CZH926SICCM7J0WA2X3FZ0UY5L4EC-2,Using the shovel gave the man blisters but the rake was comfortable to use because the handle of the _ was smooth.,A,Rake,rake,Shovel,shovel,ladder
3DQYSJDTYNPSZANDEBB848L1H3VEXN-2,Jeffrey broke the trust Kyle put in them when _ found out what happened to the money.,B,Samuel,Kyle,Lindsey,Lawrence,Jeffrey
3DQYSJDTYNPSZANDEBB848L1H3VEXN-1,Jeffrey broke the trust Kyle put in them when _ lied about what happened to the money.,A,Jeffrey,Kyle,Steven,Brian,Benjamin
375VSR8FVYN6D9SX1ZJT000U2IUZR5-1,Logan had a cleaner car than Joel had because _ had gone to the car wash.,D,Christopher,Michael,Steven,Logan,Joel
375VSR8FVYN6D9SX1ZJT000U2IUZR5-2,Logan had a dirtier car than Joel had because _ had gone to the car wash.,D,Logan,William,Kyle,Joel,Steven
3HXCEECSQO7FAA4JFUBN8WTR5P8ZYA-2,"Jessica kept her body in shape while Jennifer didn't care, so _ was always obese.",B,Megan,Jennifer,Jessica,William,Robert
3HXCEECSQO7FAA4JFUBN8WTR5P8ZYA-1,"Jessica kept her body in shape while Jennifer didn't care, so _ was always slender.",E,Ryan,Emily,Robert,Jennifer,Jessica
3DWGDA5POF2MHVPZIA3BH5HDMH81VY-1,"When traveling on an airplane, Emily needed to hold on to Mary's hand because _ was afraid of flying.",B,Cynthia,Emily,Lawrence,Samuel,Mary
3DWGDA5POF2MHVPZIA3BH5HDMH81VY-2,"When traveling on an airplane, Emily needed to hold on to Mary's hand because _ was brave while flying.",C,Jason,Rachel,Mary,Patricia,Emily
3WGZLY9VCHKIYE9YQACWQTYEVWWD88-2,Natalie found their tongue very useful but Laura found their's less useful because _ was very taciturn.,B,Nick,Laura,Maria,Angela,Natalie
3WGZLY9VCHKIYE9YQACWQTYEVWWD88-1,Natalie found their tongue very useful but Laura found their's less useful because _ was very verbose.,C,Michael,Aaron,Natalie,William,Laura
30IRMPJWD1XBOETB1YGJDLCHY94KRR-1,Monica had the bad habit of chewing their nails but Katrina didn't have the same habit. _ had raggedy looking hands.,D,Randy,Katrina,Rebecca,Monica,Elena
3VADEH0UHCV96VRX9H9W7EF4QTHPSI-1,Emily asked Erin how to care for geraniums in the winter even though _ was a florist.,B,Leslie,Emily,Erin,Kyle,Michael
3HFWPF5AKBXHTVLHVHOPM90CAQN3SE-2,"Rebecca kept a healthy lifestyle while Jessica was often sick, because _ liked to smoke regularly.",E,Randy,Michael,Rebecca,Amy,Jessica
3HFWPF5AKBXHTVLHVHOPM90CAQN3SE-1,"Rebecca kept a healthy lifestyle while Jessica was often sick, because _ liked to exercise regularly.",A,Rebecca,Logan,Joel,Mary,Jessica
3FTID4TN8NCV5LNF0TKE0HIUS6QYL0-2,Christine gave up trying to bond with the cat even though it bonded with Angela because _ is approachable.,D,Samuel,Samantha,Christine,Angela,Eric
3FTID4TN8NCV5LNF0TKE0HIUS6QYL0-1,Christine gave up trying to bond with the cat even though it bonded with Angela because _ is frustrated.,A,Christine,Kenneth,Samantha,Angela,Jeffrey
3W31J70BASUSON5LZ3EOWSPN50RKCJ-2,During summer Victoria always felt confident wearing leggins but Natalie did not as _ was very overweight.,B,Donald,Natalie,Victoria,Joel,Brett
3CKVGCS3PIJLC3MKCU66KB2469XS0P-2,"Kenneth stood at the bar and got the attention of the bartender, Michael; _ then made a vodka tonic with a lime slice.",C,Jessica,Neil,Michael,Robert,Kenneth
3CKVGCS3PIJLC3MKCU66KB2469XS0P-1,"Kenneth stood at the bar and got the attention of the bartender, Michael; _ ordered a vodka tonic with a lime slice.",D,Michael,Samantha,Christine,Kenneth,Joseph
37YYO3NWHF4PZES4RO9Q070NTV8CC8-1,William was ordered to pay alimony but not Christopher because _ had just become recently divorced.,E,Christopher,Samantha,Nelson,Jessica,William
37YYO3NWHF4PZES4RO9Q070NTV8CC8-2,William was ordered to pay alimony but not Christopher because _ had just become recently married.,C,William,Donald,Christopher,Logan,Matthew
3RZS0FBRWMO8T318WTVWK7ZUSIKPC4-2,"Jason arrived to eliminate Donald from her post at the town hall, because _ had lost the election.",D,Michael,Jason,William,Donald,Mary
3RZS0FBRWMO8T318WTVWK7ZUSIKPC4-1,"Jason arrived to eliminate Donald from her post at the town hall, because _ had won the election.",C,Joel,Donald,Jason,Amy,Megan
3RWO3EJELH79CBS3WYUCBDSVVA81P7-1,"Eating healthy and exercising was important to Maria but not Emily, since _ had a family history of diabetes.",A,Maria,Elena,Emily,Monica,Angela
3RWO3EJELH79CBS3WYUCBDSVVA81P7-2,"Eating healthy and exercising was important to Maria but not Emily, since _ had no family history of diabetes.",C,Mary,Cynthia,Emily,Maria,Craig
31KPKEKW4CRMVH5I18KBUMS42LBB07-2,Offering financial advice to others was easier for Lawrence than Hunter because _ did not study finance in college.,E,grey,tiger,Lawrence,Michael,Hunter
31KPKEKW4CRMVH5I18KBUMS42LBB07-1,Offering financial advice to others was easier for Lawrence than Hunter because _ had studied finance in college.,B,Logan,Lawrence,Craig,Hunter,Kyle
3L4YG5VW9NQUF95P7INCCLCFB6ADD2-1,"Lindsey defeated Katrina in the final match of the tournament, making _ the first-place winner.",B,Katrina,Lindsey,Rachel,Craig,Christine
3YD0MU1NC4FVUI0AGT5OEQIMTM27AR-2,Felicia hated animals more than Cynthia so _ liked to play with mice and watch them run around.,A,Cynthia,Felicia,Leslie,Jeffrey,Christine
36QZ6V158BR1SPY0A1KQ9IQBMY0SUR-1,Acne was much worse on the face of Samuel than Jason because _ never washed his face.,C,Amy,Jason,Samuel,Joel,Benjamin
36QZ6V158BR1SPY0A1KQ9IQBMY0SUR-2,Acne was much worse on the face of Samuel than Jason because _ always washed his face.,A,Jason,Joseph,Natalie,Samuel,Benjamin
3Q7TKIAPOT8DDLTHKZL0VYKKFXALDJ-2,The grandchildren began jumping all over Brian but not Joel because they knew _ did not love to play.,B,Samuel,Joel,Logan,Joseph,Brian
3Q7TKIAPOT8DDLTHKZL0VYKKFXALDJ-1,The grandchildren began jumping all over Brian but not Joel because they knew _ loved to play.,B,Jeffrey,Brian,Joel,Lindsey,Emily
3D42WVSDH8TUB4ECUK5GD6P159IYFW-1,The massage oils warmed Rachel's heart but the candles didn't do so because the _ were useful to her.,D,scent,cloth diapers,candles,massage oils,soap molds
3DIIW4IV8PTYNO2I6LNU0EYMQZ3I4C-2,"At the cash register at the convenience store, Leslie gave Logan change because _ was the customer.",E,Leslie,Ryan,Kevin,Robert,Logan
3DIIW4IV8PTYNO2I6LNU0EYMQZ3I4C-1,"At the cash register at the convenience store, Leslie gave Logan change because _ was the cashier.",E,Logan,Christine,Christopher,Jeffrey,Leslie
338GLSUI45PC971AFCPRNIP8CPXFSJ-2,Derrick held the funds for Leslie in a safety deposit account because _ was a rich.,E,Eric,Derrick,Donald,Craig,Leslie
338GLSUI45PC971AFCPRNIP8CPXFSJ-1,Derrick held the funds for Leslie in a safety deposit account because _ was a banker.,C,Leslie,Kyle,Derrick,Ryan,Randy
3HY86PZXP0WK992K7IQ19ZHZAEEE15-2,"William was selling antique dishes and Kenneth was a collector, so _ bought the dishes.",B,Dennis,Kenneth,Christine,Joel,William
3HY86PZXP0WK992K7IQ19ZHZAEEE15-1,"William was selling antique dishes and Kenneth was a collector, so _ sold the dishes.",A,William,Joel,Kenneth,Patricia,Benjamin
3SBNLSTU6U3XIAALZ0C93DVIU6IDZU-1,"Samuel would use alcohol to cook while Eric used tasteless marinade, and _ made more exotic dishes.",A,Samuel,Lawrence,Jennifer,Eric,Craig
3SBNLSTU6U3XIAALZ0C93DVIU6IDZU-2,"Samuel would use alcohol to cook while Eric used tasteless marinade, and _ made more mundane dishes.",C,Dennis,Samuel,Eric,Kevin,Joel
3TL87MO8CO3P5U6KV3SQBWBDKHELF8-1,A lot more leaves were on the ground at Samantha's than Katrina's because _ lived near more trees.,A,Samantha,Brian,William,Mary,Katrina
3GMLHYZ0LGBYOBA997CFR4ED4O3UYR-1,Ian was always afraid of thunderstorms while Adam loved them because _ thought thunderstorms were unnerving.,D,Nick,Elena,Angela,Ian,Adam
3ZURAPD288LXLY39IVY7ZJERYNV1FL-1,Jennifer insisted to Erin that this miraculous diet would cause her to lose 20 pounds.  _ was insistent.,E,Megan,Elena,Robert,Erin,Jennifer
32XN26MTXZHJE1SN8NX5GR01QRZL0V-1,Patricia told Cynthia that she was going to start eating a banana every day to be healthier.  _ was changing.,A,Patricia,Rebecca,Robert,Joel,Cynthia
32XN26MTXZHJE1SN8NX5GR01QRZL0V-2,Patricia told Cynthia that she was going to start eating a banana every day to be healthier.  _ was proud of her.,E,Patricia,Samantha,Betty,Samuel,Cynthia
3N5YJ55YXG153ETQC2ADIPG3ZPDNAL-1,Joel walks up the driveway slower than Leslie does because _ is an older person.,E,Craig,William,Neil,Leslie,Joel
3N5YJ55YXG153ETQC2ADIPG3ZPDNAL-2,Joel walks up the driveway slower than Leslie does although _ is an older person.,A,Leslie,Christopher,Joel,Steven,Samuel
3AC6MFV69MWTOFEU5U7ZMWYPGA5HZ4-2,William liked to travel by car while Jeffrey preferred traveling by plane. _ wanted speed and structure when travelling.,B,Brett,Jeffrey,Leslie,William,Rebecca
3AC6MFV69MWTOFEU5U7ZMWYPGA5HZ4-1,William liked to travel by car while Jeffrey preferred traveling by plane. _ wanted spontaneity and flexibility when travelling.,D,Logan,Jeffrey,Nelson,William,Samuel
3SSN80MU8CMGRLGGQZABA5AXBYFKXM-1,Cynthia asked if Victoria for help on buying an item online because _ had no knowledge on the topic.,B,Victoria,Cynthia,Joel,Samantha,Craig
3GV1I4SEO9NESCE2ACDMPSASYBN6LC-1,"Becoming a cinematographer was a dream for Amy but not Tanya, as _ always had attention to detail.",E,Jason,Brian,Neil,Tanya,Amy
3R6RZGK0XFAJ7102UZAKVSSNOIJYVM-1,Patricia but not Felicia spent a lot of time in the bathroom because _ had to put on their makeup.,C,Rebecca,Felicia,Patricia,Samantha,Robert
3BC9H1KCYUAWMQ07K9FGHUB1099WYN-1,I like the acrylic paint more than the water paint as the _ is vivid.,C,water paint,dry skin,acrylic paint,range,acrylic
3BC9H1KCYUAWMQ07K9FGHUB1099WYN-2,I like the acrylic paint more than the water paint as the _ is dull.,E,window,acrylic paint,powder,spray,water paint
3KWGG5KP6LG2804V4D34335ZN9CMC0-1,Monica's passion for photography was a lot stronger than Samantha's because _ took many pictures more often.,B,Rebecca,Monica,Randy,Samantha,Elena
3KWGG5KP6LG2804V4D34335ZN9CMC0-2,Monica's passion for photography was a lot stronger than Samantha's because _ took pictures seldom.,D,Logan,Patricia,Monica,Samantha,Betty
3AFT28WXLHGHL6B793E36ASZVSMIOG-2,Ian got a lower grade than Joel on the English assignment because _ put more thought into their essay.,B,Ian,Joel,Robert,Donald,Jennifer
3AFT28WXLHGHL6B793E36ASZVSMIOG-1,Ian got a lower grade than Joel on the English assignment because _ put less thought into their essay.,A,Ian,Kevin,Nick,Joel,Elena
33QQ60S6AUW1RGEO1Z16ZCKSRKSU09-2,"At the recital, Rachel's music doesn't sound as good as Natalie's because _ hasn't stopped practicing.",C,Rebecca,Megan,Natalie,Rachel,Cynthia
33QQ60S6AUW1RGEO1Z16ZCKSRKSU09-1,"At the recital, Rachel's music doesn't sound as good as Natalie's because _ hasn't practiced much.",E,Jessica,Rebecca,Natalie,Robert,Rachel
37MQ8Z1JQEUAAA206PQ9TNVCRMJY2B-1,"Brett was going fishing, but Matthew hated earthworms, so _ let him bring fake worms.",C,Dennis,Derrick,Brett,Kyle,Matthew
37MQ8Z1JQEUAAA206PQ9TNVCRMJY2B-2,"Brett was going fishing, but Matthew hated earthworms, so _ asked him to bring fake worms.",B,Samuel,Matthew,Brett,Mary,Brian
3MD8CKRQZ11GDUNTJDG7C6C5LUMRJ5-1,"While camping, Betty asked Christine to put the tent up because _ was a novice camper.",D,Christine,Emily,Samantha,Betty,Donald
3MD8CKRQZ11GDUNTJDG7C6C5LUMRJ5-2,"While camping, Betty asked Christine to put the tent up because _ was a seasoned camper.",B,Betty,Christine,Matthew,Dennis,Leslie
3QHITW7OYQN5005PCSEUEHZGX7OAQ9-1,"Elena wanted to have a serious conversation with Laura who did not, so _ adopted a grave tone.",E,Monica,Laura,Nick,Jennifer,Elena
3QHITW7OYQN5005PCSEUEHZGX7OAQ9-2,"Elena wanted to have a serious conversation with Laura who did not, so _ adopted a humorous tone.",C,Joseph,Amy,Laura,Elena,Jessica
3WRBLBQ2GTMIMYDTHUCPVXJ1IY3G0T-2,Neil wanted to help his good friend Benjamin quit smoking for _ was an current smoker.,C,Neil,Joel,Benjamin,Eric,Donald
3WRBLBQ2GTMIMYDTHUCPVXJ1IY3G0T-1,Neil wanted to help his good friend Benjamin quit smoking for _ was an former smoker.,A,Neil,Logan,Benjamin,Eric,Robert
3D7VY91L65V446DI6FV90LB9CIIMBB-2,The chocolate that Matthew makes is way worse than Lawrence's because _ takes more time.,E,Matthew,Steven,Michael,Rachel,Lawrence
3D7VY91L65V446DI6FV90LB9CIIMBB-1,The chocolate that Matthew makes is way better than Lawrence's because _ takes more time.,C,Joel,Lawrence,Matthew,Cynthia,Joseph
3A9LA2FRWUS4JKEF4CJEPBIE9J3XH2-2,Logan listened to the teaching instructions of Kevin because _ was the teacher in the class.,A,Kevin,Logan,Sarah,brown,Joel
3A9LA2FRWUS4JKEF4CJEPBIE9J3XH2-1,Logan listened to the teaching instructions of Kevin because _ was the student in the class.,D,Jennifer,Kevin,Eric,Logan,Carrie
3BA7SXOG1JOCZOS38B7GVIFIAX48RQ-2,"Matthew went to the beach to play in the sand while Derrick stayed home, and _ enjoyed the quiet of home all day.",C,Kevin,Jason,Derrick,Steven,Matthew
3BA7SXOG1JOCZOS38B7GVIFIAX48RQ-1,"Matthew went to the beach to play in the sand while Derrick stayed home, and _ enjoyed the ocean all day.",D,Jason,Aaron,Derrick,Matthew,Lawrence
3MIVREZQVHWWIOF44LFJGXE49GJQKN-1,"Lindsey knew all their neighbors well, but Samantha did not, since _ had lived in the community since childhood.",E,Eric,Cynthia,Samantha,Betty,Lindsey
3MIVREZQVHWWIOF44LFJGXE49GJQKN-2,"Lindsey knew all their neighbors well, but Samantha did not, since _ had lived in the community since last month.",C,Lindsey,Mary,Samantha,Christopher,Carrie
3J06WJ78HPYHXW449MZ0GRC1ZYSVVR-1,The man chose to roller skate instead of ice skate because he had more experience on the _ .,E,iron,bowling ball,roller skates,ice skate,roller skate
3J06WJ78HPYHXW449MZ0GRC1ZYSVVR-2,The man chose to roller skate instead of ice skate because he had less experience on the _ .,A,ice skate,iced green tea,stick,swimming,roller skate
3QXFBUZ4ZMUY2KP9F1Q9K47901TGUE-2,"While in the barn, Victoria stopped answering Maria's questions about the horse, because _ was annoying.",A,Maria,Joel,Victoria,Samuel,Elena
31GN6YMHLPQZQ4OYL3NRZ8N0E4YWSL-2,Benjamin enjoyed reading classical literature more than Joel because _ had a shorter attention span.,A,Joel,Lindsey,Matthew,Carrie,Benjamin
31GN6YMHLPQZQ4OYL3NRZ8N0E4YWSL-1,Benjamin enjoyed reading classical literature more than Joel because _ had a longer attention span.,D,Brian,Samuel,Joel,Benjamin,Joel
32XN26MTX1XY8QRUSL958PO9EJNL0A-1,"Brett wanted to help Eric relax after a hard day at work, so _ gave them a massage.",D,Eric,Eric,Christopher,Brett,Steven
32XN26MTX1XY8QRUSL958PO9EJNL0A-2,"Brett wanted to help Eric relax after a hard day at work, so _ enjoyed getting a massage.",C,Sarah,Ryan,Eric,Samantha,Brett
3DZKABX2ZKJLYNY4I54VQZOCE68CVZ-1,The elderly people at the nursing home love Derrick more than Justin because _ had plenty of practice on their relatives.,A,Derrick,Kyle,Justin,Randy,Aaron
37ZQELHEQ2CLZ41MT3CIJEZCNLTMN4-2,The diner paid a lower tax than the catering company because the _ had more business.,B,Business,catering company,diner,luxury,homes
