ID,question,option1,option2,label
301KG0KX9CJOOFCBWPML7N0968YH2S-1,"Ian usually wore contact lenses, whereas Steven stuck to wearing glasses, because _ was vain.",Ian,Steven,1
3QD8LUVX4XWD92VDJC658GRF9QH5XE-1,"Samantha was more concerned with their personal hygiene than Lindsey, so _ never smelled sweaty.",Samantha,Lindsey,1
3YGE63DINABEJK3TWZG7H05QEZQ0W3-1,"The school bought a bunch of new pencils, but didn't get any pens, because the _ were low quality.",pens,pencils,1
3TZDZ3Y0JS4OKOCWF9YFPNSGVNZ91W-1,Bob needed to get some chores done. Chase was a mile away and Taco Cabana was two miles away. He traveled to the _ first because it was nearer.,Chase,Taco Cabana,1
3VDI8GSXAH704NIWCYP4OCPK21LG8Z-1,"Every winter Patricia had a bad outbreak of eczema, so she went to her doctor Elena for help. Later, _ picked up a prescription to help control it.",Patricia,Elena,1
3HXCEECSQO7FAA4JFUBN8WTR5P8ZYA-2,"Jessica kept her body in shape while Jennifer didn't care, so _ was always obese.",Jessica,Jennifer,2
3XEDXEGFX3M8UVA5NNL41RNMW9QK0I-2,"Kayla bought a tablet for Rachel for their birthday last Sunday, and _ thanked them for the thoughtful gift.",Kayla,Rachel,2
3VMHWJRYHVE5BZO2POJEUSISYL0XFW-1,"Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the cleaner dog.",Joseph,Leslie,1
3I7KR83SNCR5KEXP7HGXM0CNS7B9KA-1,"The cat of Sarah has some mouth problems, so she takes it to see Maria. _ is a responsible cat owner.",Sarah,Maria,1
3WRBLBQ2GTMIMYDTHUCPVXJ2JTP0GS-2,The contract could not be drafted at the business during that day because the _ was too big to care about it.,contract,business,2
3K8CQCU3KGFH4GV0X5I5SC12KF4WNJ-2,"Maria was perfectly happy being in a relationship with Tanya, but _ didn't want to stay together forever.",Maria,Tanya,2
3AQN9REUTFEXDK0G3EAQP6MGOEEYDS-2,The cat Natalie owned would snuggle up on Jessica's lap because _ was nice to it all the time.,Natalie,Jessica,2
3421H3BM9AFVF5S05Y4LTNO2P5V9JY-2,"I always had trouble in University compared to school, because the _ was very easy.",University,school,2
3DWGDA5POF2MHVPZIA3BH5HDMIXV1J-1,I gave my son a peanut butter sandwich instead of nutella as the _ is less sweet and healthier.,peanut butter,nutella,1
3HYV4299H0UNQKNYM5NGWBGZVA78EA-2,"In an effort to eat healthy, Craig attempted to get Adam on board, but _ got rid of the cactus juice in the house and replaced it with unhealthy stuff.",Craig,Adam,2
3X2YVV51PWIEQ9OBSIK7V5OZHIX1WM-2,Rachel's relationship ended in divorce while Carrie was happily married because _ was faithful to their significant other.,Rachel,Carrie,2
3EQVJH0T42ZX235VZ2IH08X7UNOHT8-2,"High blood pressure is an issue for Felicia, while Katrina doesn't have that problem. _ leads a responsible lifestyle.",Felicia,Katrina,2
37SOB9Z0SSVFVTRKRAFOIPY8T27L3C-1,"While the thrifty family was at the grocery store, they bought soap instead of shampoo because the _ was needed.",soap,shampoo,1
34OWYT6U3WFZKU8UNGJLHM92CPA9IO-1,"The student liked writing their signature with a pen instead of a pencil, because the _ showed up darker.",pen,pencil,1
3FI30CQHVMXH9SRX3X0S3N2WH1U6BU-2,She wanted to improve her brain health so added nuts but not out of season blueberries since the _ were available.,blueberries,nuts,2
3AA88CN98P15RQ6QVVWDTJH68KVYKJ-2,Christine was able to write checks from the account but not Felicia because _ didn't have a checking account.,Christine,Felicia,2
3MQY1YVHS3IEX29PWXCPLCXBBU9B2K-2,"Randy used whatever dirty methods he had to interrupt Kyle from his concentration at work, but _ refused to do the same.",Randy,Kyle,2
366FYU4PTGN7LLPZVUKJMGPQVP9EK6-2,"Claudia bought a dress for the party, but then decided to wear a pantsuit because the _ was itchy.",pantsuit,dress,2
33W1NHWFYHJ4ZZ6ILQCO8HD4XPFZT2-2,Dennis loved to go dancing for fun but Donald did not. _ went to the movies on Saturday night.,Dennis,Donald,2
3IKMEYR0LWTFQ5DJ2APIKFG1YPC2KR-1,"Megan got a big kiss of thanks from Mary, because _ had gotten them some flowers.",Megan,Mary,1
3T5ZXGO9DEMR7JEQ4MIT3C2HDL7QZC-1,"Mary was much more social than Carrie, because _ had an extroverted and outgoing type of personality.",Mary,Carrie,1
3I01FDIL6M67CZ79AT3VG2LBEFLD2T-1,"Hunter was unable to explain their behavior while looking Samuel in the eyes, because _ being deceitful.",Hunter,Samuel,1
3FVBZG9CLLSWMU8410U7GXV3ZALH0Q-1,There's a video going around of a man wearing a tiara and cape. The _ looks like something a superhero would wear.,cape,tiara,1
38DCH97KHJGG1T8T6YR77G2ZNWDJQX-1,Elena accidentally spilled her coconut oil all over Amy which made _ feel very apologetic.,Elena,Amy,1
3E22YV8GG3KRK7YZLJ4A0IT6RGOPN0-1,It was easier to break down the plastic than the glass in this case for recycling since the _ was rather brittle.,plastic,glass,1
34O39PNDK8MAVBPHVL3QEITSDJ7BRM-2,The platinum was sold and the money realized could not cover the cost of the car. The _ is pretty costly.,platinum,car,2
3MNJFORX8DIB353Z3GCJU7FGYTA5F4-1,Natalie always ate more eggs than Christine because _ lived a healthy lifestyle and needed a lot of protein.,Natalie,Christine,1
3BPP3MA3TCII5R7HGUWK1G25FA5EL1-1,Nelson teased Christopher about needing to find a homecoming date because _ already had one.,Nelson,Christopher,1
3VCK0Q0PO5C921V8K0DKTJ4QVL3N01-2,"Betty mailed Laura's lost luggage to them in the mail, because _ had left it at their house.",Betty,Laura,2
3VO4XFFP170NHY7R5P2A4QXRX9BQ7E-2,"Greg offered his fiance a new diamond ring or his mother's ruby ring, and she condemned the _ because it was old.",diamond,ruby,2
3TLFH2L6Y9METO36WJ3AL63XCGGT2O-2,Eric thought the clothes looked very nice but Kevin did not agree. _ didn't buy the clothes.,Eric,Kevin,2
3VMV5CHJZ8D48IBDVYOZNAXYM4DGTW-1,Logan was a better employee than Eric because _ didn't tend to take a lot of breaks from the job.,Logan,Eric,1
32CAVSKPCG31Y5Z6XI56DH33X3TU1S-1,"Patricia did laundry by hand, but Lindsey used the electric washer, because _ wore clothes made of delicate fabrics.",Patricia,Lindsey,1
3VMHWJRYHVE5BZO2POJEUSISYJ0FXA-1,"When other people were smoking, Kayla was more disgusted than Erin because _ had always avoided smoke.",Kayla,Erin,1
37SDSEDIN90O6JTMAHS1PRX56ZT81D-2,Rachel drinks a lot of milk but Kayla does not and as a result _ has very weak bones.,Rachel,Kayla,2
3ZZAYRN1I857UKRI3FD7KHU973UOTM-2,The market was going out of business so they sold their products but not the lots as the _ were useful.,products,lots,2
3UZUVSO3P7T2B9P2G6XZ1THUFBBEMB-1,"Samantha was generally faster at running than Jessica, so it was surprising when _ lost the race by a large margin.",Samantha,Jessica,1
385MDVINFETLLQ4FI7QDZ5KLBY6JWF-2,The eggs were able to reflect the light and not the glasses since the _ are dark colored.,eggs,glasses,2
3SBX2M1TKF1QYBP83R431EDH779Q4J-2,"I put the lamp on the table closest too the couch, but I still didn't have enough light. The _ is too far away.",couch,lamp,2
3OQQD2WO8KKSZHILQ5UBI7UO0L23IM-1,"Chess is bad for the body but great for the brain, as thinking is useless for the _ to develop.",body,brain,1
30QQTY5GMKI0F2F120AFMT67BR6U7W-2,Dina fed her children yogurt instead of ice cream because she thought that the _ was unhealthy.,yogurt,ice cream,2
3TL87MO8CMNAB57DB5GQJYN5WQTFLS-2,"Wanting a new experience, the man took his date to the garden instead of the theater because they had often been  to the _ before.",garden,theater,2
3WGZLY9VCHKIYE9YQACWQTYE0FXD8G-1,"The woman raised her eyebrows, because between a bike and car, the _ was going faster.",bike,car,1
3B286OTISGVOED1CH2ULHGNUJF2JA3-1,James was able to hide the book inside his jacket because the _ is small.,book,jacket,1
3SV8KD29L4Q5WGGVRHYW7QQ8JY0ZKL-1,Sarah tried everything they could think of but couldn't rouse Kayla from their deep slumber which meant that _ was awake.,Sarah,Kayla,1
3P7RGTLO6EB4V88NFPIXQXZZ5RIAK7-2,"Megan had vodka and Christine did not have any, so _ was the designated driver for that night.",Megan,Christine,2
374UMBUHN5NRR6V8TCSGXJCJODITCY-2,Natalie stayed in the kitchen longer than Mary because _ didn't have to load up the dishwasher.,Natalie,Mary,2
3BPP3MA3TCII5R7HGUWK1G25FA5EL1-2,Nelson teased Christopher about needing to find a homecoming date because _ could not find one.,Nelson,Christopher,2
3P7QK0GJ3VZP9PBCM94SZSSMQ0S2ZR-1,Jason doesn't know how the world works as well as Kevin because _ had a really easy childhood.,Jason,Kevin,1
37AQKJ12TXM8DNXJFYN6MTCNCZITTH-2,Betty talked in their sleep and Mary found it hard to sleep with noise so _ went to buy some earplugs.,Betty,Mary,2
3K3G488TR26T05U1XYBDE8VMH5FQ5S-1,"Kevin is far more physically versatile than Nick, because _ is a seasoned athlete in training.",Kevin,Nick,1
3Z8UJEJOC1RZOGPIMBOY5EVLHVF393-2,James could clearly see the bottom of the swimming pool which was unlike his water tank beside it. The _ is dirty.,pool,tank,2
30Y6N4AHYRA3A8N19HUW98HSF8WRDT-1,I had a hard time backing out of my space in the parking garage because a truck had parked next to me and the _ was quite large.,truck,space,1
3N5YJ55YXIHKX3SXW0MDAN4CU86NAW-1,"I tried to put the water into the balloon, but I couldn't because the _ was too much.",water,balloon,1
3UEDKCTP9VOMC6AP8M6DG6X94QS7K7-1,"When riding horses, Sarah accidentally caused Rebecca to fall from her horse, and _ was horrified that she had fallen.",Sarah,Rebecca,1
37SQU136V92LP888VUVM2FY5L5O11N-1,A raccoon broke into Neil's camper while Benjamin was sleeping there so _ quietly got the raccoon out.,Neil,Benjamin,1
3R5OYNIC2C7ALV4CYHEMHJBQNTZPT4-1,Being a chemical engineer suited Derrick but not Randy because _ had a very technical mind.,Derrick,Randy,1
356ZPKYPUJVLW62DSLDLHYRDV40YPF-1,"Because Donald liked cinnamon rolls but Neil loved them, _ ate cinnamon rolls for breakfast occasionally.",Donald,Neil,1
31J7RYECZN4YFFCCO4D5MU7JJBFL1Z-2,"At the new job, Mary was given a smaller uniform than Angela because _ was heavier.",Mary,Angela,2
3T5ZXGO9DEMR7JEQ4MIT3C2HDL7QZC-2,"Mary was much more social than Carrie, because _ did not have an extroverted or outgoing type of personality.",Mary,Carrie,2
3S4TINXCC0LS49YUJVAMSP0ECZXBOI-2,Jacob was satisfied with the soda but was unsatisfied with the sherbet because the _ was strange.,soda,sherbet,2
341H3G5YF2SIDF8Y7M0EG4Z7TSGZ0S-1,Natalie was hired to install a new wall for Monica because _ is the employee.,Natalie,Monica,1
3O71U79SRBN3LSUKH1H4QAL9LKHSMS-2,"John hated his work this year compared to his job last year, because the _ was better.",work,job,2
3LN50BUKPXP1W7VE96OVNQPHMQ7LPN-2,Lara hates trying to keep up with a live sport on the radio because the _ is too slow.,sport,radio,2
3G3AJKPCXN6Z7DGUU1LXE0GI49FY41-2,"The arrow missed the target by only a foot, as the _ was positioned poorly.",arrow,target,2
3PN6H8C9R64BBR1K768AEISIF2TDAO-2,There was less hair on the floor in the bedroom than in the bathroom because the woman brushed her hair in the _ .,bedroom,bathroom,2
34XASH8KLS0L2PDZ9IPAN346MQEMPX-1,The circle drawn around the letters did not cover the entire letters because the _ is too small.,circle,letter,1
3VEI3XUCZTBCZ5QREQLR92YGS4ERP9-2,The dog was less healthy than the cat because the _ got much less exercise.,cat,dog,2
3R4QIDVOJRQJTAWWJ6LGGJ0U1XKEEE-1,"Jeffrey thought Craig probably had gum and asked for a piece, because _ had bad breath.",Jeffrey,Craig,1
37MQ8Z1JQEUAAA206PQ9TNVCRKA2Y2-2,Joel was very keen to apply for the job but Logan was not because _ was very lazy.,Joel,Logan,2
3WJGKMRWVI7KAHZB7MS1SFUXLMQCDK-2,Craig decided to help Lawrence in his effort to sculpt a statue because _ was a terrible artist.,Craig,Lawrence,2
3MYASTQBG9P3Y781W25W4I7NKIHDQU-1,"At the store, John signed a warranty contract for the tablet, but did not purchase insurance for the phone, because the _ was likely to be damaged.",tablet,phone,1
32XN26MTXZHJE1SN8NX5GR01L6V0LV-1,Monica but not Christine always had a nice sun tan because _ liked to spend hours in the sun everyday.,Monica,Christine,1
3QTFNPMJC8WLYB058S2CRGVK1FVZNV-1,"Needing to repair a window pane and hang a picture, Shane found a hammer and some glue, so he used the _ to hang the picture.",hammer,glue,1
3ZRKL6Z1E813TIYY6YJ9D51CKHSGSS-1,Joel spent more time with their son than Randy did because _ had primary custody of the boy.,Joel,Randy,1
3T2HW4QDUXLN1GL1F4ZZYHZFNC19CO-2,Hunter went to see Neil because _ was very sick and needed a friend to bring him medicine and chicken soup.,Hunter,Neil,2
36BTXXLZ2XMQAC48G6T364NL1X54RW-1,Jessica could see the clear out of the forest while Mary came up with a plan because _ had binoculars.,Jessica,Mary,1
3AC6MFV69KGEUQFNLWVZUYAGMZ5HZ3-1,"Samuel likes to rollerblade a lot, but Brett is more of a skateboarder, so _ likes the skating rink.",Samuel,Brett,1
3VCK0Q0PO5C921V8K0DKTJ4QVI8N00-2,The artist finished her painting before the cook finished her tart because the _ was quick to complete.,tart,painting,2
3QGTX7BCHRGH8MUZ4S6QXZVZB4B5ZE-2,Jilly tried to put on the costume but couldn't get it around her leg because the _ was too big.,costume,leg,2
38Z7YZ2SB305CTPG4IU73HZRMSRQIA-1,"I asked Patricia to buy the present but didn't ask Jessica, I think _ has a good taste.",Patricia,Jessica,1
3DTJ4WT8BFTH45NSFTZT1T1BNP7EZ2-1,Nick's door squeaks a lot louder than Brett's because _ has not fixed it yet this week.,Nick,Brett,1
31J7RYECZN4YFFCCO4D5MU7KLFR1L3-2,"Ann's babies were crying, and she could give them a bottle or a rattle.  She tried the _ first in case they were bored.",bottle,rattle,2
3EQVJH0T42ZX235VZ2IH08X8V4YHTJ-2,The farmer switched his pig feed from wheat to corn because the _ was more expensive.,corn,wheat,2
3MD8CKRQZ11GDUNTJDG7C6C4J58RJ9-2,"The tutor was more suited for English studies than the professor , since _ was an inadequate teacher.",tutor,professor,2
3X2YVV51PU2ZWKP48K87370RO9BW11-2,"Eric gave Craig ideas for writing original twin sentences, as _ had a seemingly limited imagination.",Eric,Craig,2
3VADEH0UHCV96VRX9H9W7EF4LDJPSJ-2,Brian was overweight but Nick wasn't overweight because _ ate a small amount of calories.,Brian,Nick,2
3MQY1YVHS5YTRR8WGVOPDALJZNF2BA-1,"When Cynthia had to flex, the crowd laughed unlike when Carrie flexed because _ had undefined muscles.",Cynthia,Carrie,1
3CVDZS288JE9BCO5VFT5B9Q2KM4MFB-1,Michael had a cat as a pet but Nelson didn't have any pets because _ had little allergies in their system.,Michael,Nelson,1
3XH7ZM9YX48R7IAKX1PUNCY2PKOR9E-1,John had to return the chair he bought for his new office as it could not get into it because the _ is small.,office,chair,1
3UQ1LLR26CMU93PCKN6YXV0NP9XAL0-1,I just bought a new bag for my camera but it can't fit because the _ is too big.,camera,bag,1
3YZ7A3YHR77K7A8L90CI16YWPVAS58-1,"Logan wants to paint his room green, and Kenneth wants to paint his room gray.  _ bought green paint today.",Logan,Kenneth,1
3YKP7CX6G4T0DS52M75K912SB7KB7T-1,"Wanting a cheerful look, the woman chose the striped curtains over the checkered drapes because the _ were more colorful.",curtains,drapes,1
37SDSEDINBG308STUF41HPLDZ9S181-2,Elena took off the blanket and handed it to Jennifer because _ was feeling cold.,Elena,Jennifer,2
3MJ28H2Y1GM59IGS2JV9H1OVR2ZO5Q-1,James used a wet towel to scrub the floor and got it clean. The _ was dry before.,floor,towel,1
3HRWUH63QWGNRXGG14VW2COQ1N6N5C-1,Elena was a bad friend to Katrina because _ was very selfish and never reciprocated the favors and help she was received.,Elena,Katrina,1
3D17ECOUOG9HZBMNIY95Q8D3KIS31W-2,"The house had bad insulation in the bathroom but not in the bedroom, so the _ was louder.",bedroom,bathroom,2
3HY86PZXPYG5FK3DNKE1H1TRMMGE1G-1,Craig came over to Logan's house and helped him get stains out of his carpet.  _ was generous.,Craig,Logan,1
3Z3R5YC0P3LYUIFIKEIH5PXMQ41FTJ-1,"He had to prepare the soup, but not the salad, because the _ was going to be homemade.",soup,salad,1
3YKP7CX6G4T0DS52M75K912RADSB7A-1,Matthew takes his pet rabbit in to see Brett when it gets sick. This is because _ is a concerned pet owner.,Matthew,Brett,1
3VJ4PFXFJ35IY4DZ93MZWK8XC38AU7-2,"Tanya is going to London for a week and Mary has already been there, so _ answered a lot of questions.",Tanya,Mary,2
3YLPJ8OXXARA78QKP5ZVVM9A3COX4I-1,I was able to easily fit my tables through the the double doors. The _ were quite wide.,doors,tables,1
3DTJ4WT8BDD2AGOLVVNT9VD3ZZSEZ0-2,I always use reusable bag rather than plastic bag when I shop because the _ is harmful for the environment.,reusable bag,plastic bag,2
3LCXHSGDLT45942703TLD2G0CJUESV-1,"The bread Sara purchased yesterday at the store was already growing mold, because the _ was overlooked.",bread,store,1
3SBX2M1TKF1QYBP83R431EDG50Z4Q5-2,"After the party, there were more crackers left than chips, because the _ were popular.",crackers,chips,2
33W1NHWFYJZJTO5P5OOO0F1DRB3ZTD-1,"The woman covered the carpet in the living room with a rug, because the _ was stained.",carpet,rug,1
3GONHBMNHVW0M4GYCTBCM3IC84YMZI-1,They debated whether or not to buy antique or modern furniture as the _ look was more classical.,antique,modern,1
32L724R85LIKCHO145FI3C9HHW5IPB-2,Jeffrey had a very hard time climbing the steps unlike Jason since _ was a healthy person.,Jeffrey,Jason,2
3P0I4CQYVY5KSCW5EM6IF3DZM0FOWB-1,"insects like butterflies are attracted to bright colors and not the dull colors, the _ are attractive.",bright,dull,1
34O39PNDK66V1MQABNRQMK5JNNKBRW-1,Mary would be retiring from being a teacher soon but Emily would not because _ was very old.,Mary,Emily,1
3L21G7IH47U3LPK4NLQVO4L74XD1Y8-1,Samuel gave Benjamin advice to help their troubled relationship because _ was confident in their knowledge of relationships.,Samuel,Benjamin,1
37NXA7GVSVKE1RSAVIXUTIE09J5LVI-1,"Laura found a book and a magazine on the table, and she decided to take the _ because she was going to the beach for a long time.",book,magazine,1
3H1C3QRA01HP2NDB3H3LYXCIQJVECU-1,William told Brett that he had started taking these pills off of the TV to increase his mental stamina.  _ was enthusiastic about them.,William,Brett,1
3TUOHPJXYJBMGA94ZB5EQES1N37XWK-2,Sally was cooking stew but she wasn't sure what type of steak to buy. The _ would cook in the stew for a long time to make the stew tasty.,stew,steak,2
3XBYQ44Z6P20541DA3SH9DJMGQ2TW3-1,Erin hated having to clean and tidy the house while Rachel loved it. _ had always been a messy person.,Erin,Rachel,1
3TX9T2ZCBBFBL59J0TTZNZ8BUWIZWF-2,The old plastic caps were replaced by wooden corks because the _ were very watertight.,caps,corks,2
3QREJ3J435B0LGYYWEJNR93IS2JKLB-1,"The diamonds on the earrings were brighter than the ones on the ring, because the ones on the _ were clearer.",earrings,ring,1
36MUZ9VAE60Z7FJP3DYWI3U0BKVDEJ-2,"I bet this pipe belongs to Natalie and not to Jessica, I heard that _ quit smoking tobacco.",Natalie,Jessica,2
35XW21VSVGCJFACZHPGPQX6KLIELSC-1,The dog would only sleep on the bed and not the sofa because the _ was comfy.,bed,sofa,1
3CRWSLD91MI3HP1YUICVY3ZHDZ4MOX-2,The alarm sounding in the other room got the birds quacking but james can only hear the quack because the _ is farther.,quack,alarm,2
3FTID4TN8NCV5LNF0TKE0HIURX9YL0-1,"At the party, Marion ignored Victoria and opened her arms to hug Erin, because Marion hated _ .",Victoria,Erin,1
37NXA7GVST4Z72T3BKLU1KQRF6EVLW-2,Eric wanted a Bichon Frise puppy but Matthew wanted a Rottweiler. _ thought they were too girly looking.,Eric,Matthew,2
30EMX9PEVMXNPTTOGNGO3VHELC9KS6-2,"Betty tried on the costume to go with Jennifer, but _ wasn't interested in it.",Betty,Jennifer,2
311HQEI8RSEH119B8N9N3LLMDBQZ7Z-1,"Jade wanted to have a closer relationship to her sisters but they were distant, but the _ is too weak.",relationship,distant,1
382GHPVPHU5YRAJ65GS7O6K6WHO43Q-2,"The ears on the elf were easier to spot than the eyes, and this is because the _ are smaller.",ears,eyes,2
3FBEFUUYRK3XWTNYDLOWGEUH9HTA68-2,"Jen wrote her screenplay on a notebook and then moved it to her computer, and the _ felt more secure to her.",notebook,computer,2
3MDWE879UJG4RBTV1434NXTX5R0B9I-2,After Logan contracted the chickenpox from Joseph so _ spent the day sending nice texts about it.,Logan,Joseph,2
31MBOZ6PAOP38TN3K3QPBS22ZFKLCA-1,"Donna would prefer to do her reading at the workplace than at home, because the _ was too noisy.",home,workplace,1
3CRWSLD91K2ON02RAK0V65B8JDHMON-2,"Laura put fruit in their pie for Lindsey to eat, and _ ate half the pie after that one was done baking.",Laura,Lindsey,2
3XDJY5RK5UZIQ4WPK0O8BFA58CR4UE-2,There was more dirt on the car than the bike because the _ was kept outside.,bike,car,2
3ZQA3IO31D56L0F91WTXEBBEFH61ON-2,"Victoria wanted to give Mary a reason to finish the race with him, because _ was so discouraged.",Victoria,Mary,2
39TX062QX32PPC7GPRUCLHH4PX6X3H-1,George opted for both of them to use a knife instead of a gun in the duel because the _ could mortally injure them.,gun,knife,1
38LRF35D5LUIEJEE0O7P9CUR198U3E-1,Dennis was exhausted at the end of the day but Robert wasn't because _ had spent the day planting trees.,Dennis,Robert,1
3RZS0FBRWMO8T318WTVWK7ZUS2KCPV-2,The camera of Michael was nicer looking than Derrick's because _ invested just a little money into it.,Michael,Derrick,2
33CLA8O0MI9LE32QGPDM5AW4X5DRFU-2,There was more shade in the yard of Christine than there was in the yard of Victoria because _ had less plants.,Christine,Victoria,2
33BFF6QPI19V6N3JVOMQR0FOR8NW3Q-1,The TV won't fit into the existing cabinet because the _ is a bit too wide.,TV,cabinet,1
3RBI0I35XE1ZVSYJAP4ECX042I5Y3D-2,Neil requested that Christopher change the water in the fish tank because _ is close to it.,Neil,Christopher,2
3X878VYTIGWQQ9HIR9RGSRTCPVWF7C-2,The student chose to play the flute instead of the clarinet because she thought the _ would be difficult to learn.,flute,clarinet,2
3ZXV7Q5FJD2W2QCEIQZR8DLRSM2FCK-2,Erin was eating more than Betty was eating for dinner because _ had a big lunch.,Erin,Betty,2
3MDKGGG61QL2BPM7JLFDBJK9X7V6T8-2,"Betty loved the scent of the coconut shampoo Mary bought, so _ told her where she could buy some of her own.",Betty,Mary,2
32PT7WK7DMDWXH3SETH0ZCQ3FF93DL-2,Christine was in the lead in the video game while Monica was in last because _ was slow to start.,Christine,Monica,2
3QI9WAYOGSPGQE8ZEJMNTCCWLLZS6S-1,"I tried to kick the bags with my legs, but I couldn't because the _ were too high.",bags,legs,1
3SMIWMMK63JUZ6F9U6UR67TWS0LWUD-1,"The bagel shop sells muffins, but not donuts, because _ have a much higher profit margin.",muffins,donuts,1
3EKZL9T8Y8K1MX4DTIBRJ09VI0DHC5-2,"Amy wanted to add false eyelashes to her real eyelashes, because the _ were trendy.",real eyelashes,false eyelashes,2
3S829FDFT4FN749DIG0OYQ3FFGEDXN-1,"The barber used the strap to sharpen the razors but not the scissors, since the _ worked better after sharpening.",razors,scissors,1
3MGHRFQY2N3I8PYTB0YV2XQ6P3A0YE-2,The served coffee in the old cups rather than the new glass mugs because the _ were already clean.,mugs,cups,2
3S4TINXCC217YYX13TMMKNOM0COBO6-1,Michael asked Jeffrey if the company had ever been accused of discrimination because _ wanted to know.,Michael,Jeffrey,1
3VAOOVPI3ZQWBXH9XGJOEBSPO46LLP-2,Derrick was a qualified teacher but Matthew was not as _ was indifferent to their profession.,Derrick,Matthew,2
3UQVX1UPFUVS745MIFR0TTP19CM02F-2,John fell down while walking on the pavement and decided to take the lawn instead. The _ is dry.,pavement,lawn,2
3TZ0XG8CBUI6VOWHEU7U4XFO9U198E-1,"John loved it when his work replaced their kitchen room with a game room, the _ was old.",kitchen,game,1
39WSF6KUV4Z5519LDKOCLVU85Y0OE0-2,"Getting a new haircut on Monday, vote 1 for shaved or 2 for mohawk. The _ haircut takes a bit of effort to cut.",shaved,mohawk,2
39O6Z4JLX4B91L9Z910I4C9MFKBXVT-1,Ian slipped on oil that Donald spilled all over the kitchen floor. _ was angry.,Ian,Donald,1
3OKP4QVBP2VZTMC4PYXIS576YA1GAA-2,Rebecca stayed in bed and slept for longer than Monica although _ was feeling more sick.,Rebecca,Monica,2
336OE47KI4YUCL49ZW4W2TVG7UFWV0-2,"After being caught speeding, Mike had to go to court, but not jail because the _ was for minor offenses.",jail,court,2
3E22YV8GG14CQIZS1LSA8K5Y3SBNP2-2,"The woman wore her hair in a braid instead of a ponytail, because she thought the _ was out of style.",braid,ponytail,2
3GMLHYZ0LGBYOBA997CFR4ED4O2YUU-2,Donald filled the printer with paper after Nelson didn't because _ is a bad employee.,Donald,Nelson,2
3WKGUBL7SZK0DPAOROK7SUQE73Y4LD-2,Rebecca hated the ways oils smelled so wouldn't go to Sarah's house. _ loved how it smelt.,Rebecca,Sarah,2
3SZYX62S5GYJUNPM1Z27EHER7Y857R-1,"Monica bought some plywood to make Samantha a door, _ showed how to put the door together.",Monica,Samantha,1
36KM3FWE3TQZT52SOR8VPK68JYR07N-1,The slime in Tara’s hair had gotten stuck so easily because the _ is sticky.,slime,hair,1
3DW3BNF1GJWJMK8R1TOQODSUPNCV8K-2,"The museum decided to not purchase the armor, but purchased the sword instead, because the _ was an antique.",armor,sword,2
3O4VWC1GEW49033KOP3B2ALGKWB3JY-1,Katrina trained Tanya to do aerobic exercise because _ was a trainer in great shape.,Katrina,Tanya,1
31YWE12TE2Q7QV83R3X2YYTJT25X72-2,"Megan hated the table she saw, but Emily loved it. When they left the store empty-handed, _ was disappointed.",Megan,Emily,2
30EMX9PEVMXNPTTOGNGO3VHDKBNSKN-2,The document was given to Nelson to work on and not Kenneth because _ had less experience.,Nelson,Kenneth,2
3BJKPTD2QCAVX8KRB9IBMEB5TPYTR8-2,The woman tried to use lotion to moisturize her skin but the _ was too weak.,skin,lotion,2
3TC2K6WK9G0VV4BITLSFUA7A3O8822-2,"Since the man's heart was feeling bad, between exercise and rest, he chose the _ .",exercise,rest,2
3MNJFORX8DIB353Z3GCJU7FGYVCF5K-2,Sarah really liked masturbation but Carrie liked sex more. _ was perfectly miserable home alone on a Saturday.,Sarah,Carrie,2
3IWA71V4TKUOMVUY8TSASKTO05NX61-2,"Mary looked worse than Monica during their tropical vacation, because _ had hair that would stay smooth in humid weather.",Mary,Monica,2
3FI30CQHVMXH9SRX3X0S3N2VFQSB67-1,Carrie wanted to prune their Forsythia so they asked Jennifer to help because _ was bad at taking care of plants.,Carrie,Jennifer,1
3L2OEKSTWBO0QE3W64BAVCWO74EY8W-1,"When he was a toddler, my brother always picked the oranges out of fruit salad an only ate the strawberries since the _ were sour.",oranges,strawberries,1
3FDWKV9VCN0J05MO66C45B3X6G6UMC-1,The new deodorants work better than the old antiperspirants because the _ have new technology.,deodorants,antiperspirants,1
3B9XR6P1WETE3Y7X3IIHKTJSD6FBJT-2,Kenneth paid their taxes while Logan didn't so _ faced federal prosecution for tax evasion.,Kenneth,Logan,2
3BC9H1KCYWQBGFZE47RG9SZ9O13YWA-2,Steven had his teeth knocked out during the fight but Ryan did not because _ was one of the corner men.,Steven,Ryan,2
3LAZVA75NK5DALX5K0TBJULI6LKO2K-1,"While camping in the snow, the woman slept with the quilt instead of the blanket because the _ was thicker.",quilt,blanket,1
3HKIF5DF6YVLO32ZXSJIWAWMSXAG9W-1,"Felicia wore contacts for their eyes while Victoria wore glasses, so _ took out their contacts before going to sleep.",Felicia,Victoria,1
3NOEP8XAU6GWW1C3NPRJYKK4T0VXP1-2,"Because Betty works diligently on homework but Rebecca skips them,  _ always makes bad grades.",Betty,Rebecca,2
3HO4MYYR12MHB21WJQ5NGF6BGIR6UI-1,She became extremely educated by reading books and watching videos. The _ were often musty.,books,videos,1
