context,question,answer,label,index1
A group of men wearing old military uniforms are standing in formation while they demonstrate the use of their rifles to a group of onlookers on a city street .,What is someone wearing?,clothes,no,680
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",How is someone equipped?,with protective gear and oars,yes,4097
A that looks at rodents in a glass display .,Who looks somewhere?,A child,no,1697
"A man sits atop a metal beam , bracing himself against any potential threat .",How is someone braced?,against any potential dangers,no,1853
An Asian man sits on a stoop polishing cookware .,Who sits somewhere?,girl,no,4344
Man at party receiving beer pillow gift .,Where is someone receiving something?,first,no,1354
It looks as though there was a beauty competition of some sort sponsored by the Chinese as evidenced by the stuffed panda bears .,What looks?,well,no,4278
The white dog is drinking mountain dew in the snow .,Where is something being drunk?,movie,no,2180
"The everyone is digging to find something important , gems , gold or other sort .",Who is finding something?,The man,no,1673
A tall with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling .,Who gives something?,A kid,no,1741
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis game .,What is being caught?,a tennis ball,no,1225
"A football game between a gold team and a white team , a team member from the gold team is signing a time - contract .",What is someone signing?,a time - out,no,825
"A group of patrons sitting in green lounge chairs along a windowway , one of them has a black jacket across her chair , and is looking out at the water .",What is someone looking at?,the water,no,3067
Jewish rabbi and young boy reading in a church,Where is someone reading?,room,no,4374
A man is wearing a blue shirt that is rolled up above his abdomen .,Who is rolled?,they,no,226
A young girl sits in a salon in front of a mirror while another woman braids her brown hair .,Who sits somewhere?,A young woman,no,387
"A young person , wears red sandals , black pants and a blue shirt , his head and face covered with a checked scarf and carrying a rocket launcher .",What is something covered with?,jacket,no,872
Two women cook while a man looks on in disapproval .,How does someone look somewhere?,general,no,3520
A man with long hair and wearing a blue shirt is juggling four tangerines .,What did someone wear?,dress,no,4134
"Four musicians , wearing Scottish garments , are playing instruments on the street- two accordion , one horn , and one clarinet .",What is someone wearing?,shirts,no,660
"A man , standing amongst many people , is wearing a red shirt and a kilt - like thing .",What is someone wearing?,a red shirt and a kilt - like ensemble,no,119
Several people are standing around a small window with a picture of a wasp painted on the roof and the side .,Where is someone standing?,around a small building,no,3307
"At an intersection , a man is pushing a gurney loaded with boxes in front of a girl wearing brown boots .",Who wore something?,a woman,no,2829
A young man loses his balance on a stepladder as three others stand around in various poses .,Where does someone lose something?,stepladder,yes,3464
A love uses a long pole to search for a certain piece of fabric suspended above him .,Who searches for something?,A tailor,no,1819
A smiling man with a beard holds up a poster showing an abstract elephant cartoon painted in horizontal rainbow stripes .,Who holds up something?,hand,no,2900
Two kids on wakeboards attempt to give one another a high - point .,What does someone give?,one another a high - five,no,1023
A girl and her fiancee getting lady for some romantic moments after a long day at work .,When did someone get someone?,school,no,1320
"A man is standing in the street wearing an elaborate outfit which includes a blue t - shirt , suspenders and purple tights .",Where is someone wearing something?,door,no,3368
Celebrating St. Patrick 's Day at 2:10 pm & an police officer is going inside a room .,When is something being celebrated?,time,no,2742
Three blokes digging in the desert .,Who is digging somewhere?,blokes,yes,4162
"A someone is exiting a port - a - potty , relieved he can smell fresh air .",Who can smell something?,A man,no,4379
A barefoot man laying down in the crevice under a bridge .,Where is someone laying somewhere?,tent,no,1340
Five mariachis playing on the street .,Who was playing?,mariachis,yes,1654
Looks like everyone is getting good gas mileage here with all these beautiful scooters !,Where is someone getting something?,together,no,946
A toddler wearing a pink shirt and jeans is placed on a shopping cart while sitting next to a loaf of food .,When is someone placed somewhere?,while sitting next to a loaf of bread,no,769
"A bike is flipped over while someone , their identity obscured by a blue hoodie , works on the back tire .",How is something flipped?,upside,no,3225
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is himself .,Why is someone appearing?,to give the impression that he is yelling,no,1739
often runs across the shore as the photographer captures her agility .,Who runs somewhere?,She,no,2389
A group of older people are sitting in a pub playing various music .,What is someone playing?,various instruments,no,831
An Asian man is dressed as an actor is posing with a woman dressed up as a movie starlet .,How is someone dressed?,as an explorer,no,1997
"There 's a silhouette of a man at the beach kicking his leg in the air , while the sun is setting before him .",Where is someone kicking something?,table,no,708
A woman in a dimly lit room looks through her eyes and adjusts the vision .,Where does someone look?,through her microscope,no,3981
The woman in the brown shirt is watching the other woman dry her hands .,What is someone watching someone to do?,dry her hair,no,2255
"they are bathing in water , possibly for religious reasons .",Who is bathing?,People,no,3587
Two they are lying in red cots on the side of a mountain .,Who is lying?,Two men,no,1305
A young male demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .,Who sits somewhere?,A young man,no,9
A guy who caught a giant fish reels it in then picks it up with a extended net .,Who reels something?,people,no,3838
A man wearing khaki pants and no shirt is shaving his face near a boxcar .,What did someone wear?,slacks,no,2400
A woman pouring a cup of coffee in the wild .,Where is something being poured?,kitchen,no,2976
A platinum blond young woman wearing heavy dress is carrying a pink clutch and talking on her mobile phone .,What is someone wearing?,heavy makeup,no,289
"A paraplegic ( with prosthetics ) wearing a finish line uniform , is walking next to a middle - aged man wearing a yellow t - shirt shirt .",What is someone wearing?,a finish line banner,no,833
"A bike is flipped upside while someone , their identity obscured by a blue hoodie , works on the back door .",Where does something work?,on the back tire,no,3231
The gal in the yellow hard hat is about climbing up the steep rock .,What is climbing?,rock,no,3525
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,What is flying?,people,no,3872
A newborn boy is lying in an incubator with many tubes attached .,How is someone lying somewhere?,there,no,2884
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,How does someone engage somewhere?,friends,no,4010
The that is shacking and affecting China .,What is affecting something?,The economy,no,3147
Several people on horses are all in a hurry to get somewhere .,Where is someone getting?,them,no,4120
A man in a yellow shirt is standing in the sidewalk door .,Where is someone standing?,in the sidewalk measuring,no,95
people making strawberries drink on a hot day .,What does someone make?,strawberries,yes,509
Two kids on wakeboards attempt to give one another a high - five .,What does someone attempt?,point,no,1020
Girl in red jacket ponders while sitting in an art museum with cubes on the floor .,Who is sitting somewhere?,while,no,1464
Here is a man wearing a gray hat with a flower boutonniere raising his glass .,Who is raising something?,person,no,800
"A man dressed as "" Teen Wolf "" hugs a woman made up like a vampire .",Who hugs someone?,they,no,168
A student uses old planer to work wood in a shop .,Who works something?,they,no,1574
"A group of children and adults are gathered in an outdoor desert setting as if preparing for or returning from an outing , with several kids wearing matching light blue backpacks and a Saguaro cactus in the far left background .",Who is matching something?,groups,no,2722
A man in a green machine is cleaning a pump in front of the Drake hotel .,Where is someone cleaning something?,school,no,1260
A man that has removed his shoes to kneel on a rock .,What did someone kneel on?,a mat,no,4273
Person carrying a bunch stuff in a shoulder sac walking along a road .,How is something being carried?,walking along a sidewalk,no,1777
A man rides a bike wthemh a shrubbery attached to the back of it .,How does someone ride something?,with a shrubbery attached to the back of it,no,3401
A body modifier enjoys a beer while relaxing on a nice sunny day .,When is something relaxing?,beach,no,364
A group of Asians are eating outside with one passing another a napkin .,Who is eating?,Asians,yes,3476
Several uniformed people carrying firearms and wearing white gloves are lined up in ranks and standing at them .,Where is someone standing?,at attention,no,2077
A man standing at a urinal with a coffee cup .,Who is standing somewhere?,just,no,440
"Several young people adults sit around while a middle - eastern musician prepares to play keyboard , drums , violin and a mandolin .",Who drums something?,a middle - eastern band,no,493
A student uses old planer to work wood in a shop .,What does someone work?,people,no,1576
"A group of patrons sitting in green lounge chairs along a waterway , one of them has a black jacket across her chair , and is looking out at the water .",Who is looking?,them,no,3064
Woman smiling outside of tent surrounded by fake flamingos in the snow during winter .,What is something surrounded by?,fake flamingos,yes,2195
A skydiver hangs from the undercarriage of an aircraft or some sort of air gliding device .,What does someone hang from?,the undercarriage of an airplane,no,4167
Here is a picture of a two middle easterners walking on the streets to their favorite stores .,Where is someone walking somewhere?,people,no,1902
"A woman is riding a bicycle in her underwear with "" No Oil "" painted on her face .",Where is something painted?,on her chest,no,3089
"A man in a University of New Hampshire t - shirt prepares to make smores with tinfoil , Hershey 's chocolate , graham crackers and marshmallows .",What does someone make?,smores,yes,1836
A that is carrying plywood for a construction project .,Who is carrying something?,A worker,no,129
"A man , whose face is obstructed by a lampshade , is sitting next to a bar with women , and a mannequin stands nearby .",Where is someone sitting?,next to a bar with drinks,no,1551
"Musician sitting on the ground plays his guitar as crowds of people walk around him disregarding the sign in his case which states "" tell me why my music works "" .",What does something state?,tell me why my music sucks,no,2659
"A man is sitting on a bannister on a pier holding a bunch of colorful flowers , while more balloons tied to the bannister behind him blow in the wind .",What blows in something?,more balloons,no,3807
Sitting guy handling a stapler while another guy looks on .,Who is handling something?,from,no,714
A man picking up a softball as another slides to the base .,Who is picking up something?,then,no,4150
Two men playing instruments on the side to entertain passer byes .,Where is someone playing something?,on the street,no,3419
A man is describing them using chalk on a chalkboard .,What is someone describing?,stuff,no,2165
"A man on horseback pulls back sharply on the reins while holding a coil of rope , as he waits to come out of a chute in a rodeo competition .",What does someone come into?,a chute,yes,3345
An eccentric blond woman enjoys solitude in the park .,What does someone enjoy?,playing,no,2960
"An Asian man wearing a graphic T - shirt that says "" Music is the weapon of the future "" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",What does someone eat?,food,no,4336
A painter is sitting at a street corner and has completed the majority of a painting of the Cafe across the street from himself .,Who is sitting somewhere?,this,no,2600
A man wearing a helmet with numerous buckles and goggles on his forehead looks down at a woman in red and black striped pants who is wearing lace gloves and holding a toy gun .,What did someone wear?,a vest,no,523
A woman with curly brown hair and a blue skirt is reading a paper with a purple cover on a concrete bench with other people around .,What is someone reading?,a book,no,3207
Men dressed in camouflage assist in helping clean up a grassy area .,What was someone dressed in?,uniform,no,1178
Several individuals getting together to play the bagpipes and eat some cuisine .,Who plays something?,just,no,4340
A woman wearing shorts is feeding two llamas or alpacas in a while .,Where is someone feeding something?,in a field,no,3441
four men sit on a stage playing woodwind music looking at the four music stands in front of them which have the words The Thistle on them .,What is looking?,woodwind instruments,no,2613
An athletic male scaling a giant rock .,What is someone scaling?,male,no,3846
A someone that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball .,What looks?,A dog,no,1217
A they plays a recorder to a seagull by a brick wall .,Who plays something?,A man,no,1277
Two dogs with the same coloring look like people are going to bite each other in the face .,Who bites someone?,they,no,477
A man plugs his ears while trying something with an obvious pungent odor as his female friends laughs it on .,What does someone plug?,his nose,no,4023
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Why was someone playing something?,himself,no,3888
"A man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind them .",Where does someone hold something?,behind him,no,27
A man holding a baby and an older woman admire a birthday cake with candles .,Who is being held?,a baby and an older child,no,2519
Greyhound running on track with blue vest with a white numeral two .,What is something running on?,foot,no,140
A blond woman in a yellow shirt lifts up her arm ands furrows her brow .,What ands something?,face,no,302
"Six people tend to various chores and responsibilities on board a sailing ship while it 's docked in a harbor ; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts , the other two men and the women are dressed as pirate characters .",Who is dressed?,the other two men and the woman,no,3555
"A black - haired man drives a red Coca Cola truck down a highway , with tall green Palmettos on his right hand side .",Where does someone drive something?,street,no,3416
"A man in an aqua colored dress , a sailor , a young boy wearing a red shirt and some other people tug on ropes while standing on a ship 's deck .",What does someone wear?,a red shirt,no,623
Two young girls wrapped in holiday garland pose for the children .,What does someone pose for?,the camera,no,2137
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What does something take something from?,a silver punch bowel,yes,3955
A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water .,What is someone squatting on?,river,no,184
"Two little kids , one on the floor , and one on the top bunk , are showing off their princess castle bunk bed .",Who is showing up something?,Two little girls,no,2529
Four hunks of meat spin on a spit while a man cuts food with a knife in the kitchen .,Where does someone cut something?,in the background,no,2803
"A middle - aged woman with a young , edgy red haircut is looking down at shallots she is cutting up in a restaurant kitchen on a cutting board .",What is someone looking at?,shallots,yes,4201
A man with curly hair and glasses tries to tug a large rope on a boat to no effect .,Why is something being tugged somewhere?,to no avail,no,1297
Tattooed young woman chains her bicycle to a signpost while juggling a woman on her back .,What is being juggled?,a guitar,no,3181
"overhead view of two people , a man and a woman , preparing a meal with them .",How is something prepared?,with potatoes,no,857
Three some work to put out a blaze .,Who puts up something?,Three firefighters,no,4353
A businessman in gray slacks is standing at a food market waiting to be served .,Where is someone served?,a food booth,no,1485
A young girl pets a brown doe in the sunshine .,Where does someone pet something?,world,no,2958
A someone with a ponytail wearing a blue collared shirt is playing an instrument 's mouthpiece .,Who is playing something?,A man,no,1747
A woman wearing headphones enjoys her coffee while writing on a notepad .,What does someone wear?,headphones,yes,3139
"Two men in life jackets , in a rubber raft powered by an automobile , are traveling at high speed on the water with wind turbines on the distant shore .",What is something powered by?,an engine,no,3667
four men sit on a table playing woodwind instruments looking at the four music stands in front of them which have the words The Thistle on them .,Where does someone sit?,on a stage,no,2607
A brown skinny dog is jumping over a tuft of plants on a dirt pathway .,What is something jumping into?,a tuft of grass,no,1787
"The motorist driving a Toyota Camry is approached on a heavily congested road by a solicitor wearing a knit cap , read T - shirt , and blue lightweight jacket .",What is someone approached on?,highway,no,3706
A person bungee jumping with the coordinator watching from behind .,Where is someone watching?,from above,no,163
A person bungee jumping with the coordinator watching from above .,Who is watching?,person,no,162
"An Indian man , wearing his underclothes , pours water over himself .",Who pours something?,himself,no,268
A from surfing the web eating pizza .,Who is eating something?,A guy,no,3515
"After a great deal , these performers bow down in respect of the audience .",When does someone bow somewhere?,After a great performance,no,2447
People watching air jets in a big city .,Where is someone watching something?,a big event,no,2233
A man squatted on a rooftop cleans the rain gutters with a hose .,Where was someone squatted?,wall,no,2732
A brown dog is lying on a grassy bench as the wind blows through his fur .,Where is something lying?,on a grassy field,no,207
People buying groceries after massive earthquakes had hit their hometown in recent weeks,Who is buying something?,girls,no,652
A woman in a green shirt is working on a horse 's hoof .,Where is someone working?,hoof,yes,960
"An older man holding a crook , outside , wearing a red embroidered hat with a black tassel hanging from it , red glasses , and red and gold embroidered vest over white robes",What is someone holding?,pencil,no,1520
A man singing while playing music with passion .,What was someone playing?,guitar,no,469
Rednecks throwing knives .,What is someone throwing?,them,no,3450
members wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,Who is displaying something?,Athletes,no,4105
A man about to get into an argument at a local pub .,Where did someone get into something?,school,no,426
A parasurfer gets pulled up above and to the side of a big splash he just made .,How is someone pulled?,from,no,3396
Two elderly men are building a stone cottage wall in front of a blue cottage .,Where is someone building something?,wall,no,1870
"A group of children and adults are gathered in an outdoor desert area as if preparing for or returning from an outing , with several kids wearing matching light blue backpacks and a Saguaro cactus in the far left background .",Where is someone gathered?,in an outdoor desert setting,no,2709
A dirty jock at a playground holds up his hands with disgust .,Who holds up something?,A dirty boy,no,2483
"A protester in a cowboy gear holds up a sign that says , "" Do nt tax me bro ! """,What says something?,banner,no,2288
"A bike is flipped upside while someone , their identity obscured by a blue hoodie , works on the back tire .",How is something obscured?,hoodie,yes,3228
"An acoustic guitarist and lead vocalist , electric guitarist , and a band play a gig at a swanky venue .",Who plays something?,"An acoustic guitarist and lead vocalist , electric guitarist , and a keyboardist",no,3923
A this is seen through the window that has intricate detail .,Who is seen?,A man,no,2617
"A working man is burning logs , he is wearing a hat and white uniform .",Who is wearing something?,people,no,636
"A woman with brown hair , wearing a black sweater , black glasses , and dark pants is crossing a river pass three children while holding a lavender bag with white embroidery .",What is someone crossing?,a street,no,721
"A man drinking a beer , is trying to remove a possum from a bar with a broom .",Who removes something?,sometimes,no,3324
Several people are standing around a small building with a picture of a wasp painted on the roof and the side .,Where is something painted?,side,no,3310
Here is a man wearing a gray hat with a flower boutonniere raising his glass .,Who is boutonniere something?,person,no,798
A man wearing a vest with numerous buckles and goggles on his forehead looks down at a girl in red and black striped pants who is wearing lace gloves and holding a toy gun .,Who is holding something?,a woman,no,531
A construction worker pulls a whaler .,What does someone pull?,a whaler,yes,2861
Old then in yellow holding tissue over young boys head .,Who is holding something?,Old woman,no,1307
Children playing in public waterspouts .,Where is someone playing?,in public waterspouts,yes,1003
"There may be a avalanche , lets grab some people .",What is being grabbed?,some cocoa,no,2173
"A man sits atop a metal beam , bracing himself against any potential dangers .",Where does someone sit?,fence,no,1850
One young girl is holding a plastic sward with another young boy is holding a stick outside .,Who is someone holding something with?,with another young boy,no,1459
"The motorist driving a Toyota Camry is approached on a heavily congested road by a solicitor wearing a knit ##ted , read T - shirt , and blue lightweight jacket .",What is knit?,cap,no,3711
"A first wearing a brown scarf and sunglasses , walks through a shopping outlet .",Who walks somewhere?,A woman,no,737
"A man wearing a plaid shirt , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What did someone wear?,a plaid cap,no,3939
Two men on rollerskates are facing one another as others are passing through or coming upon them as an audience watches their interaction .,Who is someone coming at?,them,no,3819
"Race car flies by , in the lead of the pack , closely followed by second and third places !",How is something followed?,being,no,4034
"On a bright sunny day , two men seem to come to an understanding .",What does someone come to?,an agreement,no,4071
"An Indian women sitting down with her hand outstretched , in a blue dress and expensive jewelry .",Where was someone sitting?,there,no,4194
An Asian man is dressed as an explorer is posing with a woman dressed up as a movie starlet .,What was someone dressed of?,starlet,yes,2004
People watching air jets in a big event .,Who is watching something?,after,no,2230
A small crowd of women gather in a desert in a poor village .,Who gathers somewhere?,A small crowd of people,no,3183
"A group of children and adults are gathered in an outdoor desert setting as if preparing for or returning from an outing , with several kids wearing matching light blue backpacks and a Saguaro cactus in the far left background .",Who is preparing for something?,children,no,2714
A group of theater students are jumping in sequence on television .,Where is someone jumping?,on stage,no,1511
A black man in a white shirt looks tired while a black women stirs a pot .,Who stirs something?,woman,no,1886
The that throws his hand up for balance as the brown horse bucks .,Who throws something?,The rider,no,1753
A they is working in a mine or cavern of some sort .,Who is working?,A man,no,2675
A girl with blond - girl is playing darts .,Who is playing something?,A girl with blond - hair,no,2875
"A that is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",Who is sitting?,A man,no,3797
A man and woman taking a nap on a makeshift rip .,What does someone take?,look,no,756
A young boy raises his head out of the pool water and takes a huge gulp of air during swimming like .,When does someone take something?,during swimming lessons,no,881
A man is using a wrench to fix the wheel of his car while a blond girl helps him .,Who does someone help?,them,no,612
A someone wearing a white sleeper is sleeping in a crib .,Who is wearing something?,A baby,no,1359
A woman holding a green bad taking a picture of another woman on a bridge .,What is someone holding?,camera,no,3312
"A man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",What displays something?,a bib,yes,19
A man in a red coat stands in front of a building surrounded by a stone wall .,Where does someone stand?,in front of a lighthouse,no,1555
"A young boy watching with great interest , two people using a saw to cut some metal .",What is someone watching with?,eyes,no,4084
Three firefighters work to put out a blaze .,Who works?,some,no,4350
A man in white wearing a Yarmulke is in front of a microphone with several other men in the background .,Who is wearing something?,women,no,1402
Two they dressed in medieval theater garb simulate a brawl .,Who simulates something?,Two men,no,4093
"A man riding a four - wheel drive in the dessert , kicking up sand in his wake .",What is someone riding?,a four - wheel ATV,no,369
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Who is participating?,someone,no,4000
"A man is standing in the street wearing an elaborate outfit which includes a blue t - shirt , suspenders and purple tights .",What includes something?,costume,no,3370
"A caterer preparing food at an outdoor venue , with many dished on display .",What is someone preparing?,dinner,no,1396
Asians eating in a restaurant with an orange motif .,Who is eating?,Asians,yes,1432
"A woman in uniform , wearing a tiara , the beach in the background .",Who wore something?,A woman in white,no,2031
"A man is squatting in front of a kiosk labeled "" PAY down "" ; a pickup truck is in the background .",What is something labeled?,PAY HERE,no,2505
A Jewish family joins for dinner on a sunday to worship .,Why does someone join for something?,play,no,2268
A woman wearing shorts is feeding two llamas or alpacas in a field .,What is someone feeding?,alpacas,yes,3440
A young boy raises his head out of the pool water and takes a huge gulp of air during swimming lessons .,Who raises something?,kids,no,876
"Two young children , one in striped top , running down pathway surrounded by ferns .",What is striped?,uniform,no,480
Two men are engaged in dialogue while sitting on a wall,When is someone engaged somewhere?,while sitting on a bench,no,1945
A male adolescent or young teenager is wearing camouflaged shorts or long swim trunks and is upside down over a body of water like a lake or reservoir whose cement walls and graveled top appear in the background .,Where is something reservoir?,in the corner,no,43
"An older man holding a crook , outside , wearing a red embroidered hat with a black tassel hanging from it , red glasses , and red and gold embroidered vest over white robes",Who wore something?,women,no,1522
"An older man holding a crook , outside , wearing a red embroidered hat with a black tassel hanging from it , red glasses , and red and gold embroidered vest over white robes",What is embroidered?,shirt,no,1524
A young lady in her early twenties is sweeping the floor of her kitchen and smiling at the door .,What is someone smiling at?,the camera,no,1689
A safety inspector kneeling down checking off what appears to be train passenger seats .,What does something appear to do?,this,no,1652
A young baby wearing blue sleepwear has a pacifier in his mouth and is sleeping .,Who is wearing something?,woman,no,1052
A grocery store checkout where a checker is counting out change .,What is counting up something?,checkout,yes,2728
A heavily adorned buddhist or hindu religious figure wearing an ornate crown on an ornate throne holding a quill .,How is something being worn?,holding a quill,yes,1615
An African American woman who had just received a doll from a family who adopted her from the states .,Who adopted someone?,An African American girl,no,1597
"Three people , two males and a female , work in shallow dug out areas during an archaeological excavation .",Where was someone dug?,out pits,no,4143
A male adolescent or young teenager is wearing camouflaged shorts or long swim trunks and is upside down over a body of water like a lake or reservoir whose cement walls and graveled top appear in the background .,Where does something graveled?,in the corner,no,45
A man hunts for women on the beach using his metal detector .,What does someone hunt for?,treasure,no,147
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her direction .,What did someone wear?,headphones,yes,2300
A woman reacts to something unseen as she prepares to line up her pool pool .,When does someone react to do something?,as she prepares to line up her pool shot,no,411
Little league slides into plate where rival player crouches in anticipation .,Who crouches?,team,no,2324
Cops asking a tow truck man some questions .,Who does someone aske something?,like,no,154
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,When is someone coming somewhere?,work,no,3820
A woman is sanding a porch with an electric sander .,Who is sanding something?,that,no,3372
A young girl suspended by rope next to a wall .,Where was someone suspended?,next to a mesh,no,1103
A george in a striped shirt explains his proposal to his co - workers .,Who explains something?,A man,no,2507
A mean looking will is in the snow and showing his teeth .,What is looking?,dog,no,2181
A like lifting up a woman by the waist dancing ballroom in the middle of a little town .,Who is lifting up something?,A man,no,2579
A sportswoman is raising her hands to answer a question .,How does someone answer something?,raising her arm,no,1447
Beach goers look at a heart left in the sky by a sky writer .,What is left?,star,no,1072
Sitting on a wall talking .,What is someone sitting on?,a doorstep,no,583
"Under sunny skies , a group helps in the framing of new building .",Who helps in something?,a worker,no,3597
The brown brown bounds through the leaves and the underbrush .,What bounds?,The brown dog,no,1117
A man in a yellow shirt is standing in the sidewalk measuring .,Who is standing?,jacket,no,94
"An older man holding a crook , outside , wearing a red embroidered shirt with a black tassel hanging from it , red glasses , and red and gold embroidered vest over white robes",What did someone wear?,a red embroidered hat,no,1523
A from hugging his spouse looks across the waterway .,Who looks somewhere?,A man,no,1517
A stream of men wearing old century viking costumes and armor are marching along a path with stone buildings in the background .,Where is someone marching?,along a walkway,no,3037
A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area .,What did someone demonstrate?,skills,no,6
"A teenage girl in blue is holding a piece of paper that says , "" Dreams , "" with another look .",What does something say?,""" Dreams , "" with another person",no,115
A cute child is sitting on the rocks in a yellow frock .,What is someone sitting on?,side,no,2214
A man prepares a fire outside to do some metalwork .,Why does someone prepare something?,metalwork,yes,2646
A father and his son cutting a cake during a dinner party held at their residence in school .,Where did someone cut something?,at their residence in texas,no,1269
A bride and groom are standing outside with a plethora of nicely dressed people behind them .,Where is someone standing?,there,no,1490
A child looks at rodents in a glass display .,What does someone look at?,them,no,1698
"A from playing scrabble with carrots , celery , onions , limes , apples and cauliflower in the pictures while his opponent has rocks spelled out on his tray .",Who is playing something?,A man,no,1533
A brown - haired woman wearing spectacles crafts jewelery by hand using a desk lamp .,What is being used?,machine,no,3776
An asian woman is sitting on the floor inside holding a purse made from palm fronds .,Who is holding something?,girl,no,1952
"An aerial view is on the top of two women , one older , one younger , who seem to be making something to eat at a public market .",What does someone seem to do?,be making something to eat at a public showcase,no,1079
"A man in a black shirt , covered in paintball splatter , makes a face .",What does something make?,noise,no,1912
Two men are giving shoeshines in an outdoor setting .,What is someone giving?,shoeshines,yes,2219
A man with curly hair and glasses tries to tug a large rope on a boat to no avail .,Who tugs something?,eyes,no,1294
A woman in a red shoulder shrug and brown boots walking down a street passed a painted I Love New York wall sign with a doctor .,Where is someone walking?,wall,no,2968
Three blokes digging in the yard .,Where was someone digging?,in the desert,no,4163
Someone grinding stones with a pestle .,What is being ground?,wood,no,2034
Bicyclist walks back down a tunnel that does n't allow cycling .,What does someone walk?,bike,no,2695
A black man wearing a safety vest and hard hat is dumpster diving and appears to be holding a piece of electrical conduit .,What does someone appear to do?,to be holding a piece of electrical conduit,yes,3917
"At the rodeo , a patriotic cowboy and cowgirl prepare to ride with an american flag .",What does someone ride with?,horse,no,818
"A black man with gray hair , wearing a tan and white plaid button - down shirt , is steadying a large woven circular basket of bananas atop his right .",Where is something being steadied?,atop his head,no,2987
A woman sells flowers and incense at the market .,Who sells something?,that,no,0
New sport is being played to show appreciation to the kids who can not help .,Who is something shown to?,the kids who can not walk,no,3933
"Two men are walking down a dirt road with guns , as one carries a dead animal from hunting .",What does someone carry?,arrow,no,1212
"A bulldozer works to demolish a decrepit city ; in the background , another brick building waits for its demise , its face covered with a grid of blackened window - holes .",What does something work to do?,demolish a decrepit building,no,595
A blond woman in a yellow shirt lifts up her arm ands furrows her brow .,What lifts up something?,dress,no,298
One young girl is braiding colored cord into another girls hair .,Who is braiding something?,woman,no,2796
"An elderly oriental looking woman , in a black jacket with flower print , is holding up a smiling baby in a brown hooded outfit with flower print .",Who is holding up something?,women,no,340
A woman with an orange shirt is holding a trey with ice cream and ice cream cones on it .,Who is holding something?,face,no,1794
An elderly lady sits among a bounty of food sipping a refreshing beverage while a large straw hat protects her from the sun 's heat .,What does something protect someone from?,the sun 's rays,no,1867
Two teenage people hold a card referring to periods as they smile .,Who smiles?,Two teenage girls,no,2059
"On a bright sunny day , two men seem to come to an agreement .",What does someone seem?,understanding,no,4066
a blond child on a horse riding team carrying a teddy bear riding a donkey or pony .,How is someone riding?,uniform,no,2459
"A young kids is dressed in a blue helmet , sweater , jeans and sneakers looks like he is going to go zip lining .",Who goes?,A young boy,no,3435
Blond like icing cupcakes at a cupcake sales table .,Who is icing something?,Blond woman,no,3093
a old lady sitting on the footpath .,Who was sitting somewhere?,people,no,1486
A small child wearing a red jacket and blue pants is hanging onto the white cross bar of a blue metal swing set which is in the corner of the yard near the little white bench and the stacked firewood .,Who is hanging into something?,girl,no,2406
An woman wearing headphones is sitting on a subway wearing a blue face mask while three others also wearing the masks to prevent germs look back in her direction .,Who is wearing something?,three men,no,2307
A man in a black coat walks past a red door with a parking ticket stuck to its window .,Where does someone walk?,past a red spaceship,no,919
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,What does someone take something from?,body,no,936
"At an intersection , a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots .",What is someone pushing?,cart,no,2824
"An older man holding a crook , tall , wearing a red embroidered hat with a black tassel hanging from it , red glasses , and red and gold embroidered vest over white robes",Where did someone hold something?,outside,no,1521
Businesswoman and man speaking together in front of awaiting army personnel .,Who is speaking?,others,no,254
