context,question,answer,start,end
A brown - haired woman wearing spectacles crafts jewelery by hand using a desk lamp .,What did someone wear?,spectacles,6,6
A brown - haired woman wearing spectacles crafts jewelery by hand using a desk lamp .,Who is using something?,A brown - haired woman,0,4
A brown - haired woman wearing spectacles crafts jewelery by hand using a desk lamp .,What is being used?,a desk lamp,12,14
A lab technician looking at a slide under a high - powered microscope .,Who is looking?,A lab technician,0,2
A lab technician looking at a slide under a high - powered microscope .,What is someone looking at?,a slide,5,6
"Two females are playing rugby on a field , one with a blue uniform and one with a white uniform .",Who is playing something?,Two females,0,1
"Two females are playing rugby on a field , one with a blue uniform and one with a white uniform .",What is someone playing?,rugby,4,4
"Two females are playing rugby on a field , one with a blue uniform and one with a white uniform .",Where is someone playing something?,on a field,5,7
A woman is wearing black with gold sequins and spangles .,Who is wearing something?,A woman,0,1
A woman is wearing black with gold sequins and spangles .,What is someone wearing?,black with gold sequins and spangles,4,9
A small tavern that serves corona extra .,What serves something?,A small tavern,0,2
A small tavern that serves corona extra .,What does something serve?,corona extra,5,6
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,Who is wearing something?,An Asian man,0,2
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,What did someone wear?,metallic armor,4,5
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,Who is riding something?,An Asian man,0,2
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,What is someone riding?,a brown horse,7,9
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,Who is raising something?,An Asian man,0,2
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,What is someone raising?,his arm,12,13
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,Where is something being raised?,in a field,14,16
A baseball player in blue scoring run by crossing home plate .,Who is crossing somewhere?,A baseball player,0,2
A baseball player in blue scoring run by crossing home plate .,What is someone crossing?,home plate,9,10
Two secretaries are conversing at the front desk in a hotel .,Who is conversing somewhere?,Two secretaries,0,1
Two secretaries are conversing at the front desk in a hotel .,Where is someone conversing?,at the front desk,4,7
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",Who is sitting?,A man,0,1
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",Where is someone sitting?,on a bannister,4,6
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",What is someone sitting on?,a bannister,5,6
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",Who is holding something?,A man,0,1
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",Where is something being held?,on a pier,7,9
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",What is someone holding?,a bunch of colorful balloons,11,15
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",What is tied to something?,more balloons,18,19
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",What is tied?,balloons,19,19
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",Where is something tied?,to the bannister,21,23
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",What is something tied to?,the bannister,22,23
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",What blows in something?,more balloons,18,19
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",Where does something blow?,in the wind,27,29
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons , while more balloons tied to the bannister behind him blow in the wind .",What does something blow in?,the wind,28,29
A young child making faces at the camera .,Who makes something?,A young child,0,2
A young child making faces at the camera .,What does someone make?,faces,4,4
A young child making faces at the camera .,Where is something being made?,at the camera,5,7
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is facing someone?,Two men,0,1
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is someone facing?,one another,6,7
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,When is someone facing someone?,as others are passing them or coming upon them as an audience watches their interaction,8,22
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is passing someone?,Two men,0,1
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is someone passing?,them,12,12
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is coming?,Two men,0,1
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who is someone coming at?,them,16,16
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,When is someone coming somewhere?,as an audience watches their interaction,17,22
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,Who watches something?,an audience,18,19
Two men on rollerskates are facing one another as others are passing them or coming upon them as an audience watches their interaction .,What does someone watch?,their interaction,21,22
"The competitor lunges forward seeking the point , while the defender easily steps aside",Who lunges?,The competitor,0,1
"The competitor lunges forward seeking the point , while the defender easily steps aside",How does someone lunge?,forward,3,3
"The competitor lunges forward seeking the point , while the defender easily steps aside",How does someone lunge somewhere?,seeking the point,4,6
"The competitor lunges forward seeking the point , while the defender easily steps aside",Who seeks something?,The competitor,0,1
"The competitor lunges forward seeking the point , while the defender easily steps aside",What does someone seek?,the point,5,6
"The competitor lunges forward seeking the point , while the defender easily steps aside",Who steps somewhere?,the defender,9,10
"The competitor lunges forward seeking the point , while the defender easily steps aside",How does someone step somewhere?,easily,11,11
"The competitor lunges forward seeking the point , while the defender easily steps aside",How does someone step?,aside,13,13
"A baseball pitcher pitches a fastball to an on - looking batter , catcher , and Umpire .",Who pitches something?,A baseball pitcher,0,2
"A baseball pitcher pitches a fastball to an on - looking batter , catcher , and Umpire .",What does someone pitch?,a fastball,4,5
"A baseball pitcher pitches a fastball to an on - looking batter , catcher , and Umpire .",Where does someone pitch something?,"to an on - looking batter , catcher , and Umpire",6,16
"A baseball pitcher pitches a fastball to an on - looking batter , catcher , and Umpire .",What does someone pitch something to?,"an on - looking batter , catcher , and Umpire",7,16
"A baseball pitcher pitches a fastball to an on - looking batter , catcher , and Umpire .",Who is looking?,batter,11,11
A guy who caught a giant fish reels it in then picks it up with a extended net .,Who caught something?,A guy,0,1
A guy who caught a giant fish reels it in then picks it up with a extended net .,What did someone catch?,a giant fish,4,6
A guy who caught a giant fish reels it in then picks it up with a extended net .,Who reels something?,A guy,0,1
A guy who caught a giant fish reels it in then picks it up with a extended net .,What reels something?,a giant fish,4,6
A guy who caught a giant fish reels it in then picks it up with a extended net .,What does someone reel?,it,8,8
A guy who caught a giant fish reels it in then picks it up with a extended net .,Who picks something up?,A guy,0,1
A guy who caught a giant fish reels it in then picks it up with a extended net .,Who picks something?,A guy who caught a giant fish,0,6
A guy who caught a giant fish reels it in then picks it up with a extended net .,What does something pick up?,it,12,12
A guy who caught a giant fish reels it in then picks it up with a extended net .,How does someone pick up something?,with a extended net,14,17
An athletic male scaling a giant rock .,Who is scaling something?,An athletic male,0,2
An athletic male scaling a giant rock .,What is someone scaling?,a giant rock,4,6
"A ma is placing a medal over the head of a young man wearing glasses , who has a big smile on his face .",Who is placing something?,A ma,0,1
"A ma is placing a medal over the head of a young man wearing glasses , who has a big smile on his face .",What is someone placing?,a medal,4,5
"A ma is placing a medal over the head of a young man wearing glasses , who has a big smile on his face .",Where is something being placed?,over the head of a young man wearing glasses,6,14
"A ma is placing a medal over the head of a young man wearing glasses , who has a big smile on his face .",Who is wearing something?,a young man,10,12
"A ma is placing a medal over the head of a young man wearing glasses , who has a big smile on his face .",What did someone wear?,glasses,14,14
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case , while another one overviews the telescope itself .",What is set up?,the eyepiece of a large telescope,5,10
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case , while another one overviews the telescope itself .",What is set?,a large telescope,8,10
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case , while another one overviews the telescope itself .",Where is something set up?,in a field,13,15
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case , while another one overviews the telescope itself .",Who overviews something?,another one,23,24
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case , while another one overviews the telescope itself .",What does something overview?,the telescope,26,27
"An amateur astronomer looks into the eyepiece of a large telescope set up in a field next to its carrying case , while another one overviews the telescope itself .",How does something overview something?,itself,28,28
"Two men wrestle one in black wrestling gear the other in red , white , blue and gray while the referee leans in close .",Who wrestles something?,Two men,0,1
"Two men wrestle one in black wrestling gear the other in red , white , blue and gray while the referee leans in close .",What does someone wrestle?,one in black wrestling gear,3,7
A crowd is watching a group of people in orange shirts put on an exhibition of some sort .,Who is watching something?,A crowd,0,1
A crowd is watching a group of people in orange shirts put on an exhibition of some sort .,What is someone watching?,a group of people in orange shirts,4,10
A crowd is watching a group of people in orange shirts put on an exhibition of some sort .,Who put on something?,a group of people in orange shirts,4,10
A crowd is watching a group of people in orange shirts put on an exhibition of some sort .,What did someone put on?,an exhibition,13,14
a brown dog and a white dog are running across a stony hillock .,What is running?,a brown dog and a white dog,0,6
a brown dog and a white dog are running across a stony hillock .,Where is something running?,across a stony hillock,9,12
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,Who is wearing something?,A soccer player,0,2
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,What does someone wear?,bright green,4,5
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,How does someone wear something?,so hard that it sends clumps of dirt and grass flying,10,20
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,Who sends something?,A soccer player,0,2
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,What sends something?,it,13,13
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,What does something send?,clumps of dirt and grass flying,15,20
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,What is flying?,clumps of dirt and grass,15,19
Woman wearing black and kneeling on rollerskates with deer face antlers on top of her helmet .,Who is wearing something?,Woman,0,0
Woman wearing black and kneeling on rollerskates with deer face antlers on top of her helmet .,What did someone wear?,black,2,2
Woman wearing black and kneeling on rollerskates with deer face antlers on top of her helmet .,Who is kneeling?,Woman,0,0
Woman wearing black and kneeling on rollerskates with deer face antlers on top of her helmet .,Where was someone kneeling?,on rollerskates,5,6
Woman wearing black and kneeling on rollerskates with deer face antlers on top of her helmet .,What is someone kneeling on?,rollerskates,6,6
Muay thai fighters competing in a ring .,Who is muay?,thai fighters,1,2
Muay thai fighters competing in a ring .,Who is competing?,Muay thai fighters,0,2
Muay thai fighters competing in a ring .,Where is someone competing?,in a ring,4,6
Muay thai fighters competing in a ring .,What is someone competing in?,a ring,5,6
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Who was sitting?,An older man,0,2
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Where was someone sitting?,on a blue stool,4,7
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",What is someone sitting on?,a blue stool,5,7
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",How was someone sitting somewhere?,playing a sitar for money,8,12
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Who was playing something?,An older man,0,2
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",What was someone playing?,a sitar,9,10
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Why was someone playing something?,for money,11,12
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Who was sitting?,a young boy,15,17
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Where was someone sitting?,on a white sack,19,22
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",What was someone sitting on?,a white sack,20,22
"An older man sitting on a blue stool playing a sitar for money , with a young boy sitting on a white sack next to him .",Where was someone sitting somewhere?,next to him,23,25
Three girls jumping outdoors in the suburbs .,Who is jumping somewhere?,Three girls,0,1
Three girls jumping outdoors in the suburbs .,Where was someone jumping?,outdoors,3,3
Three girls jumping outdoors in the suburbs .,Where is someone jumping?,in the suburbs,4,6
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Who has attempted something?,A soccer player,0,2
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,What has someone attempted?,a goal kick,7,9
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Who is burying something?,A soccer player,0,2
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,What is someone burying?,his face,12,13
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Where is someone burying something?,in the field,14,16
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,How is someone burying something?,in frustration,17,18
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,What sits?,the ball,20,21
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,How does something sit?,by the goal post,23,26
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,What does something sit by?,the goal post,24,26
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Who looks somewhere?,the goal keeper,28,30
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,How does someone look?,out,32,32
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Where does someone look?,out towards the crowd and the rest of the field,32,41
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Where does someone look somewhere?,towards the crowd and the rest of the field,33,41
"Three men in a casual band are getting ready to play in a small joint- one on the drums , one on guitar , and the third on keyboard .",Who is getting something?,Three men,0,1
"Three men in a casual band are getting ready to play in a small joint- one on the drums , one on guitar , and the third on keyboard .",What is someone getting?,ready to play,8,10
"Three men in a casual band are getting ready to play in a small joint- one on the drums , one on guitar , and the third on keyboard .",Who plays in something?,Three men,0,1
"Three men in a casual band are getting ready to play in a small joint- one on the drums , one on guitar , and the third on keyboard .",Where is someone playing?,"in a small joint- one on the drums , one on guitar , and the third on keyboard",11,28
"Three men in a casual band are getting ready to play in a small joint- one on the drums , one on guitar , and the third on keyboard .",What is someone playing in?,"a small joint- one on the drums , one on guitar , and the third on keyboard",12,28
A black man wearing a safety vest and hard hat is dumpster diving and appears to be holding a piece of electrical conduit .,Who is wearing something?,A black man,0,2
A black man wearing a safety vest and hard hat is dumpster diving and appears to be holding a piece of electrical conduit .,What did someone wear?,a safety vest and hard hat,4,9
A black man wearing a safety vest and hard hat is dumpster diving and appears to be holding a piece of electrical conduit .,Who appears to do something?,A black man,0,2
A black man wearing a safety vest and hard hat is dumpster diving and appears to be holding a piece of electrical conduit .,What does someone appear to do?,to be holding a piece of electrical conduit,15,22
A black man wearing a safety vest and hard hat is dumpster diving and appears to be holding a piece of electrical conduit .,Who is holding something?,A black man,0,2
A black man wearing a safety vest and hard hat is dumpster diving and appears to be holding a piece of electrical conduit .,What is someone holding?,a piece of electrical conduit,18,22
A bare legged little boy is tugging on his underpants .,Who is tugging?,A bare legged little boy,0,4
A bare legged little boy is tugging on his underpants .,What is someone tugging on?,his underpants,8,9
"An acoustic guitarist and lead vocalist , electric guitarist , and a keyboardist play a gig at a swanky venue .",Who is leading?,vocalist,5,5
"An acoustic guitarist and lead vocalist , electric guitarist , and a keyboardist play a gig at a swanky venue .",Who plays something?,"An acoustic guitarist and lead vocalist , electric guitarist , and a keyboardist",0,12
"An acoustic guitarist and lead vocalist , electric guitarist , and a keyboardist play a gig at a swanky venue .",What does someone play?,a gig,14,15
"An acoustic guitarist and lead vocalist , electric guitarist , and a keyboardist play a gig at a swanky venue .",Where does someone play something?,at a swanky venue,16,19
A band who is performing in front of their many followers .,Who is performing?,A band,0,1
A band who is performing in front of their many followers .,How is someone performing?,in front of their many followers,5,10
Two joggers on a tree lined path .,What was lined?,a tree,3,4
Two joggers on a tree lined path .,What is lined?,tree,4,4
New sport is being played to show appreciation to the kids who can not walk .,What is played?,New sport,0,1
New sport is being played to show appreciation to the kids who can not walk .,Why is something played?,to show appreciation to the kids who can not walk,5,14
New sport is being played to show appreciation to the kids who can not walk .,What is being shown?,appreciation,7,7
New sport is being played to show appreciation to the kids who can not walk .,Who is something shown to?,the kids who can not walk,9,14
New sport is being played to show appreciation to the kids who can not walk .,Who can't walk?,the kids,9,10
Two kids discuss their woes around the dinner table .,Who discusses something?,Two kids,0,1
Two kids discuss their woes around the dinner table .,What does someone discuss?,their woes,3,4
Two kids discuss their woes around the dinner table .,Where does someone discuss something?,around the dinner table,5,8
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Who is wearing something?,A man,0,1
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What did someone wear?,a plaid cap,3,5
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What is covered in something?,his arm,7,8
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",How is something covered?,in tattoos,10,11
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What is something covered in?,tattoos,11,11
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Who pours something?,A man,0,1
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What does someone pour?,a mixed drink,14,16
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Where does someone pour something?,into a martini glass,17,20
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What does someone pour something into?,a martini glass,18,20
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What sits somewhere?,a martini glass,18,20
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Where does something sit?,beside an squat liquor bottle,23,27
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What is striped?,brown label,49,50
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",Who is wearing something?,A man,0,1
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What did someone wear?,"a plaid shirt , gray vest , and brown tie",3,12
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What takes something?,"A man wearing a plaid shirt , gray vest , and brown tie",0,12
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What does something take?,orange punch,14,15
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",Where does something take something from?,from a silver punch bowel,16,20
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What does something take something from?,a silver punch bowel,17,20
A person is using a dropper to disperse colored liquid into a clear beverage .,Who is using something?,A person,0,1
A person is using a dropper to disperse colored liquid into a clear beverage .,What is someone using?,a dropper,4,5
A person is using a dropper to disperse colored liquid into a clear beverage .,Why is someone using something?,to disperse colored liquid into a clear beverage,6,13
A person is using a dropper to disperse colored liquid into a clear beverage .,Who disperses something?,A person,0,1
A person is using a dropper to disperse colored liquid into a clear beverage .,What disperses something?,a dropper,4,5
A person is using a dropper to disperse colored liquid into a clear beverage .,What is being dispersed?,colored liquid,8,9
A person is using a dropper to disperse colored liquid into a clear beverage .,Where is something being dispersed?,into a clear beverage,10,13
A person is using a dropper to disperse colored liquid into a clear beverage .,What is something dispersed into?,a clear beverage,11,13
A person is using a dropper to disperse colored liquid into a clear beverage .,What is colored?,liquid,9,9
"A group of people dressed in swimwear standing outside in a snowy , woodsy location .",Who was dressed?,A group of people,0,3
"A group of people dressed in swimwear standing outside in a snowy , woodsy location .",How was someone dressed?,in swimwear,5,6
"A group of people dressed in swimwear standing outside in a snowy , woodsy location .",What was someone dressed in?,swimwear,6,6
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Who is trying to do something?,Two hockey players,0,2
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What is someone trying to do?,to get a puck to go their way,4,11
Two hockey players trying to get a puck to go their way while a referee makes a decision .,When is someone trying to do something?,while a referee makes a decision,12,17
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Who gets something?,Two hockey players,0,2
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What does someone get?,a puck,6,7
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Why is someone getting something?,to go their way,8,11
Two hockey players trying to get a puck to go their way while a referee makes a decision .,When does someone get something?,while a referee makes a decision,12,17
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What goes?,a puck,6,7
Two hockey players trying to get a puck to go their way while a referee makes a decision .,How does something go?,their way,10,11
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Who makes something?,a referee,13,14
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What does someone make?,a decision,16,17
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Who looks into something?,A woman,0,1
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Where does someone look into something?,in a dimly lit room,2,6
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Where does someone look?,through her microscope,8,10
A woman in a dimly lit room looks through her microscope and adjusts the vision .,What does someone look into?,her microscope,9,10
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Who adjusts something?,A woman,0,1
A woman in a dimly lit room looks through her microscope and adjusts the vision .,What does someone adjust?,the vision,13,14
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who sits?,A craftsmen,0,1
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who is gazing?,A craftsmen,0,1
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",How is someone gazing?,intently,5,5
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where is someone gazing?,at his work,6,8
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What is someone gazing at?,his work,7,8
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",When is someone gazing somewhere?,as he hammers a chisel at his work,9,16
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who hammers something?,A craftsmen,0,1
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What does someone hammer?,a chisel,12,13
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where does someone hammer something?,at his work,14,16
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What does someone hammer something from?,his work,15,16
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Why does someone hammer something?,in order to carve small details onto the statue,17,25
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who carves something?,A craftsmen,0,1
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What is being carved?,small details,21,22
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where is something being carved?,onto the statue,23,25
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What is something carved into?,the statue,24,25
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Who is participating?,A young boy,0,2
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,What is someone participating in?,an Easter Egg hunt,13,16
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Who has founded something?,A young boy,0,2
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,What has someone founded?,numerous eggs,20,21
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Who is picking up something?,A young boy in a red shirt and ball cap,0,9
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,What is being picked?,numerous eggs,20,21
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Where was someone picking up something?,one area,24,25
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,Where does someone engage in something?,At a fencing tournament in a gymnasium,0,6
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,Who engages in something?,two fencers,7,8
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,What does someone engage in?,a duel,11,12
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,How does someone engage somewhere?,with their swords,13,15
Athletes push through the snow during a crosscountry skiing trial .,Who pushes into something?,Athletes,0,0
Athletes push through the snow during a crosscountry skiing trial .,Where does someone push?,through the snow,2,4
Athletes push through the snow during a crosscountry skiing trial .,What does someone push into?,the snow,3,4
Athletes push through the snow during a crosscountry skiing trial .,When does someone push into something?,during a crosscountry skiing trial,5,9
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Who is standing somewhere?,A man,0,1
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Who was standing?,A man in a brown shirt,0,5
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Where was someone standing?,behind a bar,7,9
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Who is pouring something?,A man,0,1
