context,question,label,answer1,answer2,index1
"Two men in life jackets , in a rubber raft powered by an automobile , are traveling at high speed on the water with wind turbines on the distant shore .",What is something powered by?,no,an engine,marine bivalve molluscs,11686
"He was born in Brantford, Ontario, the son of William Rothwell and Margaret Turnbull, and was educated at Toronto University. Rothwell came to British Columbia in January 1897, passed the examination by the provincial council of physicians and surgeons and set up practice in Trail. In 1900, he married Eva McBee. Rothwell moved to New Westminster in 1902 and entered practice there in partnership with Dr. T. S. Hall. He died in office in Quesnel at the age of 56.",What happened to the business of Rothwell and Hall in 1902 ?,yes,rothwell moved,"g ., pay",1014
which dressed in either theatrical or historical attire riding horses .,Who was dressed in something?,no,Men,smores,9016
"When Craig took over as police chief he was replacing Chester Logan, who had held the position on an interim basis since the previous October when Ralph Godbee, who was fired for having sexual relations with a subordinate.In early 2014 Craig made national headlines by saying more armed citizens would decrease the crime rate.At times Craig has made headlines by describing people involved in mass shootings in the city as ""urban terrorists"".In December 2015 Craig said that terrorist are unlikely to attack Detroit because so many residents have concealed carry permits.In January 2016 Craig was also designated as Detroit's deputy mayor.As police chief Craig has initiated Project Green Light to provide police live stream of videos to businesses to better respond to crimes there. He has also initiated programs to cut gang membership and large scale sweeps aimed at finding people with outstanding warrants. In June 2019 Craig was at a press conference shortly after Motor City Pride had white supremacist attendees, where he publicly stated that ""They wanted something more substantive than Charlottesville"". This was stated after controversy regarding the department escorting the white supremacists.In August 2019 Craig responded to controversies surrounding facial recognition software being used to identify criminals. Congresswoman Rashida Tlaib tweeted out to Detroit PD to stop using facial recognition, to which Craig invited her to come to the Real Time Crime Center, where they operate Project Green Light.  The facial recognition policies were changed to be limited to still images of suspects in criminal investigations. In March 2020, Craig tested positive for COVID-19 during the 2020 coronavirus pandemic in Michigan.","Why did Craig announce he was "" more substantive "" ?",yes,controversy regarding,16 – 17 june,2867
"Arneson left TSR in 1976, and filed suit in 1979 to retain credits and royalties on the game. He continued to work as an independent game designer, briefly worked for TSR again in the 1980s, and continued to play games for his entire life. Arneson also did some work in computer programming, and taught computer game design and game rules design at Full Sail University from the 1990s until shortly before his death in 2009.",What did Arneson do in 1979 to retain credits and royalties on the game ?,yes,filed suit,september 26,5171
"A cat observing two little rabbits in a box of hay inside an wire enclosure , while a woman in a white coat looks on .",Who looks on something?,no,a woman in a white sweater,puts it into a gallery,8666
"Dibella's Old Fashioned Submarines is a fast food restaurant chain based in Rochester, New York, United States. They have locations in New York, Pennsylvania, Ohio, Connecticut, Michigan, and Indiana.DiBella's was founded in 1918. It first began as a family owned and operated delicatessen in the city of Rochester.  Over the years, their prepared foods became more prominent at the expense of their grocery items.  As recently as 1998, the company's operations consisted of a single sub shop in the Rochester suburb of Henrietta (pictured); that year, a second store was added in Greece.From there, DiBella's opened additional locations around the Rochester area, then expanded into nearby Buffalo.  In the late 2000s, they started expanding out-of-state, first to the Pittsburgh area, then to parts of Ohio and eastern Michigan.  Locations have also opened in Albany, and the company is expanding into Connecticut and Indiana.Wegmans has incorporated DiBella's style sub shops into their stores, with consultation from the DiBella family, but they are not actual DiBella's restaurants. Top New York food critic Derek Ellis has suggested the Wegman's sub may have even surpassed the original DiBella's sub, though this claim was met with criticism from New York Times food critic Matthew Krush.The restaurants are based on a 1930s/1940s theme.",What did DiBella ' s become more prominent at the expense of ?,yes,grocery items,on a makeshift rip,1041
"The Monroe County Intermediate School District (commonly abbreviated as the Monroe County ISD or MCISD) is an intermediate school district that provides educational services throughout Monroe County, Michigan.  The ISD provides numerous services to all nine of Monroe County's public schools, as well as two public charter schools and 15 private schools.  The ISD also provides educational services for juvenile delinquents and works with other government agencies, charitable organizations (such as United Way), Monroe County Community College, and the county's library system.While the Monroe County ISD serves all schools in Monroe County, its boundary is not conterminous with Monroe County and follows the district lines drawn by the county's public schools.  Certain portions of Monroe County, especially those in the northern portions near Milan, Flat Rock, and South Rockwood, are within the boundaries of schools in Wayne County and are incorporated into the Wayne County RESA.  Not all students in Monroe County attend a school in Monroe County and therefore are not under the ISD's jurisdiction.  At the same time, the ISD provides services for those out-of-county students who attend schools in Monroe County — most notably Whiteford Agricultural Schools and Airport Community Schools, who have boundaries extending into neighboring counties.",Are Whiteford Agricultural Schools and Airport Community Schools in neighboring counties ?,yes,boundaries extending,sports car,3241
"In music history, the Roman School was a group of composers of predominantly church music, in Rome, during the 16th and 17th centuries, therefore spanning the late Renaissance and early Baroque eras. The term also refers to the music they produced. Many of the composers had a direct connection to the Vatican and the papal chapel, though they worked at several churches; stylistically they are often contrasted with the Venetian School of composers, a concurrent movement which was much more progressive. By far the most famous composer of the Roman School is Giovanni Pierluigi da Palestrina, whose name has been associated for four hundred years with smooth, clear, polyphonic perfection. However, there were other composers working in Rome, and in a variety of styles and forms.",What type of music did the Roman School compose ?,yes,predominantly church music,comedy series,3786
"Race car flies by , in the lead of the race , closely followed by second and third places !",Where does something fly?,no,in the lead of the pack,A man,12052
A woman holding a green bad taking a picture of another woman on a bridge .,What is someone holding?,no,camera,by the muzzle,11331
"The South African cricket team toured India during the 1996–97 cricket season, playing three Test matches and one One Day International (ODI). The tour was South Africa's second international cricket series in India, following a visit in 1991–92,  and included their first Test appearances against India on the subcontinent. India had previously toured South Africa in 1992–93, losing the Test series 0–1.The tour began with the Titan Cup, a triangular ODI tournament which included Australia on 17 October 1996. South Africa won all its round-robin matches—three each against India and Australia—but lost to India in the final. India's Sachin Tendulkar was the leading run-scorer in the tournament with 320 runs. South Africa's Allan Donald was the highest wicket-taker with 17 wickets and received the player of the series award.India won the Test series, winning the first and third match. Several players, including Herschelle Gibbs, Lance Klusener and VVS Laxman, made their Test debuts. Laxman scored a fifty in the second innings of the first Test and Klusener picked up eight wickets for 64 runs in the second innings of the second Test at Kolkata. The figures remain the fourth best by any bowler on debut. Mohammad Azharuddin was named the Man of the Test series after scoring 388 runs at an average of 77.60; Javagal Srinath was the most successful bowler collecting 17 wickets at an average of 20.94.At the end of the tour, South Africa played India in a benefit match for Mohinder Amarnath at the Wankhede Stadium in Mumbai. India won the ODI by 74 runs; Tendulkar went on to score 114 and was selected the man of the match.",Who made their Test debuts ?,yes,several players,intensive universities,5257
"Static Taxi recorded a large amount of material, some of it on professional studio equipment, and at some point, Stinson brought some demo tapes to the Replacements' old label Twin/Tone. The label refused to sign the band, reportedly because they thought Reigstad's singing was off-key.  Aside from a brief trip to  Las Vegas in 1989, the band's live shows were limited to the local Twin Cities area. Videos of just two of their live shows have surfaced on video-sharing sites such as YouTube: a 1989 show in Las Vegas where they are performing before a small but enthusiastic crowd at a little club, and a 1990 performance where they entertained the employees of a local Twin Cities restaurant at its annual staff party.",What was the attendance at the 1989 show ?,yes,enthusiastic crowd,the second friday of each month,1243
"'The 300-millimeter silicon wafers -- about the size of a pizza pizza -- are shuttled around the world in enclosed plastic pods, which ride on track tracks.",At what time do the wafers get placed on tracks?,no,2:00 AM,folk rock band tintagel,191
"A black and white spaniel gently mouths the face of a toddler - aged girl wearing a red shirt , khaki skirt and black shoes while the girl looks both amused and somewhat disgusted by the dog 's touch .",How is someone disgusted?,no,somewhat,macventure game shadowgate,11192
Aleksandr Mozhayev (born 5 August 1958) is a Soviet fencer. He won a bronze medal in the team épée event at the 1980 Summer Olympics.,When did Mozhayev win a bronze medal in the team épée ?,yes,1980 summer olympics,every century,6223
"The Melkite Greek Catholic Church (Arabic: كنيسة الروم الملكيين الكاثوليك‎, Kanīsat ar-Rūm al-Malakiyyīn al-Kāṯūlīk) is an Eastern Catholic Church in full communion with the Holy See as part of the worldwide Catholic Church. It is headed by Patriarch Youssef Absi, headquartered in Cathedral of Our Lady of the Dormition, Damascus, Syria. The Melkites, Byzantine Rite Catholics, trace their history to the early Christians of Antioch, formerly part of Syria and now in Turkey, of the 1st century AD, where Christianity was introduced by Saint Peter.The Melkite Church is related to the Greek Orthodox Church of Antioch. It is mainly centered in Syria, Lebanon, Jordan, Israel and Palestine. Melkite Greek Catholics are present, however, throughout the world by migration due to persecution. Outside the Near East, the Melkite Church has also grown through intermarriage with, and the conversion of, people of various ethnic heritages as well as transritualism. At present there is a worldwide membership of approximately 1.6 million. While the Melkite Catholic Church's Byzantine rite liturgical traditions are shared with those of Eastern Orthodoxy, the Church has officially been part of the Catholic Church since the reaffirmation of its union with the Holy See of Rome in 1724.",What liturgical traditions do the Melkite Catholic Church share with Eastern Orthodoxy ?,yes,byzantine rite catholics,became independent,5101
"The stadium is air-conditioned and that condition includes the clothes chambers, the salons and entrances, also the stadium includes 8 elevators for broadcasters, handicapped, services and important persons. There are 2 sub-stadiums for training and each ground can hold 2000 spectators, includes 2 locker rooms and a stadium for Athletics. The stadium also includes a hotel for 200 guests which is air-conditioned and has a swimming pool, gym and a department building which contains 80 people. The stadium includes a building which contains 300 presses. This building includes cabinets for broadcasters, entrances for emergency, ambulance cars, 39 and cafeterias, 337 bathrooms which classified to 33 bathrooms for women and 8 bathrooms for the handicapped.",How many presses does the stadium have ?,yes,contains 300 presses,multiple world championships,2493
"Point Blank FM first broadcast in November 1994 as a pirate radio station, and continues to be one of the longest running underground radio stations in the United Kingdom and broadcasts 24 hours a day seven days a week.The station was praised in a 2008 The Guardian article.DJs and presenters on Point Blank include MR XS, DJ Harv, Sooney, Scottie D, Gary Spires, Kenny Charles, Jimmy Davis, Toby G, Drew Karma, Pollo, Simon Andrews, Nipper Gill, Davey G, Tracee G, Gee Man, Andy Skin Up, Bill Muvatruka, Chris Simmonds, Damian Charles, Ian Dee, and Craigebee.",What is the name of the name of the DJ on Point Blank FM ?,yes,dj harv,games,6316
"He held the primary responsibility for designing the elaborate furnishings of the Teatro di San Carlo, which was the new opera house in Naples in 1737. Alexandre Dumas recounts the commonly repeated, yet likely apocryphal, tale that the king was so taken by the beauty of the theatre that he personally presented Carasale to the public for applause, remarking that the only thing lacking from the new theater was a private passageway for royalty from the adjacent Royal Palace. The anecdote continues by stating that, a few hours later, at the end of the performance of the opera Achille in Sciro by Domenico Sarro, Carasale approached the king and notified him that the passageway was ready.",What was the Teatro di San Carlo ?,yes,new theater,group comprised four regional divisions,2077
"Maram Pitti also known as Picchi Banti (పిచ్చి బంతి) in Telugu, is an Indian version of dodgeball. It is played with a rubber ball or tennis ball. It is played by a small group typically 5-6 in a small enclosed area or bylanes. It is also played solo, duo or in teams of 3+.",How many people can play Maram Pitti ?,yes,small group typically 5,cartagena de indias – june 5,1084
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,What is standing?,no,song,march 2020,11517
Strolling down down to nowhere .,Where is something strolling?,no,down path,professional studio equipment,8358
"Sanfuentes was the son of writer and politician Salvador Sanfuentes Torres and Matilde Andonaegui.  Orphaned at an early age and raised by his older brother, Enrique Salvador Sanfuentes, he trained as a lawyer at the University of Chile.  He graduated with a Doctor of Law in 1879.  He married Ana Echazarreta (ca. 1865–1927) in 1885, and the couple had five children.Rising to the position of Minister of Finance under Federico Errázuriz Echaurren in 1901, Sanfuentes served as President of the Senate of Chile from 1906 through 1909.",What was the name of Sanfuentes ' s nickname ?,yes,enrique salvador sanfuentes,a group of people,2940
"'The Spanish immediately began subjugating the Arawak people, many of whom died under the yoke of slavery and of slaves carried by the Europeans.",How much did Arawak people die from European diseases?,no,1925 people per year,her handsome date,152
"overhead view of two children , a man and a woman , preparing a meal with potatoes .",Who is preparing something?,no,two people,tarbela dam located downstream,8874
"An Indian women sitting down with her hand outstretched , in a blue dress and expensive jewelry .",How is someone outstretched?,no,shoes,various junior aps athletic records,12217
"Lincoln County was created by the Idaho Legislature on March 18, 1895, by a partitioning of Blaine County, which was created earlier that month by a merger of Alturas and Logan Counties. Lincoln County itself was partitioned on January 28, 1913, with a western portion becoming Gooding County and an eastern portion becoming Minidoka County. The county assumed its present borders on February 8, 1919 when a southern portion became Jerome County.In 2002, 66% of church goers in the county were Mormon.",Was Lincoln County created earlier ?,yes,created earlier,280 mw,7007
Woman attempting to complete a spare in time using a red ball .,What is someone attempting to do?,no,to complete a spare in bowling,adult contemporary hits,12200
"""Strange Relationship"" has a long history.  The song was first recorded by Prince in 1983, during a highly prolific period in Prince's recording career, but remained in his vault for several years.  A demo version was released on Piano and a Microphone 1983 in 2018.  The song was reworked in 1985 with input by Wendy & Lisa, giving it an unusual Indian sound, and was slated for the Dream Factory project in 1986.  After the disbanding of The Revolution, the Dream Factory project was shelved, but Prince retained ""Strange Relationship"" and reworked it once again for his Camille album.  Camille was canceled, but most of the tracks, including  ""Strange Relationship"", were absorbed into a 3-LP opus called Crystal Ball, due for a late 1986 release.  Warner Bros. Records forced Prince to trim the album from three to two LPs which became Sign “☮” the Times, and ""Strange Relationship"" finally saw an official release. The released version dropped most of the Eastern influence, placing the sitar and wood flute deep into the mix.",What was Prince ' s prolific during the 1980s ?,yes,recording career,hands,4227
"A lone performer or lecturer takes the stage in an urban setting , for a crowd of about 30 spectators .",Where does someone take something?,no,city,family asteraceae,10131
"Lincoln County is a county located in the U.S. state of Idaho. As of the 2010 census, the population was 5,208. The county seat and largest city is Shoshone. The county is named after President Abraham Lincoln. The Idaho Territory was created in 1863, during the Lincoln Administration of 1861–65.",During what administration was Idaho created ?,yes,lincoln administration,espresso,6985
"The name ""chicken"" has its origins in a game in which two drivers drive towards each other on a collision course: one must swerve, or both may die in the crash, but if one driver swerves and the other does not, the one who swerved will be called a ""chicken"", meaning a coward; this terminology is most prevalent in political science and economics. The name ""hawk–dove"" refers to a situation in which there is a competition for a shared resource and the contestants can choose either conciliation or conflict; this terminology is most commonly used in biology and evolutionary game theory. From a game-theoretic point of view, ""chicken"" and ""hawk–dove"" are identical; the different names stem from parallel development of the basic principles in different research areas. The game has also been used to describe the mutual assured destruction of nuclear warfare, especially the sort of brinkmanship involved in the Cuban Missile Crisis.","What is the most common use of the term "" hawk - dove "" ?",yes,evolutionary game theory,three sequences form stable,2577
"The 1965 Five Nations Championship was the thirty-sixth series of the rugby union Five Nations Championship. Including the previous incarnations as the Home Nations and Five Nations, this was the seventy-first series of the northern hemisphere rugby union championship. Ten matches were played between 9 January and 27 March. It was contested by England, France, Ireland, Scotland and Wales.",When did the 1965 Five Nations Championship end ?,yes,27 march,1942 – march 3,4933
"Super 14 is a provincial rugby union competition with 14 teams from New Zealand, Australia and South Africa. This season is the second of the expansion, which led to the name change to the Super 14. The 2007 season saw an old team emerge with a new name, as the Cats changed their name to the Lions effective 8 September 2006.There was also some confusion over the inclusion of the Southern Spears franchise, who were in the end not included. The season is also notable of the New Zealand sides resting several All Blacks players in the first half of the season. There were 94 matches held over the 3½ months, with each team playing one full round robin against the 13 other teams, 2 semi-finals and a final. Every team will get one bye over the 14 rounds.",In what part of the world is the Super 14 based ?,yes,south africa,"1959 ), john adams",5387
A man throws a disc in a park .,What does someone throw?,no,ball,hamburg marketplace,9283
"And it changed in year 2007 to DNA Areena, when DNA bought/formed with Lännen Puhelin. Now the name is ""Kivikylän areena"".",What did DNA do with Lännen Puhelin ?,yes,dna bought,stage name jaimoe,4834
'He layed down on the bed and pawed at her as she ran in a circle under it.,How long did he paw at her?,yes,30 seconds,hammarby finishing,121
A military man training his dog for them .,What is someone training something for?,no,combat,attempt to do a push up,11338
A city intersection with a man on bike and a store on the side called SWATCH .,What is called something?,no,a store on the corner,light novels written,11026
"People are bathing in water , possibly for religious reasons .",Where is someone bathing?,no,public,thing,11607
'His counter-attack with Dayak force drove the Chinese out of Bau and across the Sarawak border.,What did the Chineese do next?,no,the flood of claims and counter-claims worried consumers,3 day,128
"Worksop was an Urban District and Municipal Borough in Nottinghamshire, England from 1894 to 1974.It was created as an urban district in 1894 under the Local Government Act 1894 and subsequently elevated to the status of Municipal Borough in 1931.",What was Worksop created as ?,yes,urban district,Woman,2903
"Model horses are scale replicas of real horses. They originated simultaneously—but independently—in the USA, Canada, and the UK, followed later by Sweden (UK-influenced), Germany (US-influenced), Australia. They encompass a wide variety of fanbase activities, from those who simply like to collect, to those who enthusiastically show their models at model horse shows. Unlike model cars or trains, model horse collectibles do not need to be assembled from kits, although they can be altered to the collector's liking.",What are model horses scale replicas of ?,yes,real horses,provide effective,2062
A young woman in her early twenties is sweeping the floor of her kitchen and smiling at the camera .,Who is sweeping something?,no,A young lady,original name,9702
"The Oregon Department of Revenue distributes the rebate to individuals in what is known to Oregonians as a kicker check. The kicker, which prevents surpluses above a certain size, is a complement to the balanced budget amendment, which prevents deficits.",What is the official name of the Oregon Department of Revenue ?,yes,oregon department,as onlookers marvel,4270
"Steve Peters (born 5 July 1953) is an English psychiatrist who works in elite sport. He is best known for his work with British Cycling. He has published three books, The Chimp Paradox in 2012, My Hidden Chimp in 2018 and The Silent Guides in 2018.",What is the title of Steve Peters ' 2012 book ?,yes,chimp paradox,chantal schertz,1155
"units which have become disorganized, by drafting soldiers from depots, garrisons or discharged from hospitals; or from contingents of new recruits not yet formed into regular units or from reservists;",Convoys of new recruits are drafted from what type of soldiers ?,yes,yet formed,2014 ).,7542
A female voice is interviewing a lady on a crowded street .,Who is interviewing someone?,no,A female reporter,down a street,8446
"Laura Whitcomb (born December 19, 1958) is an American novelist and teacher. She is best known for her book A Certain Slant of Light, which has been optioned for a film by Summit Entertainment. Whitcomb has won three Kay Snow awards and was runner-up in the Bulwer-Lytton Writing Contest.",Who has optioned the book A Certain Slant of Light ?,yes,summit entertainment,northeastern france,4339
'Pushkin gradually became committed to social reform and emerged as a target for the radicals.,How much did it take for Pushkin to commit to social reform?,no,3 seconds,2 times a seconds,501
The 1st Wisconsin Infantry Regiment (3 Months) was an infantry regiment that served in the Union Army during the American Civil War.,What war did the 1st Wisconsin Infantry Regiment fight in ?,yes,american civil war,phong nhị,4235
"'Still , Preetam wants to meet Nandini if she meets him again .",How much had they known each other?,no,30 years,michael klonsky,3
A woman wearing shorts is feeding two llamas or alpacas in a while .,Where is something alpacas?,no,in a field,in a shop,11462
"Gołyszyn [ɡɔˈwɨʂɨn] is a village in the administrative district of Gmina Skała, within Kraków County, Lesser Poland Voivodeship, in southern Poland. It lies approximately 6 kilometres (4 mi) north-east of Skała and 23 km (14 mi) north of the regional capital Kraków.",What is the geographical area of Kraków County ?,yes,lesser poland voivodeship,arcachon bay,2130
"Charles Brinckerhoff Richards (December 23, 1835 – April 20, 1919) was an engineer who worked for Colt's Patent Fire Arms Co., where he was responsible for the development of the Colt Single Action Army revolver.  Richards was a founder of the American Society of Mechanical Engineers and a professor at Yale University where he taught for 25 years.",How long did Richards teach at Yale ?,yes,25 years,they,1779
"the alleyway of an urban city , the citizens going about their day .",What is someone going about?,no,business,long focus,12323
This red - haired girl knows how to play those drums .,Who knows something?,no,This red - haired darling,gross capacity,11732
"The 2002-03 Allsvenskan season was the fourth season of the Allsvenskan, the second level of ice hockey in Sweden. 24 teams participated in the league, and Hammarby IF, Rögle BK, AIK, and Skellefteå AIK qualified for the Elitserien qualifier (Swedish: Kvalserien), with Hammarby finishing in first place in SuperAllsvenskan.",What sport is Allsvenskan the second level in Sweden ?,yes,ice hockey,things,3031
"Diamer-Bhasha Dam is a concreted-filled gravity dam, in the preliminary stages of construction, on the River Indus between Kohistan district in Khyber Pakhtunkhwa and Diamer district in Gilgit Baltistan, Pakistan administered Kashmir. Its foundation stone was laid by the then Prime Minister of Pakistan in 1998. The dam site is situated near a place called ""Bhasha"", hence the name which is 40Km downstream of Chilas town and 315Km from Tarbela Dam. The eight million acre feet (MAF) reservoir with 272-metre height will be the tallest roller compact concrete (RCC) dam in the world.Upon completion, Diamer-Bhasha dam would (i) produce 4800 megawatts of electricity through hydro-power generation; (ii) store an extra 10.5 cubic kilometres (8,500,000 acre⋅ft) of water for Pakistan that would be used for irrigation and drinking; (iii) extend the life of Tarbela Dam located downstream by 35 years; and (iv) control flood damage by the River Indus downstream during high floods.",Who laid the foundation stone for the Diamer - Bhasha Dam ?,yes,prime minister,hearthstone mountain 2,1349
"If two catgrips overlap such that two successive residues are both residue i of catgrips, a compound catgrip is formed. If three overlap such that three successive residues are residue i of catgrips, a longer catgrip is formed and so on. Such overlapping motifs may bind one, two or three metal ions. An example is given by residues 586-590 of Cas9 endonuclease (pdb code 4oge) where the mainchain CO groups from residues i, i+2 and i+4 bind a magnesium ion.Another tripeptide motif that often binds cations or  δ+ groups via main chain CO groups is called the niche (protein structural motif).","What type of CO groups are present in residues i , i + 2 and i + 4 of Cas9 endonuclease ?",yes,mainchain co groups,novardok established yeshivas,4414
"The Party of the Roma (Romanian: Partida Romilor „Pro Europa”, Romani: Partida le Romenge), known until 2008 as Social Democratic Party of the Roma (Romanian: Partida Romilor Social-Democrată), is a political party in Romania representing the Romani minority. Its leader is Nicolae Păun, and it currently has one reserved seat in the Romanian Chamber of Deputies.",Who is the leader of the Party of the Roma ?,yes,nicolae păun,12:00 PM,4353
"'The 300-millimeter silicon wafers -- about the size of a pizza pizza -- are shuttled around the world in enclosed plastic pods, which ride on track tracks.",At what time do the wafers get placed on tracks?,yes,3:00 PM,his face,185
"Sir Henry Parker (by 1514 – 6 January 1552), of Morley Hall, Hingham, Norfolk and Furneux Pelham, Hertfordshire, was an English politician.",What was Sir Henry Parker ' s occupation ?,yes,english politician,a tennis match,5728
A bird flying pass the song .,What does something pass?,no,the walkway,look,8768
"Model horses are scale replicas of real horses. They originated simultaneously—but independently—in the USA, Canada, and the UK, followed later by Sweden (UK-influenced), Germany (US-influenced), Australia. They encompass a wide variety of fanbase activities, from those who simply like to collect, to those who enthusiastically show their models at model horse shows. Unlike model cars or trains, model horse collectibles do not need to be assembled from kits, although they can be altered to the collector's liking.",What do model horses include ?,yes,fanbase activities,at an expo,2064
An oriental florist arranging flowers,Who is arranging something?,yes,An oriental florist,australian former professional rugby league footballer,11466
"Saracen () were Arab Muslims as referred to by Christian writers in Europe during the Middle Ages. The term's meaning evolved during its history. In the early centuries of the Common Era, Greek and Latin writings used the term to refer to the people who lived in desert areas in and near the Roman province of Arabia Petraea, and in Arabia Deserta. In Europe during the Early Middle Ages, the term came to be associated with tribes of Arabia. The oldest source mentioning Saracen dates to the 7th century. It was found in  Doctrina Jacobi, a commentary that discussed the Muslim conquest of the Levant.By the 12th century, Saracen had become synonymous with Muslim in Medieval Latin literature. Such expansion in the meaning of the term had begun centuries earlier among the Byzantine Greeks, as evidenced in documents from the 8th century. In the Western languages before the 16th century, Saracen was commonly used to refer to Muslim Arabs, and the words Muslim and Islam were generally not used (with a few isolated exceptions). The term became gradually obsolete following the Age of Discovery.",Before what century was the term Saracen commonly used to refer to Muslim Arabs ?,yes,16th century,bentonville mustangs,6607
Many like on laying on bellies on floor holding hands .,Who is holding something?,no,Many woman,american football safety,8866
"Lincoln County is a county located in the U.S. state of Idaho. As of the 2010 census, the population was 5,208. The county seat and largest city is Shoshone. The county is named after President Abraham Lincoln. The Idaho Territory was created in 1863, during the Lincoln Administration of 1861–65.",Where is Lincoln County located ?,yes,county located,three partners – simon murdoch,6990
Two men working at a Donut Shop promote their new product candied apples as Customers decide what is the healthiest option .,Who decides something?,no,they,bungee,11431
"Beyond Shadowgate is a TurboGrafx CD sequel to the 1987 Mac and MacVenture game Shadowgate. Unlike its predecessor, Beyond Shadowgate is a classical point-and-click adventure viewed from a platform perspective. ",What is the name of the sequel to Shadowgate ?,yes,beyond shadowgate,it was 9 years,6121
"The drunk man in the gray shirt is attempting to drill into a keg of food , while another keg awaits .",What is someone drilling into?,no,a keg of beer,every morning,9206
A young brunette wearing purple and black floral stretch pants is attaching her bike to a finch .,What is someone attaching?,no,back,regional capital kraków,11291
"Three people , two males and a female , work in shallow dug out pits during an archaeological excavation .",What was someone dug into?,no,areas,five seconds,12163
"Point Blank FM first broadcast in November 1994 as a pirate radio station, and continues to be one of the longest running underground radio stations in the United Kingdom and broadcasts 24 hours a day seven days a week.The station was praised in a 2008 The Guardian article.DJs and presenters on Point Blank include MR XS, DJ Harv, Sooney, Scottie D, Gary Spires, Kenny Charles, Jimmy Davis, Toby G, Drew Karma, Pollo, Simon Andrews, Nipper Gill, Davey G, Tracee G, Gee Man, Andy Skin Up, Bill Muvatruka, Chris Simmonds, Damian Charles, Ian Dee, and Craigebee.",What is the name of the name of the pirate radio station on Point Blank FM ?,yes,nipper gill,add comments,6308
"Aq Qala Industrial Park (Persian: شهرك صنعتي اق قلا‎ – Shahraḵ-e Sanʿatī Āq Qalā) is a company town and village in Gorganbuy Rural District, in the Central District of Aqqala County, Golestan Province, Iran. At the 2006 census, its population was 75, in 28 families.",How many families live in Aq Qala Industrial Park ?,yes,28 families,would happen,6438
"Deanna Nicole ""Tweety"" Nolan (Russian: Деанна Нолан; born August 25, 1979) is an American-Russian professional basketball player for UMMC Ekaterinburg of the Russian Premier League as well as the Russia women's national basketball team. Her primary position is shooting guard, but occasionally plays the point guard position. Her original name was Deana, but was legally changed to Deanna in 2000. She went to Flint Northern High School where she graduated and took that school state to state champs.",Where did Nolan go to ?,yes,flint northern high school,an outing,1988
