question,label,answerA,answerB,answerC,answerD,id
name an excuse people give for not eating healthy,D,sick,rough,tired,lazy,6587_protoqa
name something specific in a home that might have been neglected by a working mom.,A,cooking,breakfast,eating,baking,4775_protoqa
name a tattoo that too many people have.,A,butterfly,shadow,flower,pearl,5176_protoqa
name something in the bathroom that husbands and wives have separate ones of.,B,inhaler,toothbrush,toothpaste,napkin,1555_protoqa
name an exercise that would be funny to watch a nudist do.,B,makeup,yoga,blend,fitness,4855_protoqa
name an occupation where you could get away with reading on the job,A,librarian,flatmate,psychologist,counselor,6873_protoqa
we surveyed 100 men...name something specific no one can do as well as your mother could.,A,cook,beef,cooking,cooked,5383_protoqa
name something your date might do in a restaurant which would embarrass you.,B,vomit,burp,eyeballs,puke,413_protoqa
name something specific you might order at a french restaurant.,C,yahourt,cassoulet,escargot,piquant,4573_protoqa
"besides a fish, name something you might find at the end of a fishing line.",A,hook,steal,moves,knock,3266_protoqa
name something specific you need if you want to make coffee for your guests.,B,salt,water,bottle,burning,6589_protoqa
name a part of their body where men start to grow hair about the same time they start losing it on their heads.,B,teeth,ears,tongue,ear,4968_protoqa
"if you were in an eating contest, tell me the food that would be hardest to eat without breaks for water.",C,meat,corn,bread,noodles,6531_protoqa
name something you always keep by your phone.,A,pen,fix,double,main,2629_protoqa
name a moving violation you might get ticketed for.,B,blocking,speeding,stalled,parked,61_protoqa
name something a pirate might use to distract a guard.,B,butcher,parrot,gorilla,lizard,2709_protoqa
"if a health-nut ordered a sandwich, what ingredient might they leave off?",A,mayo,febrero,margarita,aires,3295_protoqa
name something an impatient person might do while waiting in line,D,bother,argue,expect,complain,6890_protoqa
"give me a word or phrase containing the word ""chip"":",C,gangam,raspy,chipmunk,poopy,5428_protoqa
tell me something you wish you could do over again.,C,already,half,school,later,7484_protoqa
name a comic book kids love to collect,B,spiderman,superman,batman,alien,3619_protoqa
name something on a highway that does not move.,B,bridge,road,town,east,3697_protoqa
name something a germophobe would refuse to do on a date,D,smile,love,baby,kiss,4493_protoqa
name a holiday that's no day off for salespeople.,C,xmas,day,christmas,valentines,4894_protoqa
we surveyed 100 men...name something that you'd enjoy about being mr. mom.,B,eating,cooking,breakfast,baking,6460_protoqa
name something that might be ruined if it had a scratch on it.,B,outlet,furniture,dining,cart,14_protoqa
name a country that has a lot of castles.,B,grand,france,paris,lyon,5077_protoqa
name something you sniff before buying.,B,mouse,perfume,color,shampoo,6036_protoqa
name a food that comes in a box.,B,milk,cereal,taco,oreos,3588_protoqa
name a magazine teenagers buy.,B,diary,seventeen,lenka,anniversary,4644_protoqa
what kinds of things might people lie about at their high school reunions?,C,jobs,business,job,fair,6426_protoqa
"while salaries have gone down, name something that's gone up.",D,regulation,gdp,unemployment,inflation,1068_protoqa
"since there are no photo booths, name someplace clark kent now goes to change into superman.",B,brick,alley,cannon,cabin,6352_protoqa
name something you might chase if you were a dog.,D,horses,dogs,animals,cats,4415_protoqa
name an activity that might take place during a slumber party.,D,wardrobe,sketches,songwriting,makeover,3055_protoqa
name a characteristic of a pub that you wouldn't want for your home.,C,weed,smoking,smoke,burn,5710_protoqa
name something you could ask during a job interview that might make the person think twice about hiring you.,A,salary,mortgage,loan,fee,6141_protoqa
name a place that you wish you had the nerve to go alone,B,sluice,cemetry,larch,cloister,2406_protoqa
"name something contagious that kids sometimes catch, but adults seldom do.",A,cold,dry,rough,snow,6855_protoqa
name a professional you may come in contact with but should never flirt with,A,cop,driver,jail,cops,188_protoqa
name something people do with their mouth.,A,talk,about,know,tell,806_protoqa
name something you would not want to stick your nose into.,B,smell,poop,fart,puke,6054_protoqa
name something some people are nervous about getting on.,A,airplane,elevator,fence,sidewalk,5870_protoqa
name an animal you would not want to give mouth to mouth to.,D,horse,dog,cats,dogs,6038_protoqa
name a synonym for marriage that doesn't make it sound fun.,D,decked,roped,spooned,hitched,6743_protoqa
tell me something that is always in poor taste to brag about.,B,cash,money,some,pay,989_protoqa
name something kids do when their pet goldfish dies.,C,hear,laugh,cry,everytime,1900_protoqa
tell me the age a man might start losing his hair. (numeric only),C,twenty,seventy,forty,sixty,2026_protoqa
name a good day job for a body builder,A,construction,building,facility,transportation,2253_protoqa
name a day that is especially bad to break up on.,D,welcome,bday,happy,birthday,4088_protoqa
name a source of gossip.,A,magazines,versions,websites,ads,6031_protoqa
tell me something you hate to wear too short,B,wearing,pants,socks,shoes,2041_protoqa
"name an appliance you have in you home, that your grandparents didn't",C,kettle,oven,microwave,gum,408_protoqa
name a place where you hate to see litter,D,square,hill,hall,park,377_protoqa
name something you can read from.,C,books,script,book,project,7160_protoqa
tell me a place where you feel the need to get up and stretch your legs.,D,elevator,fence,sidewalk,airplane,954_protoqa
husbands and wives share many things. what is something that a husband and wife should never share.,A,toothbrush,napkin,inhaler,toothpaste,4336_protoqa
name an animal you wouldn't want your dog to get in a fight with.,A,bear,kitty,teddy,cat,1843_protoqa
"name something guests get hit with on ""jerry springer.""",B,bedroom,chairs,floors,rooms,2751_protoqa
name an occasion that grandparents always show up for.,D,bday,happy,welcome,birthday,3699_protoqa
name something you think of when you think of france.,C,lyon,grand,paris,france,1824_protoqa
name a reason it might hurt to smile.,B,lie,hurt,hurts,scared,1883_protoqa
"tell me another way people say ""stoned"".",C,side,the,high,way,4178_protoqa
name something you might ask a hotel maid for more of.,C,hangers,plates,towels,lids,893_protoqa
name something a house needs in order to be considered a mansion,C,corner,boat,pool,beach,4526_protoqa
name a word or phrase that's often followed up with an exclamation point,A,wow,yeah,yes,oh,3600_protoqa
"besides utensils, name something that's already on the restaurant table when you sit down.",D,towels,cloths,trays,napkins,4297_protoqa
name something that gets thrown.,D,round,kick,heat,ball,6614_protoqa
what might you ask to borrow from someone at the laundromat,C,flask,moisturizer,detergent,shellac,1005_protoqa
name something you know about spain.,B,english,spanish,american,german,336_protoqa
name something a woman might want to cover up with makeup,A,blemish,sedative,dexterity,tamper,5515_protoqa
name something you can do during a power outage.,D,tired,wake,awake,sleep,5112_protoqa
name something you eat or drink that's pink.,C,cocoa,cranberry,lemonade,sprite,601_protoqa
name a type of worker who often goes on strike.,D,farm,maker,store,factory,279_protoqa
"besides ""biographies,"" which section of a bookstore would a memoir about your life belong in?",D,disney,musical,vampire,romance,5401_protoqa
name something that you might see someone run after.,B,car,bus,jet,taxi,1833_protoqa
name an inappropriate gift for your boss.,A,underwear,matching,socks,pants,776_protoqa
name something that keeps you from finishing a jigsaw puzzle.,C,break,take,time,way,2350_protoqa
name a drink that quenches your thirst.,A,water,burning,bottle,salt,5129_protoqa
other than to buy books why might someone go to a bookstore,B,answer,read,write,what,7442_protoqa
which scary movie character would be the hardest to turn into a sexy halloween costume?,C,carrey,monty,frankenstein,hitchcock,3246_protoqa
name something that might have a knot in it.,C,sink,tail,rope,umbrella,107_protoqa
name a sport where the players have very little clothing,A,swimming,fireworks,skating,swim,5810_protoqa
name something people say keeps you young.,A,children,child,homeless,lives,834_protoqa
name something a knight needs for a jousting match,C,elephant,duck,horse,dog,15_protoqa
name a food you can cook just as well a most restaurants:,D,lobster,cheese,salad,steak,4038_protoqa
if you got a new puppy name something youd teach it,A,sit,leave,walk,pee,6534_protoqa
name a way in which parents spy on their teenagers.,B,house,room,outside,floor,7300_protoqa
name a kind of league people join.,C,skating,footy,bowling,locker,7243_protoqa
name something you might do at a gym.,A,exercise,effective,weight,task,1572_protoqa
"while driving, name something you rubberneck to look at.",D,traffic,incident,crash,accident,5379_protoqa
what do a lot of people eat on christmas,B,turkish,turkey,soldiers,italian,587_protoqa
name something people ride on snow.,C,tailgate,snowboard,sled,canoe,217_protoqa
name something that can make you look older than your age,C,lowers,gaps,wrinkles,shrinking,5584_protoqa
"other than cotton, name a material many clothes are made out of.",D,stiletto,wedge,spf,polyester,338_protoqa
name something a gardener might cut while he's on the job.,C,salt,fork,grass,sand,4828_protoqa
instead of courage or a brain what quality would you ask the wizard of oz for,D,miss,you,baby,love,6557_protoqa
name an occupation where you might wear suspenders.,D,homeowner,fisherman,widow,firefighter,1319_protoqa
name a cartoon movie that features animals as the main characters.,D,gosling,freddy,lux,bambi,735_protoqa
name something people do to their dogs.,B,gloves,trim,tint,conditioner,5190_protoqa
"name something you'd find at most amusement parks. (more specific than ""rides."")",D,spectators,unhappiest,races,crowds,747_protoqa
name something a kid might complian about at summer camp.,D,coffee,wine,drink,food,5847_protoqa
name a musical instrument that a child prodigy might play.,C,gangnam,guitar,piano,playlist,7275_protoqa
"if there was a hidden camera at work, name something your boss might catch you doing.",B,saying,talking,calling,talk,5453_protoqa
name an occasion for which people wear their very best clothes.,B,lovely,wedding,holiday,valentine,3942_protoqa
name something that can be classed as being 'vintage'.,B,front,car,truck,on,1690_protoqa
name a reason why a child you dont know might come to your door,D,both,since,have,lost,1474_protoqa
name an animal that has paws.,A,dog,monkey,cat,dogs,2636_protoqa
name something moms make their kids wear in the winter,B,tank,coat,shoe,boots,3519_protoqa
name something a girl in a pageant would know how to do but most little girls wouldnt,D,use,phone,send,id,6596_protoqa
name an occupation whose members must get used to taking a lot of criticism.,C,policy,government,politics,political,7156_protoqa
besides numbersname a button on a calculator,D,genre,et,meme,plus,3255_protoqa
name something that happens to people when they're experiencing an allergic reaction.,A,hives,flattening,bronchitis,diarrhea,2252_protoqa
name a time when a wife often chooses her husbands clothes for him,D,valentine,lovely,holiday,wedding,5491_protoqa
name the worst place to celebrate valentine's day.,C,cop,cops,jail,quit,7034_protoqa
name something tarzan might do that could get him thrown out of a nice restaurant,B,cry,scream,breathe,yell,4546_protoqa
name a public place where there's always at least one baby crying.,D,beach,town,downtown,mall,4940_protoqa
name a type of business in which you might have to work over the holidays.,B,services,retail,property,market,3617_protoqa
name something in a hospital that's always cold:,C,twtitter,pigeonhole,bedpan,mngmt,5066_protoqa
name something that might be spoiled.,D,coffee,drink,wine,food,3641_protoqa
name something ugly that can grow on your feet,D,cheese,bread,fries,corn,3353_protoqa
name something you might have to put up with an at outdoor cafe that you wouldn't when eating indoors,A,bugs,birds,spiders,snakes,5508_protoqa
name a reason why you wouldn't have cake on your birthday.,D,brains,smell,poisonous,allergic,512_protoqa
name a type of professional who might overcharge if you don't know any better.,A,mechanic,technician,contractor,hvac,177_protoqa
besides clothes name something people pack in their suitcase when traveling,B,tint,razor,cord,needle,2165_protoqa
tell me the age when a dog has had a full life.,A,fifteen,fourteen,twenty,twelve,982_protoqa
name something youd never forget to do on christmas day,D,bake,drink,bread,eat,4561_protoqa
name something kids might collect from the sand on a beach.,C,rabbits,litter,shells,fleas,7045_protoqa
name an animal with only 3 letters in its name.,D,monkey,dogs,cat,dog,1968_protoqa
what would you do if you saw a ghost?,A,scream,breathe,yell,cry,1065_protoqa
name an occupation you'd like to have in the family.,B,has,doctor,doc,actual,7188_protoqa
"name something you've ""borrowed"" from a hotel room.",A,towels,hangers,lids,plates,6209_protoqa
"besides money, what would you like more of?",B,'re,friends,all,guys,6508_protoqa
which article of clothing do you suspect every farmer owns?,A,overalls,spanx,corsets,wills,1034_protoqa
"besides michael, give me the first name of one of the jackson family.",A,janet,lindsey,allison,quinn,6506_protoqa
name something kids get yelled at for sticking their fingers in.,C,wine,drink,food,coffee,4897_protoqa
name a specific part of a skinny dipper that usually doesn't look so skinny.,B,head,bottom,hands,feet,6154_protoqa
name a baby farm animal that a child would probably want to keep as a pet.,D,pooh,buddha,tigger,piglet,2235_protoqa
name something that mothers pass down to their daughters.,C,jewellery,handmade,jewelry,vintage,7056_protoqa
name a white animal.,D,monkey,bunny,frog,rabbit,3007_protoqa
"if you put food outside for a stray cat, name another animal that might eat it.",D,possum,lizard,toad,raccoon,6559_protoqa
"besides toys, name something a kid might receive at christmas.",B,shoes,clothes,glasses,pants,2166_protoqa
name a specific candy that's so sticky it could pull out grandpa's dentures.,B,laffy,taffy,guppies,spork,6187_protoqa
name a sport in which foreign athletes are usually superior to americans.,B,basketball,soccer,softball,baseball,6194_protoqa
name something you need in the desert.,A,water,salt,burning,bottle,3807_protoqa
"if you were designing an airport, name something you'd make sure there was a lot of.",D,toilets,houses,desks,bathrooms,3294_protoqa
which body part might a pirate need to have a doctor inspect?,B,eyes,eye,body,hands,1006_protoqa
name a country with champion skiiers.,A,canada,uk,ireland,europe,3953_protoqa
which famous painter would you ask to paint your portrait?,B,gogh,picasso,sparrow,anastasia,7517_protoqa
name something you can wear every day to feel like a superhero,D,pit,boro,gini,cape,2319_protoqa
"when you were a kid, what would happen if you brought home a bad report card?",A,grounded,nowhere,practically,wrecked,5369_protoqa
name something you do using one finger only.,C,end,change,point,possible,1893_protoqa
tell me something you're likely to find at a hotel continental breakfast.,C,toast,cookies,eggs,bread,5268_protoqa
name a meal that someone who loves cheese would eat often,D,pasta,starbucks,chocolate,pizza,5747_protoqa
name an animal that moves its tail a lot.,D,dogs,monkey,cat,dog,5041_protoqa
name an occasion for which people might include cash in a card.,B,happy,birthday,welcome,bday,2991_protoqa
name something you wish you had the willpower to do.,B,pay,money,cash,some,427_protoqa
which festive holiday was more fun when you were a kid,C,valentines,xmas,christmas,day,3182_protoqa
name an animal that has whiskers.,B,dog,cat,pet,monkey,7136_protoqa
tell me something you might forget to put on in the morning and then feel weird all day.,A,deodorant,eyeliner,vaseline,concealer,994_protoqa
name a profession people make mean jokes about.,B,unions,lawyers,workers,administration,4754_protoqa
name a home improvement a cheap guy might try to do himself to save money.,B,hvac,plumbing,landscaping,roofing,4091_protoqa
name something you squeeze.,C,toothbrush,deodorant,toothpaste,band-aid,290_protoqa
name something that causes traffic jams.,A,accidents,zones,involving,incidents,7131_protoqa
name a meal that sometimes comes with a bib even for adults.,A,ribs,sausage,corn,icing,6858_protoqa
name something you have accidentally locked yourself out of.,D,on,front,truck,car,2808_protoqa
"besides books, name something you might see in a bookcase.",B,carpeting,bookends,birdhouses,tapestries,5413_protoqa
name a type of fruit a kid might have in his lunch bag.,D,microsoft,galaxy,windows,apple,917_protoqa
name something you teach children to be careful with.,B,knives,scissors,needle,knife,2990_protoqa
what do people miss most about college once they get a job?,B,staying,partying,sundays,babysitting,6418_protoqa
name something you might celebrate in the summer.,D,happy,welcome,bday,birthday,7423_protoqa
what square object in your home could you not live without?,D,channel,radio,video,tv,7522_protoqa
name a toy that might be operated by remote control,C,front,truck,car,on,247_protoqa
"besides jewelry, name something a person might wear around their neck.",B,silk,scarf,knit,lace,2167_protoqa
name something a child might throw a temper tantrum over.,A,toy,color,combo,tube,6261_protoqa
"other than darling, give me a term of endearment.",B,milk,honey,sugar,cake,5253_protoqa
tell me something you might rent for an hour.,B,software,tools,tool,product,2077_protoqa
name something you purchase by the gallon.,A,milk,sugar,butter,bread,5878_protoqa
name something people put their fingers in their mouth to do.,B,scissors,floss,brush,comb,2690_protoqa
in public how can you show your partner your love without telling them?,D,smile,love,baby,kiss,2209_protoqa
name something specific that shines at night.,C,boys,mars,stars,star,3829_protoqa
where do nudists go in the winter?,A,florida,georgia,chicago,texas,7559_protoqa
name a place you would see someone wearing a towel.,D,town,lake,square,beach,6970_protoqa
name something that might make a first bad impression.,C,career,audience,appearance,showing,4008_protoqa
name something you do to try and wake up your leg after it has fallen asleep.,D,around,down,somewhere,walk,629_protoqa
name something a teen might take off before going to grandma's house for dinner.,C,nail,make-up,makeup,glasses,2284_protoqa
name something a doctor might wear while examining a patient,D,pads,fitted,glove,gloves,2606_protoqa
name a part of the body where people sprinkle powder.,C,bottom,toes,feet,wet,1409_protoqa
name something you own that causes you aggravation.,A,car,truck,on,front,1535_protoqa
name an animal you'd see at sea world,A,whale,goat,dolphin,squirrel,1490_protoqa
tell me something you keep under your sink.,A,plunger,broom,febreeze,matress,6403_protoqa
name a furry creature that would not make a good pet.,B,cat,bear,teddy,kitty,884_protoqa
name something a male rock star might do to make himself look more rebellious,B,piercings,tattoos,eyebrows,nipples,1291_protoqa
for which items do people wait in long lines to purchase at the holidays,D,clothing,spice,dolls,toys,3272_protoqa
"after a cop pulls you over, what might you try to do to avoid getting a ticket",C,hear,everytime,cry,laugh,5393_protoqa
name an animal that you wouldn't want to escape from the zoo.,C,dolphin,ocean,lion,pigeon,6740_protoqa
besides curtains name something a college student may use to cover their windows.,C,flippers,earmuffs,bedsheets,stilts,5417_protoqa
name something that gets accidentally run over by a lawn mower.,D,tube,color,combo,toy,3628_protoqa
tell me a word a child uses to describe a bruise.,A,boo-boo,prndl,cocaines,puddin,4176_protoqa
name a reason why you might close your eyes.,C,tired,wake,sleep,awake,888_protoqa
name something you remember doing by yourself for the first time.,A,ironing,laundry,drying,washing,5961_protoqa
name a sport or athletic league whose large athletes you'd hate to ride a see-saw with.,C,soccer,winning,football,basketball,6582_protoqa
name something found in santa's workshop.,C,baristas,misbehaved,elves,dwarves,7293_protoqa
we surveyed 100 men...name an interesting subject for conversation.,C,government,political,politics,policy,4275_protoqa
name something people drink that is red.,B,syrup,kool-aid,sour,koolaid,5971_protoqa
name an african country that is known for its wildlife.,C,delhi,nigeria,kenya,ohio,3722_protoqa
name something an employee sitting in the cubicle next to you might do that annoys you.,A,sings,singing,mariah,song,1370_protoqa
"name something that begins with ""march of _____"".",C,pennies,nickels,dimes,bongs,7357_protoqa
name something people do with a stick.,B,down,walk,around,somewhere,3952_protoqa
what sticks in your head most from an irritating but memorable commercial,C,voice,songs,song,movie,7520_protoqa
name something people supposedly do differently than animals,C,bake,drink,eat,bread,4456_protoqa
"if you were going rock climbing, name something you'd want to bring with you",B,sink,rope,tail,umbrella,5442_protoqa
name something people compete over,B,concerts,dates,events,parties,2361_protoqa
name a country in asia.,C,usa,capital,china,india,5000_protoqa
name something that breaks easily without its case,A,glasses,nail,nails,bag,1218_protoqa
name a door that you'd hate to leave unlocked accidentally,A,safe,home,work,today,6609_protoqa
tell me something you might want to make disappear.,D,paid,taxes,paying,bills,972_protoqa
name an animal that grazes.,B,rat,cow,pig,monkey,1929_protoqa
name something you want a beach to have,C,grass,pond,sand,umbrella,4688_protoqa
"name a place you go so often, the people who work there know your name.",B,shop,store,walmart,available,7310_protoqa
name a famous movie monster you might see in a black and white film.,C,robocop,jurassic,godzilla,transformers,5652_protoqa
name something you wish you had in your backyard,D,square,tree,island,garden,5694_protoqa
name something that grows in length over time.,D,nails,eye,glasses,hair,3777_protoqa
"name a dangerous occupation which probably shouldn't observe ""take your kids to work day.""",B,officials,police,suspect,court,3665_protoqa
"on thanksgiving, name something snooki might say she's thankful for.",C,an,man,men,bra,928_protoqa
name something that would lead you to suspect that the person youve just met is from canada,D,bastard,clown,accents,accent,5530_protoqa
name something a man might have expensive taste in.,D,coats,carmel,glaze,cologne,683_protoqa
name a place where you might find sand.,B,lake,beach,square,town,3856_protoqa
name a gift children create at school and give their parents.,C,included,purchase,cards,card,1488_protoqa
name something a good life is chock-full of.,C,you,baby,love,miss,655_protoqa
name a kind of doctor you would be shocked if he asked you to get undressed.,B,cleaning,dentist,desk,appointment,5061_protoqa
name something a woman might lie about while being interviewed for a job.,C,not,of,age,own,5183_protoqa
name something a hairdresser uses,D,needle,knives,knife,scissors,1759_protoqa
name a public place where it's ok to scream.,C,neighborhood,backyard,playground,cabin,7117_protoqa
name an item stores probably have a hard time selling after christmas,D,sand,grass,bridges,trees,2287_protoqa
name a famous composer whose music is performed by a symphony orchestra.,D,chopin,hitchcock,gogh,beethoven,4805_protoqa
tell me the youngest age when someone should get married,C,twelve,eight,twenty,nine,6376_protoqa
name something you might see at a grocery check out counter:,D,ads,websites,versions,magazines,651_protoqa
name something you'd never see donald trump without.,D,pay,some,cash,money,1785_protoqa
name a type of cheese americans like the best.,A,cheddar,chilli,cabbage,broccoli,2622_protoqa
name something you might clean.,D,bedroom,window,floor,bathroom,6152_protoqa
name something kids love to ride on.,B,motorcycle,bicycle,wheel,wheels,1231_protoqa
name something you would not want showing up at your house unexpectedly.,D,arenthe,crustaceans,thosenwho,ex-lovers,5165_protoqa
name a holiday when people drink a lot.,B,xmas,christmas,day,valentines,3921_protoqa
name someone who works outdoors.,C,thornton,richardson,gardner,davies,7060_protoqa
name a kind of place you're embarrassed when your stomach rumbles.,A,church,house,living,haven,5946_protoqa
"besides a clock or a watch, what in your home displays the time?",A,vcr,igab,photocard,sfs,1125_protoqa
name a good present to give a werewolf.,D,bread,fish,corn,meat,3662_protoqa
name something people might ask for at a cookout.,D,coffee,wine,food,beer,6231_protoqa
"if voodoo dolls really worked, name a person from your life you'd stick a pin in from time to time.",B,respects,spouse,judged,granted,64_protoqa
name a way that a mans voice might change when talking to his love interest,B,شَعراً,deepens,ﻟﮓ,irrationality,618_protoqa
what brand of candy bar would make for an unflattering nickname?,A,snickers,pretzel,cheeseburger,peanut,5336_protoqa
name a country that is known for figure skating.,A,russia,canada,ukraine,egypt,5011_protoqa
name an animal you could recognize just by its nose,C,giraffe,turtle,elephant,dolphin,43_protoqa
tell me something men do to combat hair loss.,C,insoles,cinch,rogaine,regrowth,226_protoqa
name something you peel. (be more specific than fruit),D,green,purple,blue,orange,1904_protoqa
name a topic that people might whisper about.,A,infidelity,failings,misinformation,dishonesty,2498_protoqa
name something you might bring on a picnic.,A,blanket,towel,wrap,pillow,596_protoqa
name a halloween costume that young girls often wear,C,queen,beautiful,princess,love,2363_protoqa
name a sport where people wear shorts.,D,soccer,football,baseball,basketball,4041_protoqa
"we surveyed 100 married women...name a place where your husband spends so much time, he might as well live there.",B,floor,bathroom,window,bedroom,3215_protoqa
name a food that kids want their own of even if they can't finish the whole thing.,D,chocolate,pasta,starbucks,pizza,1566_protoqa
"if you lost your job, name something you'd stop spending money on.",B,pants,clothes,glasses,shoes,3310_protoqa
name a place in front of which people double park for a minute:,B,shop,store,walmart,available,1716_protoqa
name something you blow on.,C,candle,balloons,candles,pillows,1896_protoqa
name something that has wings.,A,bird,duck,stick,horse,5079_protoqa
name a specific part of your body that the doctor might say to take better care of,B,deep,heart,hearts,eyes,3553_protoqa
name something of yours that's getting older and looks it.,B,look,face,puts,like,5817_protoqa
name something you might eat at thanksgiving dinner.,D,soldiers,turkish,italian,turkey,3028_protoqa
"tell me something at a beach that begins with ""s.""",C,grass,umbrella,sand,pond,4157_protoqa
name a profession where you might be called a shark,C,driller,mixologist,gambler,ranching,281_protoqa
tell me something you wouldn't want to lose at the beach.,B,rolling,keys,dash,pandora,4182_protoqa
name a reason people give for not wanting to live in california.,D,coyotes,tornadoes,hurricanes,earthquakes,406_protoqa
what might a new parent wish their baby would learn to do quickly to make life easier?,B,know,talk,tell,about,838_protoqa
tell me something you'd be nervous about loaning to a friend,B,some,money,cash,pay,971_protoqa
name something a baby does that would be considered flirting if an adult did it,C,kiss,hug,smile,heart,2418_protoqa
name something that you can find in the sky that god did not put there.,A,planes,fines,miles,bases,744_protoqa
name a kind of food that gets stuck between your teeth.,C,cheese,bread,corn,fries,2641_protoqa
name a tv gameshow you think you have a good chance of winning,A,millionaire,advocate,musician,slave,1306_protoqa
name an object considered to be good luck,C,crescent,hickory,horseshoe,southwestern,6757_protoqa
give me a reason why friends might have a falling out.,C,some,pay,money,cash,1135_protoqa
name a game people play on their cell phone.,A,solitaire,bezel,chandelier,resin,450_protoqa
name something personal of yours that you deliberately burn:,B,letter,letters,proof,written,2772_protoqa
"name something people get together a ""foursome"" to do.",B,holiday,dinner,breakfast,lunch,208_protoqa
what do people do at the beach that doesnt involve getting in the water,D,feo,demasiado,muy,tan,3175_protoqa
name something that might creak.,A,floor,room,corner,window,771_protoqa
name a device that you seriously think you could not live without.,D,comics,channel,discovery,television,681_protoqa
"other than take aspirin, name something people do for a headache.",A,nap,sleep,shower,late,576_protoqa
name a sport you might play on a sunny day.,A,baseball,soccer,softball,basketball,6027_protoqa
name something people often put on their bucket list.,C,longboarding,mudding,skydiving,hibernate,311_protoqa
which words do you dread hearing at the dentists office,D,diaphragm,implant,gallbladder,cavity,4227_protoqa
"beside people, name something you'd try to save if your house was on fire.",D,animals,kittens,puppies,pets,2171_protoqa
name something you wish people wouldn't do in an elevator.,A,smoke,smoking,burn,weed,5755_protoqa
name a brand of toothpaste you see in just about every drugstore,C,ridge,granite,crest,crescent,5002_protoqa
name a type of greeting card that you see a lot of in the spring.,B,christmas,easter,valentines,xmas,1248_protoqa
name something that love gets compared to in pop songs.,A,flower,rainbow,owl,butterfly,3501_protoqa
name something to which a lot of kids seem almost addicted.,D,channel,discovery,comics,television,7371_protoqa
name someone who you wish didn't have your address.,A,ex,facebook,twitter,ask,6616_protoqa
"besides books, name something that's sold in a bookstore",B,ads,magazines,versions,websites,4300_protoqa
name a country that is known for their beer,B,wales,germany,ireland,sweden,104_protoqa
name a coffee drink people order while theyre out but cant make at home,A,late,early,weeks,hour,2220_protoqa
what might you put in the yard if you had nosey neighbors,D,ceiling,roof,wheel,fence,5330_protoqa
name something you drink out of the bottle.,B,coke,soda,fruit,vodka,6177_protoqa
name an occupation in which you would go on duty.,A,military,forces,domestic,rights,5153_protoqa
tell me a job a man might have in which he works with attractive women.,B,writer,photographer,editor,blogger,967_protoqa
name something the average person might have to do if they wanted to be a sumo wrestler,C,car,place,train,on,1420_protoqa
name something a babysitter would hate to discover your house didn't have in it.,A,telephone,console,scanner,caller,2697_protoqa
name something that requires a lot of practice.,B,bedding,knitting,sewing,cloth,4944_protoqa
name a european city you would love to live in.,A,paris,lyon,grand,france,2705_protoqa
name something a guy might do when hes with his girlfriend that his buddies might tease him about,B,hugging,kissing,smiling,biting,3567_protoqa
at which type of place would you be surprised to see a neon sign hanging in the window,A,hospital,central,santa,campus,6483_protoqa
tell me a dream job that you wanted as a kid and still want today.,D,actual,doc,has,doctor,3158_protoqa
name something america sends to other countries.,C,coffee,wine,food,drink,7219_protoqa
name a part of your body that would hurt if you got sun burned.,D,see,out,here,back,613_protoqa
name something that can make a person suddenly think of their partner.,C,songs,movie,song,voice,2278_protoqa
in what occupation do you get to meet the most fascinating people?,A,entertainment,project,guest,group,5447_protoqa
name a job in a supermarket.,D,coworker,waitress,waiter,cashier,1895_protoqa
name something twins have in common.,D,look,makes,looked,looks,3082_protoqa
name something teens may be afraid of when moving away to college,D,debts,expense,unpaid,expenses,5488_protoqa
name something in bed you might fall asleep while holding.,C,blanket,towel,pillow,nail,7135_protoqa
name something that makes you sweat just thinking about it.,D,run,straight,while,running,418_protoqa
name a flavor you'd find in any ice cream shop.,B,coconut,vanilla,strawberry,blueberry,1573_protoqa
name something cars have today that they didn't have 50 years ago.,C,backdoors,beanbags,airbags,flotation,2819_protoqa
"name something that's described as ""precious.""",C,puppies,animals,pets,kittens,325_protoqa
name an animal that is also an astrological sign.,B,pigeon,lion,ocean,dolphin,6129_protoqa
name something you would take with you if you were forced to evacuate your home.,A,pet,fish,dog,cat,2675_protoqa
name something you see at an afternoon tea.,B,smoothies,scones,milkshakes,macaroons,715_protoqa
name a sport that is usually played in front of large crowds.,C,basketball,soccer,football,winning,495_protoqa
name something you find on a bicycle.,A,bell,house,mcdonald,jack,294_protoqa
name something people like to take pictures of.,D,child,lives,homeless,children,4966_protoqa
name an article of clothing that you don't need a dressing room to try on.,A,jacket,sweater,shirt,hoodie,2856_protoqa
name a gift that would be ideal for a chef.,C,bedding,quilted,apron,comforter,6256_protoqa
name something you buy for grandfathers at christmas.,A,socks,pants,shoes,boots,3733_protoqa
name something that creaks when it gets old.,B,other,people,especially,those,1894_protoqa
name something an office worker says they could use more of,D,assignment,class,blank,paper,265_protoqa
name a south american country.,A,brazil,italy,peru,austin,4872_protoqa
name something dad refuses to use when lost on a road trip.,D,space,duty,satellite,map,6262_protoqa
tell me something parents blame for their kids' bad behavior.,A,friends,'re,all,guys,2051_protoqa
name a city in florida,A,miami,dallas,chicago,seattle,4651_protoqa
name something people don't like being too lumpy.,D,fries,sausages,biscuits,gravy,6251_protoqa
"other than an airplane, what might a cartoon character use to help them fly?",C,coke,ice,wings,roll,6342_protoqa
