sentence,question,answer,label,category,id
"He tried and tried to please every person who came to the store, but they all picked smaller puppies.",How long did he try to please the persons who came to the store?,25 years,no,Event Duration,2382_MC_TACO
"Once we arrive, the castle looked much bigger than we had imagined.",Has the castle always been there,for over 900 years,yes,Stationarity,6730_MC_TACO
"At Christie's, a folio of 21 prints from Alfred Stieglitz's ""Equivalents"" series sold for $396,000, a single-lot record.",When did the prints sell?,12:00 PM,yes,Typical Time,3594_MC_TACO
"Search ""Emiliano Malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture.",How often does Emiliano Malaquez make sculptures?,once a hour,no,Frequency,941_MC_TACO
Billy would put the bowl down and wait for Tumble to come up to the bowl to eat from it.,How many times a day does Billy eat from the bowl?,0.8,no,Frequency,2682_MC_TACO
The properties of matter depend on the types of atoms that matter is made of.,How often are new atoms created?,every second,yes,Frequency,866_MC_TACO
"At current rates of use, coal will last about 300 years.",How long has been coal used for industrial needs?,300 weeks,no,Typical Time,1242_MC_TACO
He estimated the money will help handle at least another 180 cases next year.,When will the money start helping people?,"the money is placed in a trust, and released to help people 2.22 years from now",no,Typical Time,7337_MC_TACO
"He tried to halt the Dayaks' piracy and head-hunting while defending their more ""morally acceptable"" customs.",What happened next?,he tried to unload his holding,no,Event Ordering,1695_MC_TACO
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.",How many times a week did Wallace go to school?,5 days per week,yes,Frequency,3284_MC_TACO
"Over 200 Arawak sites have been identified, and it is said that when the Spanish arrived in Jamaica there were approximately 100,000 Arawak living on the island.",How many times a year did the Spanish visit Jamaica?,twice every hour,no,Frequency,1297_MC_TACO
Casino operators had to reassess the nature of their business.,How many days a week do the casino operators go to work?,once a century,no,Frequency,6302_MC_TACO
Then they laid down on some towels and enjoyed the sun.,What did  they do after enjoying the sun?,they retrieve some appliances on the second floor,no,Event Ordering,1631_MC_TACO
The state has been first to pass major public health initiatives that have spread throughout the country.,How long did it take the health initiatives to pass?,centuries,no,Event Duration,3352_MC_TACO
Bin Laden and his aides did not need a very large sum to finance their planned attack on America.,What did they do before the attack?,and decided not to do it,no,Event Ordering,6611_MC_TACO
"Our emphasis has been on having our potential clients know about us and deliver services to them, Dudovitz said.",How long does it take for potential clients to learn about the services available?,one months during an ad campaign,no,Event Duration,6887_MC_TACO
He layed down on the chair and pawed at her as she ran in a circle under it.,How often does he lay on the chair?,once a day,yes,Frequency,136_MC_TACO
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.",When did Wallace wake up for high school?,7:00 AM,yes,Typical Time,3302_MC_TACO
"When he's not working for a Washington defense attorney, Lucas recovers stolen property for a 40% cut.",How often does he recover stolen property for people?,once a day,no,Frequency,7278_MC_TACO
"If I cannot carry my groceries or my laundry, how can I live?",How long did it take to do the laundry?,1 hour and 15 minutes,yes,Event Duration,1957_MC_TACO
"They also liked to go through the small forest behind the house, making a game of hide and seek.",What time did they play hide and seek?,2:00 PM,yes,Typical Time,3421_MC_TACO
"Then, he pretended he was his father and pretended that he was driving the tractor.",What time did he pretend to drive the tractor?,at noon,yes,Typical Time,2659_MC_TACO
"Then others were called on, and gave examples of their accomplishments in easy arithmetic and spelling.",How often do they share their accomplishments?,every second,no,Frequency,8031_MC_TACO
"Separately, Citadel posted a third-quarter net loss of $2.3 million, or 68 cents a share, versus net income of $5.3 million, or $1.61 a share, a year earlier.",When did Citadel post their third quarter loss?,in the 3rd quarter,no,Typical Time,3489_MC_TACO
"It's hail crackled across the comm, and Tara spun to retake her seat at the helm.",How often does a typical ship face a major storm like this?,every day,no,Frequency,53_MC_TACO
"Even though electronic espionage may cost U.S. firms billions of dollars a year, most aren't yet taking precautions, the experts said.",How long has electronic espionage been happening?,for years,yes,Event Duration,1377_MC_TACO
The properties of matter depend on the types of atoms that matter is made of.,How often are new atoms created?,each millisecond,yes,Frequency,863_MC_TACO
But President Clinton insisted on including Pakistan in the itinerary for his trip to South Asia.,How long was President Clinton's trip?,a minute,no,Event Duration,1886_MC_TACO
In this way the other major congressional interests can be brought together in the new committee's work.,How long did it take to form the new committee?,it took one century,no,Event Duration,3306_MC_TACO
The factory is highly automated and designed to shift flexibly to produce many different kinds of chips to suit demand.,How long does the factory spend making chips?,a few minutes ago,no,Event Duration,7711_MC_TACO
Still untaken are several steps that required goodwill from local bar associations and others who had opposed the combination.,When will they speak to the local bar association?,this friday,yes,Typical Time,1928_MC_TACO
"Other times, they play a game with Quack where they wave at Quack and laugh.",When do they play games?,4:00 PM,yes,Typical Time,2693_MC_TACO
"The new factory, which will begin normal production early next year, will employ about 1,000 people.",What happened after factory began production?,they made money,yes,Event Ordering,3101_MC_TACO
"He ordered the evacuation of al Qaeda's Kandahar airport compound and fled- first to the desert area near Kabul, then to Khowst and Jalalabad, and eventually back to Kandahar.",What time of day did he flee?,8 p.m,yes,Typical Time,5773_MC_TACO
"Remembering the ""we have some planes"" remark, Boston Center guessed that Delta 1989 might also be hijacked.",How long was the Delta 1989 hijacked?,25 minutes,yes,Event Duration,4507_MC_TACO
Often times women are in need of immediate legal assistance services for the protection of the mother and the child.,How often can one apply for immediate legal assistance services ?,once a night,no,Frequency,3123_MC_TACO
"He named the house, which was completed in 1802, the ""Grange"" after his grandfather Alexander's estate in Ayrshire, Scotland.",Is the house standing now?,he changed his vote to yes,no,Stationarity,5461_MC_TACO
"He loved spending time with him when he was younger, but he had moved last year.",How often does he move?,once ever 5 hours,no,Frequency,9302_MC_TACO
Johnson is a justice on California's Second District Court of Appeal.,How many times a week does Johnson go to court?,he always goes to court,no,Frequency,6509_MC_TACO
"Since then, she has earned promotions from managing attorney, senior attorney, then director of the Council on Aging project.",How often does she earn promotions?,every 3 weeks,no,Frequency,5786_MC_TACO
The Albanians first appear in the historical record in Byzantine sources of the late 11th century.,How often did the Byzantine empire document new cultural groups?,every few hundred weeks,no,Frequency,1746_MC_TACO
"Of those found guilty, the majority were ordered to pay court costs, plus a $100 fine.",When did the court case finish?,5 seconds ago,no,Typical Time,2256_MC_TACO
"With this, it became impossible for me to stay upstairs, he said, pointing to the scars on his forearm.",How often did he consider moving out after he got his scars?,every two minutes,no,Frequency,3065_MC_TACO
"Khallad helped in Yemen until he was arrested in a case of mistaken identity and freed with  Bin Laden's help, as we also mentioned earlier.",How often does Khallad get arrested?,about once a week,no,Frequency,7026_MC_TACO
"But in between quippy posters and ads for the film, which is a sequel to 2011's blockbuster ""The Muppets"" with Jason Segel, there are ingenious ""selfies"" from the Muppets crew.",How many times a year does the average viewer watch this film?,one,yes,Frequency,1785_MC_TACO
Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,How long did it take for Mr Barco to accept military aid?,9 second,no,Event Duration,3602_MC_TACO
The most powerful families thus carved out for themselves whole regions that were to become the fiefdoms of Japanese feudalism.,How long did it take families to become powerful enough to do this?,15 hours,no,Event Duration,346_MC_TACO
"In London at mid-afternoon yesterday, Ratners's shares were up 2 pence (1.26 cents), at 260 pence ($1.64).",Have Ratners's shares been up ever since then?,yes because shares can only go up,no,Stationarity,4012_MC_TACO
"Eventually, the shelter received word that the alleged hijacker 5 miles away had been a medevac helicopter.",What did the shelter do after receiving the information?,mr. quayle 's staff dispatch a helicopter,no,Event Ordering,2538_MC_TACO
What if you rode the bus or were driven in a car?,How long would a bus ride normally take?,45 days,no,Event Duration,1532_MC_TACO
"Police Captain Richard Brookwell calls Cross and his partner , Tommy Kane , to the crime scene .",How often are they being called to crime scenes?,twice a year,no,Frequency,6813_MC_TACO
He has not told his wife that he was fired and is simply serving out his tenure at the agency while looking for a new position .,How long has he been fired for?,a few weeks,yes,Event Duration,7494_MC_TACO
"In the end , they drive off , listening to the radio .",How long was the drive?,6 hours,yes,Event Duration,1581_MC_TACO
The Minangkabau custom of freely electing their leaders provided the model for rulership elections in modern federal Malaysia.,How long did the elections take?,3 centuries,no,Event Duration,3265_MC_TACO
"For example, buy local produce at a farmers market, like the one in Figure 2.20.",How long does it take to get to the farmers market?,5 seconds,no,Event Duration,6795_MC_TACO
"There were a couple times that the family dog, Mika, has tried to take Joey from Marsha and eat him!",What happens after Mika tries to eat Joey?,he is praised by marsha,no,Event Ordering,44_MC_TACO
"In school, Atta came across as very intelligent and reasonably pleasant, with an excellent command of the German language.",When did Atta learn German?,when she was 42,no,Typical Time,7559_MC_TACO
"A lot of poor people are not going to get served,'' she said.",What happened after the poor went under-served?,a lot of people using something,no,Event Ordering,2781_MC_TACO
The fossils that are very distinct at certain times of Earths history are called index fossils.,When were the fossils found?,20 seconds ago,no,Typical Time,2049_MC_TACO
Alexander II's death caused a great setback for the reform movement.,When did Alexander II die?,"March 13, 1881",yes,Typical Time,3664_MC_TACO
"With this, it became impossible for me to stay upstairs, he said, pointing to the scars on his forearm.",When did he decide to move out?,"he moved out after he was cut on his forearms, within 1 month",yes,Typical Time,3079_MC_TACO
It too has many Continents are much older than ocean basins.,How often are Continents created?,once per week,no,Frequency,2290_MC_TACO
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.",How many times a week did Wallace go to school?,8 times,no,Frequency,3288_MC_TACO
The legitimization of gambling led to its increased legalization across the US.,How often has gambling been legalized?,3000 times,no,Frequency,4689_MC_TACO
The CIA now estimates that it cost al Qaeda about $30 million per year to sustain its activities before 9/11 and that this money was raised almost entirely through donations.,How long did it take al Qaeda to raise $30 million?,a few weeks,no,Event Duration,160_MC_TACO
"The program avoids legal jargon, offers a courthouse video tour and sticks to a fifth-grade vocabulary.",Is the program available today?,yes,yes,Stationarity,8287_MC_TACO
"This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.",How many times per week is the approach used?,5 times,yes,Frequency,747_MC_TACO
"Jaanu , who has been following Nandini , beats up Preetam thinking that he is in love with Nandini .",How long was Jaanu following Nandini?,2 years,no,Event Duration,4583_MC_TACO
The group are chased by the assassins and Ronnie and Riya are killed .,How long was the group chased by the assassins ?,5 months,no,Event Duration,1868_MC_TACO
Tumble liked to walk around outside in the garden and dig small holes to sleep in.,What time did Tumble go outside?,in the morning,yes,Typical Time,8636_MC_TACO
The award was named after the chief justice of the Indiana Supreme Court to honor his statewide vision on justice.,How long was the chief justice in standing?,1.67 years,no,Event Duration,2052_MC_TACO
"At NEADS, the report of the hijacking was relayed immediately to Battle Commander Colonel Robert Marr.",What happened after the hijacking threat was reported?,traders believe the market was back to normal,no,Event Ordering,3140_MC_TACO
"The agreement includes some U.S. aid for Palau, Kyota said, but he said those details remained to be worked out as well.",How often did the U.S. and Palau meet to work on the agreement?,the u . s . and palau met over the course of three months,yes,Frequency,1996_MC_TACO
The state has been first to pass major public health initiatives that have spread throughout the country.,How long did it take the health initiatives to pass?,a few centuries,no,Event Duration,3341_MC_TACO
"During this incident , Seki does n't realize he's being watched by Number 13 , but as soon as he does , Number 13 kills him .",At what time of day was Seki killed?,5:00 PM,yes,Typical Time,1661_MC_TACO
"This time, however, the anonymous artist worked in tandem with the director of Bristol museum in the UK.",How long did they work in tandem?,2 seconds,no,Event Duration,4625_MC_TACO
She later adopted the stage name Fontaine -- the name of her mother's second husband.,What happened after she was given a stage name?,she took a nap,no,Event Ordering,7804_MC_TACO
"Jerry swims in circles until Tom's head has done a 360 , and is then grabbed again .",What happened before Jerry swam in circles?,he gained 600 lbs,no,Event Ordering,7972_MC_TACO
"Its impetus was that Treasury Secretary Hamilton ""secured the nation's financial future and made it possible for her own family to make its fortune in grain elevators and banking.",Will Secretary Hamilton always be the Treasury Secretary?,they are replaced when a new president is elected,yes,Stationarity,4576_MC_TACO
"By the beginning of the fourth century the Algarve had a bishop in place, based in Faro.",How long did the bishop remain in Faro?,1 century,no,Event Duration,3563_MC_TACO
Tony and Ally like to play other games like hopscotch or jump rope but that day they joined the game of tag.,How often do Tony and Ally play hopscotch?,once a decade,no,Frequency,1492_MC_TACO
The lack of a legal aid presence in Pomona prompted the bar association and court officials to start their own once-monthly family law clinic.,Is the family law clinic now recognized in Pomona?,no,no,Stationarity,6290_MC_TACO
"After earning bachelor's and master's degrees in education and a few years teaching, Kilgore enrolled at the UM law school.",How many hours a week did Kilgore study while in law school?,law school teaches wonderful theory,no,Frequency,830_MC_TACO
It is spending more than $500 million a year on semiconductor research and development.,When is the development stage projected to end?,1 day,no,Typical Time,4669_MC_TACO
After wiping your feet on the mat you reach out to touch the brass knocker on the door.,How long did you wipe your feet on the mat?,about five minutes,no,Event Duration,1333_MC_TACO
"By 1930 raw-material production had tripled the figure of 1900, manufactured goods had increased twelve-fold, and heavy industry was galloping towards maturity.",At what time of the day was manufacturing occurring?,morning to night,yes,Typical Time,865_MC_TACO
"At Christie's, a folio of 21 prints from Alfred Stieglitz's ""Equivalents"" series sold for $396,000, a single-lot record.",How long did it take for the prints to sell?,a few seconds,no,Event Duration,3611_MC_TACO
"Alexander then faced the Assakenoi, who fought in the strongholds of Massaga, Ora and Aornos.",When did Alexander face the Assakenoi?,328 b.c,yes,Typical Time,4862_MC_TACO
"He jumped into the pond and started swimming toward the ducks, chasing around his new playmates.",When did he jump into the pond?,0.33 am,no,Typical Time,3176_MC_TACO
"To his quiet dismay , his supervising boss turns out to be Toru Akai , who with his gang had made Juzo's middle school life a living hell .",What did Juzo do after finding out his boss is Toru Akai?,fight the bosses,yes,Event Ordering,2193_MC_TACO
"His son and successor, Caracalla, a great admirer, visited the tomb during his own reign.",Did he stay at the tomb?,no,yes,Stationarity,3387_MC_TACO
He spoke the last word with such heavy intonation that Allan shrank back before the physical wave of sound emanating from Arthur's throat.,How often does Arthur talk to Allan?,every second,no,Frequency,87_MC_TACO
Tony and Ally like to play other games like hopscotch or jump rope but that day they joined the game of tag.,How long did the game of tag last?,20 days,no,Event Duration,1508_MC_TACO
", native Archaic Indians began to develop a lasting hunting and gathering culture.",How long does a typical hunt take?,300 days,no,Event Duration,1431_MC_TACO
These rangers were too well trained to appear openly curious about their captain's guest.,What day of the week did the rangers get trained?,earlier on saturday,no,Typical Time,2149_MC_TACO
"After meeting Maharishi Mahesh Yogi , the Beatles quickly return to London , and in a press conference they say they made a mistake when they trusted Maharishi .",When did the Beetles hold their press conference?,the day after they return to london,yes,Typical Time,2221_MC_TACO
"When  Bin Laden lived in Sudan from 1991 to 1996, he owned a number of businesses and other assets.",What did Bin Laden do after moving to Sudan?,he lived,yes,Event Ordering,7073_MC_TACO
She added a special growing mix from the garden store to make the soil better.,What happened after the growing mix was added?,plants grew,yes,Event Ordering,8961_MC_TACO
The Vice President's task force was just getting under way when the 9/11 attack occurred.,How often do such terrorist attacks happen in the world?,once every 5 weeks,no,Frequency,6424_MC_TACO
"When I was in college, I thought I wanted to be a doctor, she said.",What happened after she left college?,she turned to a life of crime,no,Event Ordering,2487_MC_TACO
"In 27 percent of the cases, the charges were dismissed or the defendant was found not guilty.",What did the defendants do after the charges were dismissed or they were found not guilty?,he was imprisoned,no,Event Ordering,1654_MC_TACO
Pushkin gradually became committed to social reform and emerged as a spokesman for literary radicals.,How long did it take for Pushkin to commit to social reform?,several hours,no,Event Duration,531_MC_TACO
"During breakfast one morning, he seemed lost in thought and ignored his food.",How long was he lost in thoughts?,the next 20 weeks,no,Event Duration,8075_MC_TACO
"So really, that's what many of the people are doing now,"" he said.",How long will they be doing that?,many hours,yes,Event Duration,1093_MC_TACO
"Tocqueville was a classical liberal who advocated parliamentary government, but was skeptical of the extremes of democracy.",How often did he join different political [parties?,every minute,no,Frequency,9053_MC_TACO
"When she went to a courthouse to file a complaint against her landlord, she found the process so confusing that she gave up and went home.",How long was she at the courthouse?,3 minutes,no,Event Duration,900_MC_TACO
and jumped up and down on the side walk trying to get him to see them.,How many days did he try to show them to him?,3 months,no,Frequency,905_MC_TACO
"A. DeConcini Federal Courthouse, 405 W. Congress St. Deconcini was one of the organization's early board members.",How long did it take to form the organization's board?,20 minutes,no,Event Duration,1371_MC_TACO
What if you rode the bus or were driven in a car?,How long would a bus ride normally take?,1 second,no,Event Duration,1536_MC_TACO
"During this incident , Seki does n't realize he's being watched by Number 13 , but as soon as he does , Number 13 kills him .",At what time of day was Seki killed?,from 9am to 4 pm,no,Typical Time,1665_MC_TACO
Some of the people who took advantage of her through a questionable loan program were sent to jail.,What happened after they were put in jail?,"of 1,500 people sent a questionnaire replied",no,Event Ordering,184_MC_TACO
"The exhibition's range, while very varied, remained true to Banksy form with his usual unconventional take on art.",What time did the exhibition open?,at midnight,no,Typical Time,3441_MC_TACO
"The letterhead on correspondence still bears the Bexar County Legal Aid name, even though the organization is no longer.",When was the letterhead printed?,this morning,no,Event Ordering,2348_MC_TACO
The bear looked up at the girl and it was almost as if he was smiling at her.,How long did the bear smile at the girl?,15 minutes,no,Event Duration,1252_MC_TACO
"Usually when they play the game, Billy answers the telephone in a loud voice, and Sally answers the telephone in a quiet voice.",How many times is the game played per day?,3000 times,no,Frequency,1106_MC_TACO
"Joe's parents are farmers and they have a huge farm with cows, chickens, and ducks.",What were Joe's parents before they were farmers?,students,yes,Event Ordering,9006_MC_TACO
It was the seismograph that made it possible to learn why the Earth acted like a magnet.,Will the Earth ever stop acting like a magnet?,yes it ' s a permanent phenomenon,no,Stationarity,6721_MC_TACO
All Ana had to do was spell this last word and she would be the winner.,What time was the spelling competition?,10:00 PM,no,Typical Time,4885_MC_TACO
"In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981.",How often does Powell travel to other countries to meet their leaders?,several times a week,no,Frequency,1479_MC_TACO
"Several tenants blame other neighbors as perpetrators of the rift, however.",What will the tenants do as a result of the rift?,they will move,yes,Event Ordering,439_MC_TACO
Schools were scarce between World War I and World War II.,About how much time passed between World War I and World War II?,150 days,no,Event Duration,5216_MC_TACO
"The two suicide operatives chosen were Hassan al Khamri and Ibrahim al Thawar, also known as Nibras.",How long did it take to chose the operatives?,3 weeks,yes,Event Duration,3407_MC_TACO
"Even if he did not respond to that part of the interview, he certainly knew about the case at that point.",How long did in the interview last?,30 minutes,yes,Event Duration,6045_MC_TACO
"This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.",What happened after the approach was made by Landau and Lifshitz?,it was lost,no,Event Ordering,753_MC_TACO
Sarawak's coast and jungle interior were controlled by the Iban — Sea Dayak pirates and Land Dayak slash-and-burn farmers.,What time of day did the Iban gain control?,5:00 PM,yes,Typical Time,2802_MC_TACO
"In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has clearly backed.",When did the guerillas first appear in Columbia,5 weeks ago,no,Typical Time,228_MC_TACO
The legitimization of gambling led to its increased legalization across the US.,How often has gambling been legalized?,once a second,no,Frequency,4691_MC_TACO
"When you inhale, air enters the respiratory system through your nose and ends up in your lungs, where gas exchange with the blood takes place.",How often do people need to take breaths?,people need to take breath every ten hours,no,Frequency,2575_MC_TACO
"Peter wanted to show off his bark, but he was too tired.",How often does Peter bark?,several times per minute,no,Frequency,3471_MC_TACO
"At NEADS, the report of the hijacking was relayed immediately to Battle Commander Colonel Robert Marr.",How often had there been threats?,the latest hijacking,no,Frequency,3154_MC_TACO
"This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.",What happened after the approach was made by Landau and Lifshitz?,it was put into practice,yes,Event Ordering,757_MC_TACO
"Edwina similarly falls into disfavor with the Maharani , who explains that Safti has been raised to lead a pure life and that Edwina is unworthy of him .",How long had Edwina known Safti?,1 year,yes,Event Duration,8578_MC_TACO
"He jumped into the pond and started swimming toward the ducks, chasing around his new playmates.",How often does he chase birds?,once or twice per second,no,Frequency,3200_MC_TACO
The state has been first to pass major public health initiatives that have spread throughout the country.,What day did the health initiatives pass?,tomorrow,no,Typical Time,3335_MC_TACO
"As measured by these standards, we recorded the best year in safety performance in our Company's history.",When was their record year?,12 centuries ago,no,Typical Time,6678_MC_TACO
"Search ""Emiliano Malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture.",What does Emiliano Malaquez do after he finishes a sculpture?,he has it on display,yes,Event Ordering,963_MC_TACO
"The core of our strategy is to lead in technology and attack the high-performance segments of the market, said John Kelly, senior vice president in charge of IBM's technology group.",How often does John Kelly divulge IBM's strategies?,every minute,no,Frequency,9137_MC_TACO
"After meeting Maharishi Mahesh Yogi , the Beatles quickly return to London , and in a press conference they say they made a mistake when they trusted Maharishi .",When did the Beetles hold their press conference?,the minute after they return to london,no,Typical Time,2219_MC_TACO
"So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.",What day did Martha decide to take extra care?,wednesday,yes,Typical Time,74_MC_TACO
"After finally sleeping with Lucrezia , Callimaco confesses everything .",When did Callimaco sleep with Lucrezia?,9 month ago,no,Typical Time,2129_MC_TACO
"The origin of the funds remains unknown, although we have a general idea of how al Qaeda financed itself during the period leading up to 9/11.",When did they gain a general idea of how al Qaeda  was financing itself?,after 9/11,yes,Typical Time,8840_MC_TACO
Danny begins spending less and less time at home with his wife and children .,What time would he leave home in the morning?,10:00 AM,yes,Typical Time,7622_MC_TACO
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.",When did Wallace wake up for high school?,at 6 am,yes,Typical Time,3301_MC_TACO
They also argued that Hall's litigious style hampered their ability to garner funds from Congress.,How often are funds garnered from Congress?,once every 10 hours,no,Frequency,1458_MC_TACO
He estimated the money will help handle at least another 180 cases next year.,When will the money start helping people?,"the money is placed in a trust, and released to help people 6.67 years from now",no,Typical Time,7336_MC_TACO
It's just this hard when I try to answer the question: Why do older Oklahomans need lawyers?,How often do Oklahomans need lawyers?,once per day,no,Frequency,1797_MC_TACO
"During this incident , Seki does n't realize he's being watched by Number 13 , but as soon as he does , Number 13 kills him .",How often has Number 13 watched Seki?,5 times,yes,Frequency,1651_MC_TACO
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.",How often does Brewer talk about the legal system marketplace?,every second,no,Frequency,2244_MC_TACO
He has not told his wife that he was fired and is simply serving out his tenure at the agency while looking for a new position .,When was he fired?,saturday,yes,Typical Time,7486_MC_TACO
"Diggler became a prominent model and began appearing in pornographic films , after Which his career took off .",When did Diggler start modeling?,in the year 1995,yes,Typical Time,792_MC_TACO
"Yonggary is then sent to the city and does some damage , where some jets attack him .",What time did the jets attack Yonggary?,5:00 PM,yes,Typical Time,570_MC_TACO
"Boston Center TMU [Traffic Management Unit], we have a problem here.",How long had the problem been occuring?,"the problem was a recent accident, and had just occurred less than 10 days prior",no,Event Duration,6472_MC_TACO
At this early stage in its history Japan was already (for the most part) only nominally ruled by the emperor.,How long did the Emperor rule Japan?,200 seconds,no,Event Duration,3704_MC_TACO
"Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor.",What time did Joe and his father ride in the field?,4:00 PM,yes,Typical Time,464_MC_TACO
"Over 200 Arawak sites have been identified, and it is said that when the Spanish arrived in Jamaica there were approximately 100,000 Arawak living on the island.",What happened after the Spanish found Jamaica?,they killed the arawak,yes,Event Ordering,1301_MC_TACO
"The 300-millimeter silicon wafers -- about the size of a standard pizza -- are shuttled around the facility in enclosed plastic pods, which ride on overhead tracks.",At what time do the wafers get placed on tracks?,2:00 AM,no,Typical Time,222_MC_TACO
"Since then, she has earned promotions from managing attorney, senior attorney, then director of the Council on Aging project.",How often does she earn promotions?,every minute,no,Frequency,5788_MC_TACO
"He ran all around the pond, barking at the ducks.",Is he still barking at the ducks now?,yes,yes,Stationarity,1004_MC_TACO
Grants of tax-free land over the years had been made to Buddhist temples and members of the court aristocracy.,How often were the grants issued?,twice a second,no,Frequency,2329_MC_TACO
"Over the centuries, the living here has always been easy enough to attract a steady stream of immigrants.",At what time of the day did the immigrants arrive?,at 10 am,yes,Typical Time,8180_MC_TACO
The group are chased by the assassins and Ronnie and Riya are killed .,What happened after Ronnie and Riya were killed?,they escaped,no,Event Ordering,1883_MC_TACO
"A thin, washed-out, pretty woman stood up, and clasped her hands in front of her.",How long were her hands clasped?,50 minutes,no,Event Duration,7245_MC_TACO
Every Saturday we would go to the park and play Toodles' favorite game.,How long is the game,2 years,no,Event Duration,8138_MC_TACO
"Jud replies , `` Christ on His throne , no. .",How often does Jud attend Church?,once a year,no,Frequency,6094_MC_TACO
Estimates of his date of birth vary by well over a century.,What happened after his birth?,by thousands of his supporters cheered he,no,Event Ordering,1119_MC_TACO
Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.,How long did it take for Mr Barco to accept military aid?,a few seconds,no,Event Duration,3595_MC_TACO
"With this, it became impossible for me to stay upstairs, he said, pointing to the scars on his forearm.",How often did he consider moving out after he got his scars?,the board asked to stay on mr. evans,no,Frequency,3061_MC_TACO
"And as they waited for His coming, one generation after another, and yet He did not come, a sadness fell upon them.",How many times per day did they wait?,2 times,yes,Frequency,2615_MC_TACO
"Moreover, he said, technology now exists for stealing corporate secrets after they've been ""erased"" from a computer's memory.",What happens after hacker steal the corporate secrets?,they are sold off the black market,yes,Event Ordering,7214_MC_TACO
"Princes and princesses judged the merits of birds, insects, flowers, roots, or seashells.","When did they judge the merits of birds, insects, flowers, roots, or seashells?",yesterday,no,Typical Time,3891_MC_TACO
"Early in chapter 5 we introduced, along with Khalid Sheikh Mohammed, two other men who became operational coordinators for al Qaeda: Khallad and Nashiri.",When would Khallad and Nashiri be introduced?,12:00 AM,no,Typical Time,5048_MC_TACO
"He loved spending time with him when he was younger, but he had moved last year.",What did he do after he moved?,he made new friends,yes,Event Ordering,9290_MC_TACO
"When he's not working for a Washington defense attorney, Lucas recovers stolen property for a 40% cut.",How long are his shifts as a defense attorney?,72 hours,no,Event Duration,7267_MC_TACO
Pushkin gradually became committed to social reform and emerged as a spokesman for literary radicals.,What did Puskin do next?,made peace,yes,Event Ordering,536_MC_TACO
"His people had tried and tried to break him, but he was wild at heart.",How often did the people try to break him?,people tries to break him every day,yes,Frequency,6355_MC_TACO
Martinez works two jobs as a physician's assistant and supports his elderly parents and 8-year-old son.,How often does Martinez work?,40 seconds a week,no,Frequency,5351_MC_TACO
"Pushkin published his first poem at the age of fifteen, and was widely recognized by the literary establishment by the time of his graduation from the Tsarskoye Selo Lyceum.",How long did it take Pushkin to graduate from Tsarskoye Selo Lyceum?,0.4 years,no,Event Duration,803_MC_TACO
"Wallace, 38, called Gastonia home from the age of 8 until she graduated from Hunter Huss High School in 1983.",How many times a week did Wallace go to school?,no student graduated from elementary school,no,Frequency,3283_MC_TACO
"He ordered the evacuation of al Qaeda's Kandahar airport compound and fled- first to the desert area near Kabul, then to Khowst and Jalalabad, and eventually back to Kandahar.",How long did the evacuation of the airport take?,6 minutes,no,Event Duration,5778_MC_TACO
The report of American 11 heading south was the first; Delta 1989 was the second.,How often was American 11 heading south in a week?,the american 11 was heading south fourteen times a week,no,Frequency,8422_MC_TACO
He jumped on his favorite chair and looked down as Maggie ran under it.,How long did it take him to jump on the chair.,it took him only a few seconds,yes,Event Duration,5311_MC_TACO
"Newman also has a $5.4 million long-term compensation package the company awarded him upon his appointment as CEO in March 2010, according to the SEC filing.",What happened after Newman left the company?,newman found another role,yes,Event Ordering,1905_MC_TACO
You can clearly see the same rock layers on opposite sides of the canyon.,How often are canyons formed?,1 minute,no,Frequency,2631_MC_TACO
She explained that Frank 's father was an alcoholic and that his mother worked as a toll booth operator .,When did Frank's father become an alcoholic?,2001,yes,Typical Time,1555_MC_TACO
"One day, as Mary was picking the blueberries, she turned around to find that Max was not there.",At what time of day was Mary picking blueberries?,about 1 am,no,Typical Time,1132_MC_TACO
The side of Malaquez's parcel gave way to reveal a greenmunk caught in a sheen of solid air.,Does Malaquez still have his parcel?,he gave no further details,no,Stationarity,2065_MC_TACO
"Bringing my face close to the shoes, I breathed deeply of air that my parents had trapped while closing up that symbol of their love for me.",How long did he breathe in the air from the shoes?,4 second,yes,Event Duration,2211_MC_TACO
