context,question,label,answer1,answer2,index1
"Performing some bike maintenance , the lady lubricates a frame before assembly is completed .",Who performs something?,no,team,them,850
woman and little girl wearing red in Asian color,Where is someone wearing something?,no,in Asian area,market,1505
A soccer player wearing bright green kicks a soccer ball so hard that it sends clumps of dirt and grass flying .,What is flying?,no,people,a weed eater,3872
A man holding a baby and an older child admire a birthday cake with candles .,How does someone admire something?,no,them,more balloons,2522
"A man is exiting a port - a - potty , relieved he can smell fresh air .",What is someone exiting?,yes,potty,to photographer,4376
Two men working at a Donut Shop promote their new favorite candied apples as Customers decide what is the healthiest option .,What does someone promote?,no,their new product,people,3409
A black man wearing a blue shirt and some bling starring into the dark .,What was someone starring into?,no,the camera,them,465
A child is looking at a red parking meter on the street .,What is someone looking at?,no,station,sleigh,558
"A group of children and adults are gathered in an outdoor desert setting as if preparing for or returning from an outing , with several kids wearing matching light blue backpacks and a Saguaro cactus in the far left background .",What is being matched?,yes,light blue backpacks,a red shirt,2723
A black man in a white shirt looks tired while a black women stirs a pot .,Who stirs something?,no,woman,vehicle,1886
People stand along the sidewalk watching a bus come their way .,What comes?,no,building,they,2556
An woman wearing headphones is sitting on a subway wearing a blue face mask while three men also wearing the masks to prevent germs look back in her eyes .,Where does someone look?,no,in her direction,an outstretched hand,2317
"A young boy and girl wearing coats , hats , and boots are at the beach looking at something that they found .",What did someone found?,no,hats,field,2024
"A black and white spaniel gently mouths the face of a toddler - aged girl wearing a red shirt , khaki skirt and black shoes while the girl looks somewhat amused and somewhat disgusted by the dog 's touch .",What mouths something?,yes,spaniel,next to a bulldozer,3164
a man with long hair pulled into a ponytail and thick framed black glasses stands at a stove stirring a pot of boiling water .,Where does something stand?,no,table,his balance,1194
"A caterer preparing food at an outdoor venue , with many dished on them .",What was someone dished on?,no,display,scarf,1401
"A man playing scrabble with carrots , celery , onions , limes , apples and cauliflower in the pictures while his opponent has rocks spelled out on his tray .",How is something spelled?,no,face,a chair,1538
"A young boy watching with great eyes , two people using a saw to cut some metal .",How was someone watching?,no,with great interest,comfortable,4083
A hiker discovers a feature in an otherwise barren landscape .,What does someone discover?,no,heart,a red scarf,2420
An elderly lady in a brown hooded coat takes a newspaper from a friendly old man with a stack of papers he is distributing in a large foyer .,What does something take?,no,beating,someone,2118
"A young woman wearing glasses and a black blouse holds a ladle in one hand , a bowl in the other and a fork in her mouth .",Who wears something?,no,girl,eyes,2664
Two men working at a Donut Shop promote their new product candied apples as Customers decide what is the healthiest option .,Where is someone working?,no,company,people,3406
A lady adventurer with snowshoes is taking a break in a snow covered area and checking her phone .,Where is someone taking something?,no,park,a giant fish,3630
An African American girl who had just received a doll from a family who adopted her from the world .,Where did someone adopt someone from?,no,the states,shavings,1601
"Two Argentina basketball players , one incredibly happy , and the other a little frustrated , with their coach clapping for one of the players and a female manager walking off the street smiling .",What is someone walking through?,no,the court,off an ocean side road,4235
An Asian man is dressed as an explorer is posing with a woman dressed up as a movie starlet .,What is someone dressed as?,no,actor,intricately,1998
A toddler wearing a pink shirt and jeans is placed on a shopping cart while sitting next to a loaf of bread .,What did someone wear?,no,pants,league,764
Native Americans in decorative dress appear to be celebrating for a cause .,Who is celebrating for something?,no,women,a green bib,3076
Three construction workers stand over a job site wearing ragged and tattered clothes while a man and woman pass behind them and a large pill of dirt and debris sit in front .,What is tattered?,no,clothing,woman,501
"A child standing on a chair to shove his face into a fire by a river , his negligent father watches on in bemusement .",How is something shoved?,no,by a candle,red sandals,1419
Two baseball players are exchanging a handshake .,Who is exchanging something?,no,teams,his face,2198
Someone is hang gliding or parachuting down by a large body of water with green hills all around .,What is someone parachuting from?,no,people,an elaborate outfit,4314
people making strawberries drink on a hot day .,What does someone make?,yes,strawberries,heart,509
A soldier is dressed in camouflage with a black firearm in the street .,What is someone dressed in?,no,black,some metal,3044
A man plays a recorder to a seagull by a brick wall .,What does someone play?,no,song,home,1278
An unidentified woman sleeping in a very unusual nook of a decorative stone structure .,Who was sleeping?,no,women,In a gym setting,3132
A group of teenage boys hang out in a loft .,Where does someone hang up?,no,building,underpass,2046
A tall with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling .,Who is holding into something?,no,A kid,A baby,1735
A protest travels down the street in hopes of freeing them .,Why does something travel somewhere?,no,in hopes of freeing Gaza,a pharaoh 's headdress,3023
"A black man with gray eyes , wearing a tan and white plaid button - down shirt , is steadying a large woven circular basket of bananas atop his head .",Who wore something?,no,A black man with gray hair,around,2983
Several individuals getting together to play the bagpipes and eat some cuisine .,Who plays something?,no,just,A brown - haired woman,4340
A painter is sitting at a street corner and has completed the majority of a painting of the Cafe across the street from himself .,Who is sitting somewhere?,no,this,gray pants,2600
A group of women being served hors d'oeuvres at an exhibition .,What was someone served in?,no,an affair,families,1431
Hundreds of people walking on a very busy street with stars hanging from buildings .,What is someone walking on?,no,building,blower,1348
"A group of women , gathered around a pit fire and wieners on a grill , are drinking an assortment of beverages .",Who was gathered?,no,A group of individuals,a palace and the landscape,3605
A woman is sanding a porch with an electric sander .,How is someone sanding something?,yes,sander,from,3374
A brown dog is lying on a grassy field as the wind blows through his eyes .,When is something lying somewhere?,no,as the wind blows through his fur,from,209
"A woman with brown hair , wearing a black sweater , black glasses , and dark glasses is crossing a street pass three children while holding a lavender bag with white embroidery .",What is someone wearing?,no,"a black sweater , black glasses , and dark pants",mark,719
The rider throws his hand up for good as the brown horse bucks .,Why does someone throw something?,no,for balance,midget,1755
"A football game between a gold team and a white team , a team member from the gold team is signing a time - out .",Who is signing something?,no,player,event,824
A person wearing jeans and a t - shirt staining handrails on a sunny day .,What did someone wear?,no,from,outside a temple,4368
Four similarly styled brightly dressed women with long skirts dancing in the sunlight with trees framing their movements in the background .,Where is someone dancing?,no,background,bannister,454
"The man is digging to find something important , gems , gold or other sort .",Why is someone digging?,no,like,building,1672
A group of silk clad women dance in the street as a sparse crowd watches .,Who dances somewhere?,no,A group of silk clad performers,Three girls,2153
"A group of people are sitting and standing holding a banner that stays , "" they ARE DEMANDING . """,Who is demanding?,no,WE,A boy,1065
Many woman on laying on bellies on floor holding hands .,Who is laying?,no,like,hands,844
"A black and white spaniel gently mouths the face of a toddler - aged girl wearing a red shirt , khaki skirt and black shoes while the girl looks somewhat embarrassed and somewhat disgusted by the dog 's touch .",How does someone look?,no,somewhat amused,A man without a shirt,3171
A man on scaffolding working on the masonry of a wall .,What is someone working on?,no,building,A man,2766
"Three people are in an alley with a dumpster , one skateboarding over the dumpster while the other two look on .",What is someone skateboarding into?,yes,the dumpster,blacktop,2323
A platinum blond young woman wearing heavy makeup is carrying a pink clutch and talking on her mobile phone .,Who is talking?,no,girl,camera,292
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball from .,When is someone wearing something?,no,while he kicks a yellow soccer ball around,its mechanism,4155
Three men are setting up a sledge on a snowy town .,Where is someone setting up something?,no,on a snowy plain,to no avail,971
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Where does someone look into something?,no,place,A stream of men,3980
"A group of three individuals involved in an event geared towards epilepsy , singing and performing for a group of people .",Who was performing for something?,no,were,bench,4266
A guy who caught a giant fish reels it in then picks it up with a extended net .,Who reels something?,no,people,school,3838
A woman is sitting on a lawn chair holding a blown up of Incredible people .,What is blown of?,no,Incredible Hulk,Two men,1289
A man wearing a gray shirt is taking clippings from a large plant .,What did someone wear?,no,dress,rock,1766
"A bulldozer works to demolish a decrepit building ; in the background , another brick building waits for its demise , its face covered with a grid of blackened window - windows .",How is something covered?,no,with a grid of blackened window - holes,A woman,599
"A little girl in a green shirt eats a crust of bread , smiling .",Who is smiling?,no,A little child,A worker,573
"At the rodeo , a patriotic cowboy and cowgirl prepare to ride with an american horse .",What does someone prepare to do?,no,ride with an american flag,A man in a purple shirt,815
A person is reaching out of a window in a high rise to pull on a rope pulley .,What does someone pull on?,yes,pulley,Two men,92
Children playing in public waterspouts .,What is someone playing in?,yes,waterspouts,fins,1004
A shirtless man wears a pharaoh 's headdress at a mall .,Where does someone wear something?,no,time,tree,3080
"A black and white spaniel gently mouths the face of a toddler - aged woman wearing a red shirt , khaki skirt and black shoes while the girl looks somewhat amused and somewhat disgusted by the dog 's touch .",Who wore something?,no,a toddler - aged girl,notepad,3167
"A man wearing a black shirt and blue jeans up in the air holding a plywood in each hand in front of a building that has a word "" stomp "" .",What is holding?,yes,a plywood,cycling,55
"On a bright sunny day , two people seem to come to an agreement .",Who seems to do something?,no,two men,Two little girls,4065
"Under sunny skies , a group helps in the framing of new building .",Who helps in something?,no,a worker,dress,3597
A man in a thick blue winter jacket shoveling snow in a winter blizzard .,What was someone shoveling?,no,work,both,2806
A young brunette wearing purple and black floral stretch pants is attaching her bike to a finch .,What is something attached to?,no,wall,##ly,3274
A man picking up a hand as another slides to the base .,What is being picked?,no,a softball,becky,4151
A man wearing a vest with numerous buckles and goggles on his forehead looks down at a woman in red and black striped pants who is wearing lace gloves and holding a toy gun .,How does someone look?,no,back,tripod,526
The little girl wearing pink is having fun bungee jumping .,Who is wearing something?,no,people,a wasp,2326
A Indian women displaying her cultural status with painted red fingers and an extravagant head piece .,What is someone displaying?,no,her cultural heritage,what is the healthiest option,2479
Ballerina performing as a girl rat in an open park .,Who is performing?,yes,Ballerina,Athletes,2962
"Bizarre live art exhibit with goddess type woman , man strapped to women , and hairy man in suit .",Where is someone strapped?,no,to dolly,people,2585
A small child wearing a red jacket and blue shorts is hanging onto the white cross bar of a blue metal swing set which is in the corner of the yard near the little white bench and the stacked firewood .,What is hanging into something?,no,A small child wearing a red jacket and blue pants,room,2407
Children playing on a roundabout .,Who is playing?,no,just,a long pole,2746
An older man is riding his bike in front of a large cruise ship that is sitting in that .,Where is something sitting?,no,in port,alpacas,795
A giant reflective people which people are passing by and also looking at .,What is passing?,no,A giant reflective object,three of the men,1855
"A bedroom which contains a bed which has a striped bedspread and dust ruffle , is being vacuumed by a man wear navy shorts and t - shirt .",What does something contain?,no,room,three men,3292
Man dressed up in black and black and holding a white light saber .,What was someone dressed of?,no,black and brown,a safari hunter,1245
Two weary looking men in a boxing match both have one glove under their chin and the other touching the other man 's head .,What is someone touching?,no,hand,heart,3020
A young man is gaining power to hit a punching bag as his peers watch from behind him .,When is someone hitting something?,no,them,together,2428
"At an intersection , a man is pushing a gurney loaded with food in front of a woman wearing brown boots .",What is something loaded with?,no,boxes,the pile of leaves,2827
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous people all in one area that he 's picking up .,What has someone founded?,no,numerous eggs,friends,4003
Brown - skinned woman pretends to do her homework while someone takes a picture for social services .,Who pretends to do something?,no,Brown - skinned girl,in tan,2561
An African dressmaker puts the finishing hand on a garment while two women watch .,What is finishing?,no,touches,link,1111
"A man , wearing a high pressure water machine on his back is sculpting a monument of jesus christ .",What was someone wearing?,no,helmet,a blond girl,1094
"Three they walk , in their hijab , alone in an area of Muslim denomination .",Who walks?,no,Three woman,in a field,2941
A tarp wrapped around a fence and a watering can .,Where is something wrapped?,no,around a tree,out of a hole,65
A young man demonstrating his prowess in the martial arts for his wife as she sits on a concrete wall that is part of a general seating area .,Who did someone demonstrate something for?,no,his girlfriend,outside,7
"A woman in a blue and brown parka with matching hat is in a snow - covered forest on either crosscountry skis or snowshoes , which are obscured by the ruts in the trail she is following .",What is being followed?,no,forest,to be served,2792
"Musician sitting on the ground plays his guitar as crowds of people walk around him disregarding the sign in his case which states "" tell me why my music works "" .",What does something state?,no,tell me why my music sucks,mush,2659
People are in a room discussing around a computer printer .,What is someone discussing?,no,computer,""" Dreams , "" with another person",562
A man is smiling as he presents a playbill or pamphlet to photographer .,Who is pamphlet to something?,no,paul,room,2994
A man wearing khaki pants and no shirt is shaving his face near a boxcar .,Where is something being shaved?,yes,near a boxcar,Dave,2403
"a little girl sitting outside on a colored paisley blanket wearing a yellow shirt , matching flowered shirt , and holding a white hat .",What is flowered?,no,pants,A group of people,2499
"An Indian woman sitting down with her hand outstretched , in a blue dress and expensive jewelry .",Who is sitting?,no,An Indian women,automobile,4193
New sport is being played to show appreciation to the kids who can not walk .,Who can't walk?,no,people,an A frame shack,3934
Two they are bathing at a spa .,Who is bathing somewhere?,no,Two women,A man,1435
A barefoot from laying down in the crevice under a bridge .,Who is laying somewhere?,no,A barefoot man,water,1337
Many they gather to watch a new invention .,Who gathers?,no,Many people,a skateboard,2811
An African family stands in the middle of a group of hay huts with plastic overlays .,What is hutted?,no,small,from a cup,2706
It looks as though there was a beauty competition of some sort sponsored by the group as evidenced by the stuffed panda bears .,How does something look?,no,as though there was a beauty competition of some sort sponsored by the Chinese,machine,4279
A woman with an orange shirt is holding a trey with ice cream and ice cream cones on it .,Who is holding something?,no,face,group,1794
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off , perhaps for a block party , while onlookers walk behind and listeners are seated in front in lawn chairs .",Who is seated?,no,body,while,2436
A young woman sits in a salon in front of a mirror while another woman braids her brown ##ness .,What does someone braid?,no,her brown hair,kids,391
"Three men in a casual band are getting ready to play in a small joint- one on the drums , one on guitar , and the third on keyboard .",What is someone getting?,no,gather,surprise,3910
Men dressed in camouflage assist in helping clean up a grassy area .,What was someone dressed in?,no,uniform,one,1178
a basketball player is making a jamming the ball in the basket,Who is making something?,no,team,general,4030
"A baseball pitcher pitches a fastball to an on - looking player , catcher , and Umpire .",Who is looking?,no,batter,side,3835
A dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball .,Where does something jump?,no,snow,buoy,1220
kid eating pasta,What is someone being kidded to do?,no,food,The band Edward Sharp and the Magnetic Zeros,1644
"A child standing on a chair to shove his face into a face by a candle , his negligent father watches on in bemusement .",Where is something being shoved?,no,into a fire,girl,1417
A man puts the finishing touches on his graffiti artwork .,What does someone put something on?,no,team,A woman,3004
will makes a face while playing the board game Clue .,Who makes something?,no,Woman,his hands,1005
Hundreds of people walking on a very busy street with stars hanging from buildings .,What is hanging?,no,some,while,1350
"A group of three individuals involved in an event geared towards epilepsy , singing and performing for a group of people .",Who was singing?,no,were,great sportsmanship,4264
"A caterer preparing food at an outdoor level , with many dished on display .",Where is something being prepared?,no,at an outdoor venue,deference,1397
A group of silk clad performers dance in the street as a sparse crowd watches .,Where does someone watch?,no,center,jacket,2156
Three men sitting around a table during a speaking engagement .,When was someone sitting somewhere?,no,session,brown,1130
An asian woman is sitting on the floor inside holding a purse made from palm fronds .,Where is someone sitting?,no,side,a solicitor,1950
A child is riding a mountain horse as he passes by an ornamental gateway .,What is someone riding?,no,a mountain bike,australia,3057
A woman with a red and orange apron makes paper - mache orbs while her friend leans into the frame .,When does something make something?,no,door,in a convenience store,1590
"A woman wearing a red scarf , blue sweater and jeans is sitting there , cross legged amidst a series of stone or concrete blocks .",How is someone sitting?,no,alone,on a bench,347
"A man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",What is someone wearing?,yes,bib,animal,18
The girl in plaid is helping the little girl feed an apple to a horse .,Where is something being fed?,no,person,river,2042
A Chinese man is pushing a wheelchair with nobody in it on a busy Chinese station .,Where is someone pushing something?,no,on a busy Chinese street,A young blond woman,3381
"A black man with gray eyes , wearing a tan and white plaid button - down shirt , is steadying a large woven circular basket of bananas atop his head .",Who is steadying something?,no,A black man with gray hair,batter,2985
A mannequin dressed in lingerie is being advertised .,What is someone dressed in?,yes,lingerie,numbers,3011
A man hugging his spouse looks across the waterway .,Who is someone hugging?,no,wife,soldiers,1516
A shoe shiner waits for customers .,What waits for something?,yes,A shoe shiner,another,417
"A caterer preparing food at an outdoor venue , with many dished on display .",How was someone dished?,no,them,while,1400
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,What does someone take?,no,lead,person,4042
A young girl suspended by water next to a mesh .,How was someone suspended?,no,by rope,ready,1101
"An Asian man wearing a graphic T - face that says "" Music is the weapon of the future "" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",What says something?,no,An Asian man wearing a graphic T - shirt,himself,4331
A woman reacts to something unseen as she prepares to line up her pool shot .,Who prepares to do something?,no,that,time,412
Two men playing instruments on the street to entertain passer byes .,Why is someone playing something?,yes,byes,child,3420
Two men working at a Donut company promote their new product candied apples as Customers decide what is the healthiest option .,What is someone working at?,no,a Donut Shop,games,3407
A tailor uses a long pole to search for a certain piece of lace suspended above him .,What is suspended?,no,a certain piece of fabric,Stratocaster,1821
"A man controlling a dog sled approaches another dog sled team in a narrow , snowy passageway between two sets of trees .",Who is sledding?,no,horse,someone,1962
"The which lunges forward seeking the point , while the defender easily steps aside",Who lunges?,no,The competitor,over,3823
"A young boy , dressed in a karate gee and wearing a yellow belt , stands ready to defend himself inside a gym .",How was someone dressed?,no,shirt,boys,1036
A rugby player attempts to break free of an opposing player with both teams closing in .,Who is opposing?,no,usually,the band,2338
A body modifier enjoys a beer while relaxing on a nice sunny day .,When is something relaxing?,no,beach,an animal,364
Three men in hats inspect a small outdoor recreation of a steam locomotive .,What does someone inspect?,no,engine,building,2186
"Four musicians , wearing Scottish garments , are playing instruments on the street- two accordion , one horn , and one clarinet .",What is someone playing?,no,music,a lighter,662
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What does someone pour?,no,coffee,even,3944
A kid with a blue hat and braces holding onto a skateboard and appearing to give the impression that he is yelling .,What is someone holding into?,yes,a skateboard,two cappuccinos,1737
Woman smiling outside of tent surrounded by fake flamingos in the snow during time .,When did someone smile somewhere?,no,during winter,A female patent,2191
A woman designer extolling the virtues of one of her paper lamps to a potential person .,Who did someone extoll something to?,no,a potential client,A young man,2949
Tattooed young woman chains her bicycle to a signpost while juggling a guitar on her side .,When does someone chain something?,no,while juggling a guitar on her back,highway,3179
A big group of them surrounding a storm trooper .,Who surrounded something?,no,A big group of students,games,3189
"There is a man wearing construction gear , standing next to a bulldozer that is picking up rubble and debris .",What is picking up something?,yes,bulldozer,A small child wearing a red jacket and blue pants,38
"There is a marching band , the man closet to the camera is wearing red and is playing the drums .",Who is playing something?,no,right,to drill into a keg of beer,3624
A crowd of people surround a fender bender .,What does something surround?,no,guitar,crowd,3158
A woman and man look at a computer screen at an expo .,Who looks somewhere?,no,others,they,578
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",What is equipped with something?,yes,kayak,A lady,4096
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around .,What is someone wearing?,yes,cleats,at an outdoor venue,4154
well walking along a river near a beautiful homestead .,Who is walking somewhere?,no,People,in the shopping district,3
"Six kids , 4 in red and white uniforms , 2 in green and yellow , playing games .",What is someone playing?,no,lacrosse,time,2251
A clown in colorful attire applies govt .,What does someone apply?,no,cosmetics,club,2331
"A man smiles , while clinking ale bottles , with an unseen person , at a public establishment .",Who smiles?,no,that,often,242
A young man lights a lighter while another looks on .,Who lights something?,no,couple,wires,1700
A just trying to do some promotions for a new product in town .,Who is trying to do something?,no,A man,hotdogs,3127
"A group of three individuals involved in an event geared towards epilepsy , singing and performing for a group of students .",Who was someone singing for?,no,a group of people,foods,4265
four men sit on a stage playing woodwind instruments looking at the four that stands in front of them which have the words The Thistle on them .,What stands somewhere?,no,four music,A person with gray hair,2615
A woman with a red and orange apron makes paper - mache orbs while her husband leans into the frame .,Who leans into something?,no,her friend,during,1591
A newborn boy is lying in an incubator with many tubes attached .,Where is someone lying?,yes,in an incubator,this,2883
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Where does something sit?,no,rack,another,3948
"Performing some bike maintenance , the lady lubricates a frame before assembly is completed .",What is completed?,no,that,A man and woman,854
An airline flight crew member stands by the steps to an airliner .,What does someone stand by?,no,link,Teen girl,3580
A girl wearing a white polka dotted pink bow in her hair squeezes a bubble in front of her face .,What does something squeeze?,no,room,girl,222
An Asian man wearing metallic armor riding a brown horse is raising his arm in a field .,Where is something being raised?,no,dance,artist,3792
A woman and man look at a computer look at an expo .,Where does someone look?,no,at a computer screen,this,579
A little girl in an orange sarong holds her doll against an iron bench as a bicycle passes behind her .,Where does someone hold something?,no,against an iron fence,girls,2871
"A male wearing a strange helmet covering face and head is seated on the accordion case in a street apparently blocked off , perhaps for a block party , while onlookers walk behind and listeners are seated in groups in lawn chairs .",Where is someone seated?,no,in front,A toddler,2443
A man trying to do some promotions for a new product in town .,What is someone trying to do?,no,work,while he kicks a yellow soccer ball around,3128
Two elderly men are building a stone cottage wall in front of a blue cottage .,Where is someone building something?,no,wall,even,1870
A military man training his dog for combat .,Why is someone training something?,no,them,blue,3318
Causal orchestra members play in a church sanctuary as the stain glass window and elegant design stand boldly behind them .,What stands?,no,elegant columns,everyone,2209
A recently adopted mixed breed medium sized which bounds happily around the yard .,What is adopted?,no,mixed breed medium sized dog,the point,1619
A drummer is sitting behind a drum band near to someone playing a guitar .,Where is someone sitting?,no,behind a drum kit,A guitarist,2143
a man sits on a similar listing to his iPod,Where does someone sit?,no,on a bench,girl,2375
A young man lights a room while another looks on .,What does someone light?,no,a lighter,one in black wrestling gear,1701
"A bedroom which contains a bed which has a striped bedspread and dust ruffle , is being vacuumed by a person wear navy shorts and t - shirt .",Who is something vacuumed by?,no,a man,escalator,3295
A they standing among a crowd gathered outdoors with the flag of Western Sahara and a white banner with inscription in the background .,Who is standing?,no,A girl,by a large body of water,4315
A child riding a bike in an area with an overview of a body of water .,What is someone riding?,no,team,he,3082
Woman in red shift and long white socks kneeling on tennis shoes .,What is someone kneeling on?,no,tennis court,group,2549
"An aerial view is on the top of two women , one older , one younger , who seem to be making something to eat at a public showcase .",Where is someone making something?,no,market,in camouflage,1082
A women in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow 's head .,Who decorates something?,no,A man,world,3469
Two women share them while waiting for a bus .,What does someone share?,no,gossip,a brown horse,331
Someone grinding stones with a pestle .,How is something ground?,yes,with a pestle,rock,2035
A vendor and customer discussing products and pricing at a mall kiosk .,Where is something being discussed?,yes,at a mall kiosk,a black bikini,3073
The skateboarder prepares to wipeout .,What does someone prepare to do?,yes,wipeout,hacksaws,174
A young Asian man studying with a pencil and a dictionary while drinking a cola .,When did someone study with something?,no,drink,area,1168
A person is preparing to send a piece of paper through a paper shredder .,Who is sending something?,no,this,A black man with gray hair,2622
A woman holding a green bad taking a picture of another woman on a bridge .,What is being taken?,no,part,a black and white hat,3314
A man grills hotdogs and bratwurst on a grill on a street corner .,Where does someone grill something?,no,roast,the music,3696
A military man training his dog for combat .,Who is training someone?,no,leader,in camouflage,3316
The woman in the brown shirt is watching the other woman dry her hair .,Who dries something?,no,someone,a rubber raft,2256
"Musician sitting on the ground plays his guitar as crowds of people walk around him disregarding the sign in his case which states "" tell me why my music sucks "" .",Who is disregarding something?,no,another,game,2656
A runner slides into second base while the shortstop waits for the story,What does someone wait for?,no,the ball,another,2319
Several people are standing around a small window with a picture of a wasp painted on the roof and the side .,Where is someone standing?,no,around a small building,girls,3307
A person with a black knapsack and wearing a helmet is riding a blue scooter .,What is someone riding?,yes,scooter,Woman,1532
"On a bright sunny day , two men seem to come to an agreement .",Where does someone come?,no,understanding,himself,4070
"A man walks through a door and carries a rifle along his back , casually holding it by the muzzle .",Where does someone walk?,no,through a clearing,bear,3747
"At the rodeo , a patriotic cowboy and cowgirl prepare to ride with an american flag .",Where does someone prepare to do something?,no,show,around,812
Man at party receiving beer pillow ##ing .,What is someone receiving?,no,beer pillow gift,Four teenagers,1355
"A woman wearing a red dress , blue sweater and jeans is sitting alone , cross legged amidst a series of stone or concrete blocks .",What did someone wear?,no,a red scarf,gliding,345
Men dressed in camouflage assist in helping clean up a grassy area .,Who was dressed in something?,no,they,A woman,1176
"A lady dressed in a beautiful pink , jewel encrusted outfit and makeup standing next to two children .",How is something encrusted?,no,heavily,means,3486
"The motorist driving a Toyota Camry is approached on a heavily congested road by a solicitor wearing a knit cap , read T - shirt , and blue lightweight jacket .",What is someone driving?,yes,Camry,Rays of sunlight,3702
A mean looking dog is in the snow and showing his teeth .,What is being shown?,no,face,area,2184
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below .,How does something peer?,no,playfully,the thief,3240
"The motorist driving a Toyota Camry is approached on a heavily congested road by a solicitor wearing a knit cap , read T - shirt , and blue lightweight jacket .",What is someone approached on?,no,highway,hand,3706
A woman in a red shoulder shrug and brown eyes walking down a street passed a painted I Love New York wall sign with a doctor .,What is walking?,no,A woman in a red shoulder shrug and brown boots,Incredible Hulk,2967
A woman wearing shorts is feeding two llamas or alpacas in a field .,Who is alpacas?,no,when,everyone,3442
A man in a thick blue winter while shoveling snow in a winter blizzard .,Who shoveled something?,no,A man in a thick blue winter jacket,a tree,2805
A mannequin dressed in lingerie is being advertised .,What is advertised?,yes,mannequin,sometimes,3012
Several people are standing around a small building with a picture of a wasp painted on the roof and the side .,Where is something painted?,no,side,a shampoo,3310
"A woman with brown hair , wearing a black sweater , black glasses , and dark pants is crossing a river pass three children while holding a lavender bag with white embroidery .",What is someone crossing?,no,a street,a carrot,721
Four well styled brightly dressed women with long skirts dancing in the sunlight with trees framing their movements in the background .,How was someone styled?,no,similarly,in front of an oven,451
An elderly man sits on a table robed in off - white,Where does someone sit?,no,on a stool,a little girl,109
Man dressed up in black and brown and holding a white light saber .,How was someone dressed?,no,black,door,1244
A softball player in sunglasses tries to avoid a mishap with another player .,Who is something being avoided with?,no,someone,a purse,2360
A guy who caught a giant fish reels it in then picks it up with a extended net .,What does someone reel?,no,them,a sidewalk,3840
A constructor driving a hoist .,Who is driving something?,yes,constructor,A woman,3300
A street performer on stilts walks on the stone tiles and discovers the thief escaping with the suitcase .,What does someone discover?,no,money,A man,104
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,Who is racing somewhere?,no,women,room,4046
A india is presenting various documents using multimedia equipment .,Who is presenting something?,no,A woman,pirate characters,2349
"A woman works on a piece of computer paper , while surrounded by a variety of mechanical and computer equipment , in what appears to be some type of laboratory workroom .",Where does someone work?,no,on a piece of computer equipment,the other,29
Odd child with fake eye barrows and a cut on his face holds out his right hand .,What holds up something?,no,Odd child with fake eye barrows and a cut on his lip,Boaters,3699
A man in a black coat walks past a red spaceship with a parking ticket stuck to its window .,Where is something stuck?,no,side,The woman,922
A whole town participates in a war reenactment in the streets .,What does something participate in?,yes,reenactment,two cardboard cowboy gunslingers,1228
A woman designer extolling the virtues of one of her paper lamps to a potential client .,Who extolled something?,no,from,with a crowd and a brick building in the background,2946
"At an intersection , a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots .",What is someone pushing?,no,cart,Woman,2824
"A woman in a blue and brown parka with matching hat is in a snow - covered forest on either crosscountry skis or snowshoes , which are obscured by the ruts in the trail that is following .",Who is following something?,no,she,problem,2793
The little girl wearing pink is having fun bungee jumping .,Who is jumping?,no,people,someone,2328
Sitting from handling a stapler while another guy looks on .,Who is sitting?,no,guy,high,713
Greyhound running on track with blue vest with a white numeral two .,What is something running on?,no,foot,A crowd of people,140
"At the rodeo , a patriotic cowboy and cowgirl prepare to ride with an american flag .",Who rides with something?,yes,a patriotic cowboy and cowgirl,a medical seminar,817
A man and a girl sitting at a table gambling .,Who is sitting somewhere?,no,A man and a woman,A man,1823
Five mariachis playing on the street .,Who was playing?,yes,mariachis,using multimedia equipment,1654
A both in a black shirt is cooking out of a cookbook in a cluttered kitchen .,Who is cooking?,no,A man,on a bench,187
A girl in red short and a white T - shirt underground looking out of a window .,Where is something looking?,no,out of a hole,something to eat,951
