context,question,label,answerA,answerB,answerC,answerD,answerE
"'Not that he devised iron and gold, matches, or any other way of making fire.",How exactly does he light fires?,E,every year,5 times,it can take 1 year to grant a subpoena,each few weeks,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How frequently does he light fires?,E,twice every day,they change at night time,five -,a year,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How exactly does he light fires?,E,one day,once every week,every few hours,yes they will sometimes be worried,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How else does he light fires?,E,in summer,twice a week,she doubted that kind of performance is sustainable,three seconds ago,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How exactly does he light fires?,E,three questions,every month,one week,after he left earlier,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How exactly does he light fires?,E,every other month,every two years,tomorrow,one month,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How exactly does he light fires?,E,one day,about a hour,1.5 hours,each week,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How many does it take him to build a fire?,E,6 seconds,5 year,7 hours,2 times a seconds,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How many does it take him to build a fire?,E,they can only eat 1 meal per day,they went and,they were seeing different people,five seconds,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How many does it take him to build a fire?,E,two -,1.67 times a week,twice every day,10 seconds,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How much does it take him to build a fire?,D,they were lonely,2 weeks,one a year,five questions,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How many does it take him to build a fire?,E,10 days,3 hours,3 days,7 days,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How many does it take him to build a fire?,E,15 centuries,35 seconds,two centuries,35 hours,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How many does it take him to build a fire?,E,5 times a minute,aircraft are hijacked once a week,five -,big financial stocks carried the day,None of the above
"'Not that he devised iron and gold, matches, or any other way of making fire.",How many does it take him to build a fire?,E,2 seconds,twice a month,the first friday of each month,three times a minute,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,four centuries ago,22 seconds,every 90 years,35 seconds,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,C,3 times a hour,once every 30 centuries,18 years,about 5 am,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,two seconds,it was 9 years,every few weeks,60 years,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,20 weeks,they can only eat 1 meal per month,each minute,2 centuries,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,30 years,18 seconds,seconds,for 30 weeks,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,10 years,every year,they sold a little,2.44 years,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,5 times a week,7.33 years,two centuries,he worked to shed his raider image,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did it take Cathy Wallace to grow up?,E,a second,about 12 am,1 days,2 hours,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,10 days,every few seconds,several years,18 hours,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,usually a minute,2.22 years,5 year,she says you know,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,every 20 days,2 weeks,put it in a gallery,2 years,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,6 years,he attended to high school,twice every five seconds,they can only eat 1 meal per night,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How many did it take Cathy Wallace to grow up?,E,6.67 years,he published books of his poetry,3 times a hour,several years,None of the above
'Cathy Wallace did not always know what she was to be when she grew up.,What happened after she grew up?,A,she got a job,the next night,on most weekdays after school,it was used by others,None of the above
'Cathy Wallace did not always know what she was to be when she grew up.,What happened after she grew up?,E,she wanted strong government,lived with his mother,the first friday of each month,puts it in a gallery,None of the above
'Cathy Wallace did not always know what she was to be when she grew up.,What happened after she grew up?,E,they can only eat 1 meal per day,it can take 1 year to grant a subpoena,twice each month,she was a pirate,None of the above
'Cathy Wallace did not always know what she was to be when she grew up.,What happened after she grew up?,A,she found her place,organize ways to kill the terrorists,1 second,4 hours,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,What happened after she grew up?,E,he emerged as the heir apparent,she wanted a jim beam,it was used by others,every two years,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,Did Cathy always have this unsure feeling?,E,it was accepted by some,she introduces each chapter,he had a small investment,she know whether she had actually been pregnant,None of the above
Cathy Wallace did not always know what she had to be when she grew up.,Did Cathy always have this unsure feeling?,E,you know where she 'll turn up,every few centuries,she got a job,yes they do it all century for fun,None of the above
Cathy Wallace did not always know what she was to be when she grew up.,Did Cathy always have this unsure feeling?,E,3.5 hours,an hour,every 30 days,she said that 's always looking back,None of the above
'Cathy Wallace did not always know what she was to be when she grew up.,Did Cathy always have this unsure feeling?,E,a month ago,two years ?,she got a job,she wanted strong government,None of the above
'Cathy Wallace did not always know what she was to be when she grew up.,Did Cathy always have this unsure feeling?,E,almost 20 days,she says you know,yes they will always be worried,each year,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did Cathy think about this issue?,D,and he never stopped,forever,4 hours,once a night,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did Cathy think about this issue?,E,five questions,three days a week,0.4 weeks,once a hour,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did Cathy think about this issue?,E,she doubted that kind of performance is sustainable,once a second,they ' re moved to the place in the facility they ' re required,once a night,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did Cathy think about this issue?,E,every few hours,every 2 years,a spokesman declined to elaborate,once a minute,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did Cathy think about this issue?,D,each minute,6.67 years,gave speeches on social reform,once a month,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did Cathy think about this issue?,E,he worked to shed his raider image,5 times a week,it can take 1 year to grant a subpoena,once a century,None of the above
'Cathy Wallace did not always know what she had to be when she grew up.,How much did Cathy think about this issue?,A,once a week,one week,1 second,at midnight,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,every 10 years,1.5 hours,destroy it,30 minute,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,two years,every 2 -,an minute,once every 10 years,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,3 centuries,it was developed into practice,before they laughed,every 2 hours,None of the above
'The properties of objects depend on the types of materials that it is made of.,How many are new or created?,D,no they remained ions,several seconds,every 20 second,each millisecond,None of the above
'The properties of objects depend on the types of materials that it is made of.,How many are new or created?,A,every millisecond,lived with your father,2.5 times,he continued to write,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,every 1 years,the movie was released in the past hour,every hour,for a century,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,C,5 times a century,it was forgotten,every second,they go to their destinations,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,two seconds,he went to high school,the next century,every 6 years,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,he places it on exhibition,5 times a hour,every week,begged for money on the street,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,begged for money on the street,yes they will never be worried,every 1 years,twice a century,None of the above
'The properties of others depend on the types of objects that it is made of.,How many are new or created?,E,in summer,every 2 years,she introduces each chapter,always,None of the above
'The properties of material depend on the types of materials that it is made of.,When do the properties of matter change?,E,they draw the images,five questions,since he left earlier,they change at day time,None of the above
'The properties of material depend on the types of materials that it is made of.,When do the properties of matter change?,E,not speak to each other,every night,gave speeches on social reform,they change during night time,None of the above
'The properties of objects depend on the types of materials that it is made of.,When do the properties of matter change?,E,5 days,she said that 's always looking back,they appear at night time,she cried,None of the above
'The properties of material depend on the types of materials that it is made of.,When do the properties of matter change?,E,they change at night time,every 90 days,a hour later,no the hijacker was arrested,None of the above
'The properties of objects depend on the types of materials that it is made of.,When do the properties of matter change?,D,he puts it on display,1.67 times a week,once a night,they change when the type of material change,None of the above
'The properties of others depend on the types of objects that it is made of.,Do the object still form matter?,A,yes,on most weekdays before school,come back and,yes they do this every century for fun,None of the above
'The properties of physics depend on the types of materials that it is made of.,Do the particles still form matter?,E,sometimes,he straining his back,no they remain ions,planes are hijacked once every week,None of the above
'The properties of others depend on the types of elements that it is made of.,Do the objects still form matter?,E,once every century,they both laughed,yes they will sometimes be worried,no they remained ions,None of the above
"'When she went to a lawyer to file a case against her husband, she found the process so confusing that she gave up and went on.",How many are people confused at the courthouse?,E,the first friday of each year,every 2 hours,at 12 am,sunday,None of the above
"'When she went to a lawyer to file a case against her husband, she found the process so confusing that she gave up and went on.",How many are people confused at the courthouse?,E,they can summon people,every month,once a second,"he unleashed his own , unstoppable , attack",None of the above
"'When she went to a lawyer to file a case against her husband, she found the process so confusing that she gave up and went on.",How many are people confused at the courthouse?,E,9 times each year,every century,in the afternoon,he published books of his poetry,None of the above
"'When she went to a lawyer to file a case against her husband, she found the process so confusing that she gave up and went on.",How many are people confused at the courthouse?,E,one second,he continued to write,every second,once a year,None of the above
"'When she went to a lawyer to file a case against her husband, she found the process so confusing that she gave up and went on.",How many are people confused at the courthouse?,E,2 years,three times a month,it spend on the facility,every minute,None of the above
"'When she went to a lawyer to file a case against her husband, she found the process so confusing that she gave up and went on.",How many are people confused at the courthouse?,E,for a few centuries,for 6 years,twice a year,she wanted a jim beam,None of the above
"'When she went to a lawyer to file a case against her husband, she found the process so confusing that she gave up and went on.",How many are people confused at the courthouse?,B,a crime was committed involving the same comments and images,sometimes,all time,every other year,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went away.",How soon was she at the courthouse?,A,4 hours,he continued to write,within a few weeks,they were seeing different people,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How old was she at the courthouse?,E,gave speeches on social reform,one month,once per hour,2.22 years,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How soon was she at the courthouse?,E,on monday,a few times a hour,3 days,aircraft are hijacked once a hour,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How soon was she at the courthouse?,D,he places its on display,about 10 am,they are everywhere,3 hours,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How old was she at the courthouse?,E,2 hours,35 seconds,3 centuries,3 hours,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How soon was she at the courthouse?,E,4 seconds,about once a month,2 hours,many hours,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How soon was she at the courthouse?,D,90 years,puts it in a box,a few days,1.5 hours,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How soon was she at the courthouse?,E,6 weeks,every few years,15 days,every late night before lunch,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How old was she at the courthouse?,E,she said that 's always looking back,one year,6 years,every hours,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How soon was she at the courthouse?,E,an hour,3 weeks,the first friday of each week,twice a week,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How soon was she at the courthouse?,E,9 days,it was forgotten,yes they do this every minute for fun,aircraft are hijacked once a hour,None of the above
"'When she went to a judge to file a case against her mother, she found the process so confusing that she gave up and went on.",How old was she at the courthouse?,E,once a day,she went to work for a fund-raising organization,pushkin has published 50 poems in total,on most weekdays after school,None of the above
"'When she went to a bank to file a claim against her mother, she found the process so confusing that she gave up and went on.",Was she still confused the next day?,A,yes,every few years,quit the job,it was put into practice,None of the above
"'When she went to a clinic to file a case against her mother, she found the process so confusing that she gave up and went on.",Was she still confused the next day?,E,no she found it out overnight,all time,she ordered grass,2 seconds,None of the above
"'Partial "" lunars occur at least twice a year, but total solar eclipses are less common.",How much do lunar eclipse happen?,E,japan negotiating with the chinese government,3 centuries,a crime was committed involving the same comments and images,2 times each week,None of the above
"'Partial "" lunars occur at least twice a year, but total solar eclipses are less common.",How soon do lunar eclipse happen?,E,every few hours,each minute,18 times a year,they went and,None of the above
"'Partial "" lunars occur at least twice a year, but total solar eclipses are less common.",How soon do lunar eclipse happen?,E,twice a year,weeks,begged for money on the streets,9 times per year,None of the above
"'Partial "" lunars occur at least twice a year, but total solar eclipses are less common.",How soon do lunar eclipse happen?,E,begged for money on the street,0.5 minute,at 10 pm,2 times a seconds,None of the above
"'Partial "" lunars occur at least twice a year, but total solar eclipses are less common.",How soon do lunar eclipse happen?,E,every few hours,a century ago,for several years,friday,None of the above
"'Partial "" lunars occur at least twice a year, but total solar eclipses are less common.",How soon do lunar eclipse happen?,E,each day,for less than a minute,a century ago,3 times a hour,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How many do lunar eclipse happen?,E,he published books of his own,once a second,planes are hijacked once a minute,four times every hour,None of the above
"'Partial "" lunars occur at least twice a year, but total solar eclipses are less common.",How much do lunar eclipse happen?,E,he published books of his verses,9 times each year,five seconds,once every month,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How much does an eclipse last for?,D,i touch her,once a day,1.67 times a week,at least 30 %,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How many does an eclipse last for?,E,and he never stopped,all time,twice a month,a minute,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How much does an eclipse last for?,E,four times every hour,3.33 seconds,45 seconds,every few hours,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How much does an eclipse last for?,E,2.44 years,he places it on exhibition,one year,10 seconds,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How much does an eclipse last for?,E,before a couple days,1 month,they came back,she was a pirate,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How many does an eclipse last for?,E,3 day,planes are hijacked every a hour,twice a month,in an hour,None of the above
"'Partial the lunars occur at least twice a year, but total eclipse eclipses are less common.",How much does an eclipse last for?,A,30 minute,midnight,about 5 am,1 days,None of the above
"'Partial "" sunsets occur at least twice a year, but total eclipse eclipses are less common.",Can you always see them from the same location?,E,yes,a few times every week,it was accepted by others,puts it in a box,None of the above
"'Partial the cascades occur at least twice a year, but total solar eclipses are less common.",Can you always see them from the same location?,B,he was rich,no it depends on the tilt of the earths axis,1 second,he visited other countries,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",How long did the Spanish settle in new places?,E,a hour,it was accepted by some,for a century,every 20 second,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",How long did the Spanish settle in new places?,E,saturday,every month,the group members forgot about the other comments and images,one week,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",How long did the Spanish settle in new places?,E,every year,6 seconds,the next month,one a year,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",How long did the Spanish settle in new places?,E,once every year,30 minute,a year ago,every 90 years,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",How long did the Spanish settle in new places?,E,every couple of months,0.2 minute,sunday,every 20 days,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",What happened to the Spanish before they founded the new settlement?,E,lived with his mother,during several years,the u.k. and france keep their nuclear weapons,spanish magazine and newspaper publisher leading,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",What happened to the Spanish before they founded the new settlement?,E,10 times a minute,2 seconds,planes are hijacked every a week,they lost a hundred wars,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",What happened to the Spanish before they founded the new settlement?,E,for 30 weeks,twice a minute,spanish authorities clear the price for the treatment,every second,None of the above
"'The site of Nueva Sevilla proved to be unhealthy and mosquito-ridden, and in 1534 the Spanish founded Villa de la Vega, today known as Spanish Town.",Did the Spanish stay in Nueva Sevilla after founding Villa de la Vega?,E,once every year,2.44 years,he published books of his own,spanish authorities clear the price for the treatment,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How exactly does Emiliano Malaquez make sculptures?,A,once every month,twice a century,once every century,for a day,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How exactly does Emiliano Malaquez make sculptures?,E,never,every hour,he emerged as the heir apparent,once per hour,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How exactly does Emiliano Malaquez make sculptures?,E,for several days,once each five seconds,at 12 am,several times a century,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How many does Emiliano Malaquez make sculptures?,E,each millisecond,in the last 15 years,quit the job,every second,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How exactly does Emiliano Malaquez make sculptures?,A,every month,1 month,for 30 times,ten minutes,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How exactly does Emiliano Malaquez make sculptures?,E,he emerged as the heir apparent,3 days,three times a century,once every century,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",How exactly does Emiliano Malaquez make sculptures?,E,within a few seconds,9 days,once a hour,3,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How exactly does Emiliano Malaquez make sculptures?,C,weeks,5 times a second,every few years,10 days,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",How exactly does Emiliano Malaquez make sculptures?,D,five -,a few times every week,the first friday of each month,every two years,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his apprenticeship?,E,every late night before lunch,a day,the first friday of each week,the japanese want us to accept their culture,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his work?,E,twice a month,10 years,three times a century,this evening,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his apprenticeship?,E,for several years,i touch her,the first friday of each month,7 seconds,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his work?,E,a crime was committed involving the same comments and images,the first friday of each century,destroy it,the subpoena will be granted after the committee is granted authority to grant subpoenas,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his apprenticeship?,E,lived with your father,4 seconds,10 times a minute,the first friday of each year,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his apprenticeship?,E,2 weeks,a few weeks,he places it on display,the second friday of each month,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his apprenticeship?,E,every 2 years,he visited other countries,around 2 am,the third friday of each month,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",When did Emiliano Malaquez finish his apprenticeship?,E,in the morning,he attended to high school,1 week before he turned 7.8 years old,every 2 years,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",What does Emiliano Malaquez do after he finishes a painting?,E,destroys it,almost 60 years,0.56 seconds,about 2 am,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",What does Emiliano Malaquez do after he finishes a work?,A,he places this on display,the subpoena will be granted after the committee is granted authority to grant subpoenas,a month,years,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",What does Emiliano Malaquez do after he finishes a painting?,C,10 times a minute,she says i felt kind of safe,puts it into a gallery,she found her place,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",What does Emiliano Malaquez do after he finishes a painting?,B,no he gave up,put it in a gallery,in summer,two -,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",What does Emiliano Malaquez do after he finishes a painting?,E,destroy it,he emerged as the heir apparent,each month,for less than a minute,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",What does Emiliano Malaquez do after he finishes a picture?,C,yes they do it every month for fun,yes they do it every minute for fun,he places it on display,9 times per year,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",What does Emiliano Malaquez do after he finishes a work?,A,he places its on display,they change at day time,every few hours,the who ignored the population,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",What does Emiliano Malaquez do after he finishes a picture?,D,five hours,it can take 1 year to grant a subpoena,every day,he has it on display,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",What does Emiliano Malaquez do after he finishes a painting?,B,a month ago,place it in a gallery,once a hour,for a century,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",What does Emiliano Malaquez do after he finishes a painting?,B,10 times a minute,puts it in a gallery,each day,once every day,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.",What does Emiliano Malaquez do after he finishes a painting?,C,a year ago,7 days,puts it in a box,he places it on exhibition,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",What does Emiliano Malaquez do after he finishes a picture?,B,1.5 hours,he places it on exhibition,twice every night,5 times a century,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of painting.",What does Emiliano Malaquez do after he finishes a picture?,C,he tried other countries,9 hour,he puts it on display,once per quarter,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,2 centuries,once every 30 centuries,80 years,decades,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,0.4 weeks,yes they do this every minute for fun,three questions,no she found it out overnight,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,five seconds,five -,they can eat as often as they want to,one hour,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,2 years,once a hour,an minute,she said that 's always looking back,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,a century ago,they can only eat 1 meal per century,three days,an hour,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,always,lived on his own,they had a sleepover,years,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",B,they go to their destinations,2 weeks,a few centuries,35 hours,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,a minute,twice a month,no the hijacker was arrested,2 hours,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,every month,he published books of his poetry,they can only eat 1 meal per minute,an second,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",D,every few years,twice per month,four centuries ago,weeks,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","How much does it take to make a ""captured moment"" work?",E,age 19,decade,fifty years,every century,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","Will Emiliano Malaquez always be a master of ""captured moment"" painting?",D,she got a job,a hour later,1 month,yes,None of the above
"'Search ""Emiliano Malaquez"" and you\'ll find he\'s a master of the ""captured moment"" school of art.","Will Emiliano Malaquez always be a master of ""captured moment"" painting?",E,a spokesman declined to elaborate,5 times a week,they can only eat 1 meal per century,however he was quickly dethroned,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out before.",How many did he go out to bath and splash?,E,a few times a week,lived on his own,a few times a hour,each year,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out too.",How many did he go out to try and splash?,C,pushkin has published 50 poems in total,10 weeks,every day,0.4 weeks,None of the above
"'He would splash and splash until he was ready to go back out, where he would sleep for hours, having worn himself out often.",How many did he go out to water and splash?,E,yes they will sometimes be worried,for 6 years,each few seconds,one a year,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out too.",How many did he go out to bath and splash?,E,0.5 minute,almost 20 days,he attended to high school,every minute,None of the above
"'He would splash and splash until he was ready to go back to, where he would sleep for hours, having worn himself out too.",How long did he go out to bath and splash?,E,twice each month,each week,2.44 years,once a hour,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out often.",How frequently did he go out to bath and splash?,B,4 seconds,a few times a week,they change when the type of material change,once a weekend,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out before.",How many did he go out to try and splash?,E,several years,she know whether she had actually been pregnant,a few times a day,for 6 years,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out again.",How long did he go out to water and splash?,A,once a week,3.33 seconds,she was a pirate,about once a month,None of the above
"'He would splash and splash until he was ready to go back upstairs, where he would sleep for hours, having worn himself out often.",How frequently did he go out to bath and splash?,A,a few times every week,before they laughed,9 times each year,once every century,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out again.",How long did he go out to water and splash?,E,he straining his back,once every year,yes they do it every month for fun,the first friday of each week,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out again.",How long did he go out to water and splash?,E,once a year,for 30 weeks,3 days,3 day,None of the above
"'He would splash and splash until he was ready to go back up, where he would sleep for hours, having worn himself out again.",How long did he go out to water and splash?,C,5 year,she ordered grass,every week,twice a night,None of the above
