context,question,label,answerA,answerB,answerC,answerD,answerE
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Who is wearing something?,B,An African American girl,A man,in an area,a yellow soccer ball,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What did someone wear?,B,a man,a plaid cap,a story,into a weathered old building,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What is covered in something?,A,his arm,in a disturbing portrayal of the last moments before he will commit suicide,the stone steps,by the steps to an airliner,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",How is something covered?,B,"balloons , vendors , and a carousel",in tattoos,to photographer,a sharp object,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Who pours something?,C,A hair designer,in a church sanctuary,A man,him,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What does someone pour?,B,a window,a mixed drink,A person with a black knapsack and wearing a helmet,a mosaic,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Where does someone pour something?,D,along a wall,in a blue shirt,in the streets,into a martini glass,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What does someone pour something into?,D,A man wearing a red shirt and a white and dark cap,one in black wrestling gear,at a work site,a martini glass,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What sits somewhere?,A,a martini glass,a speedway,A girl wearing a white polka dotted pink bow in her hair,a red spaceship,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",Where does something sit?,D,in the crevice,his hands,in red cots,beside an squat liquor bottle,None of the above
"A man wearing a plaid cap , his arm covered in tattoos , pours a mixed drink into a martini glass that sits beside an squat liquor bottle with a silver label , a dark brown bottle with a light label and a green bottle with a striped , brown label .",What is striped?,B,the arrival of the solar eclipse,brown label,to have excellent pose timing,to work wood,None of the above
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",Who is wearing something?,B,a river tour,A man,as he passes by an ornamental gateway,in a venue lit with blue rope lightning and a reddish cattle skull wall fixture,None of the above
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What did someone wear?,D,the four music stands,bite each other,a venue,"a plaid shirt , gray vest , and brown tie",None of the above
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What takes something?,C,to do her homework,another dog sled team,"A man wearing a plaid shirt , gray vest , and brown tie",a horse and wagon,None of the above
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What does something take?,C,A small white and tan dog,to come out of a chute,orange punch,while watched by a defender in blue,None of the above
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",Where does something take something from?,B,The little girl with the tiara,from a silver punch bowel,during winter,to be some type of laboratory workroom,None of the above
"A man wearing a plaid shirt , gray vest , and brown tie takes orange punch from a silver punch bowel .",What does something take something from?,A,a silver punch bowel,in black colored fitted clothing,A person with a black knapsack and wearing a helmet,to cut some metal,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,Who is using something?,A,A person,A man,This young girl,An elderly man,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,What is someone using?,D,a rock,a scythe,a brown horse,a dropper,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,Why is someone using something?,D,some dishes,into each others eyes,for a cause,to disperse colored liquid into a clear beverage,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,Who disperses something?,B,a blue shirt,A person,down in the background,to their destination,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,What disperses something?,C,a notepad,A man in a purple shirt,a dropper,the masonry of a wall,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,What is being dispersed?,A,colored liquid,glasses,Drum kit cymbals,ragged and tattered clothing,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,Where is something being dispersed?,C,in a basement,with a grid of blackened window - holes,into a clear beverage,relaxation and reading,None of the above
A person is using a dropper to disperse colored liquid into a clear beverage .,What is something dispersed into?,C,The drunk man in the gray shirt,on a makeshift rip,a clear beverage,down the road,None of the above
"A group of people dressed in swimwear standing outside in a snowy , woodsy location .",Who was dressed?,A,A group of people,Hundreds of people,raise a wooden stair banister with a pulley system,along a walkway,None of the above
"A group of people dressed in swimwear standing outside in a snowy , woodsy location .",How was someone dressed?,B,a group of French youth,in swimwear,black with gold sequins and spangles,a lawn chair,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Who is trying to do something?,D,come to an agreement,a large woven circular basket of bananas,a boy scout handbook,Two hockey players,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What is someone trying to do?,C,an animal,The man,to get a puck to go their way,Girl,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,When is someone trying to do something?,A,while a referee makes a decision,the dog 's touch,after Brazil soccer national team,his proposal,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Who gets something?,A,Two hockey players,break free of an opposing player,by means of manual labor,a black and white hat,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What does someone get?,C,A clerk in a convenience store,out of wood,a puck,with a picture of a wasp painted on the roof and the side,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Why is someone getting something?,D,their bicycles,A brown - haired woman,at a restaurant table,to go their way,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,When does someone get something?,B,A mannequin,while a referee makes a decision,A mean looking dog,glasses and a black blouse,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What goes?,D,on the pavement of her campsite,on a chair,A man wearing a red shirt and a white and dark cap,a puck,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,How does something go?,B,his bicycle,their way,with a leaf blower,The gal in the yellow hard hat,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,Who makes something?,C,out of a large silver dome,on a very large reel of thick rope,a referee,a picture,None of the above
Two hockey players trying to get a puck to go their way while a referee makes a decision .,What does someone make?,C,trying to find something worthy of a photo,on a snowy plain,a decision,a toy train,None of the above
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Who looks into something?,A,A woman,in a field,over a job site,other men,None of the above
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Where does someone look into something?,C,a stool,at a local pub,in a dimly lit room,a grassy area,None of the above
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Where does someone look?,D,a man with long hair pulled into a ponytail and thick framed black glasses,while a projector in the background displays the lyrics,second and third places,through her microscope,None of the above
A woman in a dimly lit room looks through her microscope and adjusts the vision .,What does someone look into?,C,while his opponent has rocks spelled out on his tray,with the closure on her dress,her microscope,beside an alligator,None of the above
A woman in a dimly lit room looks through her microscope and adjusts the vision .,Who adjusts something?,B,to a potential client,A woman,to conduct this survey - type layout,a shampoo,None of the above
A woman in a dimly lit room looks through her microscope and adjusts the vision .,What does someone adjust?,B,A young lady,the vision,in the street,to conduct this survey - type layout,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who sits?,C,A bull,along a sidewalk,A craftsmen,in a salon,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who is gazing?,D,a stove,a giant rock,A market,A craftsmen,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where is someone gazing?,C,on a tripod,at the golf ball he just hit,at his work,past,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What is someone gazing at?,D,the inside of a large pane of glass,hands,in recent weeks,his work,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",When is someone gazing somewhere?,C,a yellow shirt,with a small wooden bucket,as he hammers a chisel at his work,A girl,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who hammers something?,B,through a clearing,A craftsmen,on a motocross bike,a cart,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What does someone hammer?,D,behind a drum kit,A man with a yellow shirt and blue jeans,through a paper shredder,a chisel,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where does someone hammer something?,B,the bands,at his work,their sport,an police officer,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What does someone hammer something from?,C,in a fetal position,at a food booth,his work,A female reporter,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Why does someone hammer something?,C,Three black runners,Jewish rabbi and young boy,in order to carve small details onto the statue,around a table,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Who carves something?,D,a garter,a black suit,A BMW rider,A craftsmen,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What is being carved?,D,Four asian children,A large group of people,its tires,small details,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",Where is something being carved?,A,onto the statue,in her direction,two,as a bicycle passes behind her,None of the above
"A craftsmen sits , gazing intently at his work as he hammers a chisel at his work in order to carve small details onto the statue .",What is something carved into?,C,wearing a headlamp,Two people,the statue,with a minstrel,None of the above
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Who is participating?,A,A young boy,the wooden slats of a park bench,as she gently rubs the tummy of the sleeping child,"a red tank top , black shorts , and light blue sneakers",None of the above
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,What is someone participating in?,C,a palace and the landscape,in paintball splatter,an Easter Egg hunt,"in a beautiful pink , jewel encrusted outfit and makeup",None of the above
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Who has founded something?,B,A wrestling match,A young boy,navy shorts and t - shirt,a crib,None of the above
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,What has someone founded?,C,Hundreds of people,with potatoes,numerous eggs,several partially - drunk beverages,None of the above
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Who is picking up something?,C,a very busy street,a finch,A young boy in a red shirt and ball cap,Sitting guy,None of the above
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,What is being picked?,B,with boxes,numerous eggs,several kids,Hundreds of people,None of the above
A young boy in a red shirt and ball cap is participating in an Easter Egg hunt and has found numerous eggs all in one area that he 's picking up .,Where was someone picking up something?,B,as Spiderman,one area,stuff,a bar,None of the above
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,Where does someone engage in something?,C,A grandpa and granddaughter,a white guitar,At a fencing tournament in a gymnasium,against the wall,None of the above
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,Who engages in something?,B,Three dogs,two fencers,their diplomas,7 dwarfs,None of the above
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,What does someone engage in?,D,next to a blond girl,at a speedway,in a protest chant,a duel,None of the above
At a fencing tournament in a gymnasium two fencers engage in a duel with their swords .,How does someone engage somewhere?,C,on a cart,his chickens,with their swords,there amish but there carrying maybe a cellphone or walkie talkie,None of the above
Athletes push through the snow during a crosscountry skiing trial .,Where does someone push?,C,over another midget,in a harbor,through the snow,beer pillow gift,None of the above
Athletes push through the snow during a crosscountry skiing trial .,What does someone push into?,A,the snow,a swimming pool,outside the door,a giant fish,None of the above
Athletes push through the snow during a crosscountry skiing trial .,When does someone push into something?,D,a parade,the ruts,into an argument,during a crosscountry skiing trial,None of the above
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Who is standing somewhere?,C,onto the white cross bar of a blue metal swing set,"Caution - Children , Good Humor",A man,a fastball,None of the above
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Who was standing?,A,A man in a brown shirt,A young blond woman,Two men practicing MMA submission,a storybook,None of the above
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Where was someone standing?,D,in a snowstorm,a hose,a small outdoor recreation of a steam locomotive,behind a bar,None of the above
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Who is pouring something?,D,"as "" Teen Wolf """,on a fire escape,in a bare tree,A man,None of the above
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,What is someone pouring?,B,A little baby,a drink,in a blue shirt,A crowd,None of the above
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,Where is something being poured?,C,St. Patrick 's Day,"a plaid shirt , gray vest , and brown tie",from a metal shaker,to send a piece of paper through a paper shredder,None of the above
A man in a brown shirt standing behind a bar pouring a drink from a metal shaker .,What is something being poured from?,C,against a white truck,by an iron fence,a metal shaker,A black and tan dog,None of the above
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,Who plugs something?,D,on a bannister,in the dessert,a motor,A man,None of the above
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,What does someone plug?,B,at bulls ' head,his nose,during a speaking engagement,A bull,None of the above
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,When does someone plug something?,C,A young girl,An older man with his nipples,while trying something with an obvious pungent odor,A man holding a baby and an older child,None of the above
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,Who is trying something?,D,with a checked scarf,over a tuft of grass,in Santa 's sleigh,A man,None of the above
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,What is someone trying?,A,something with an obvious pungent odor,on the rocks,You,down pathway,None of the above
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,When is someone trying something?,A,as his female friends laughs it on,on display,An abundance of food,a wedgie,None of the above
A man plugs his nose while trying something with an obvious pungent odor as his female friends laughs it on .,Who laughs something?,B,past,his female friends,on a computer,in a cluttered kitchen,None of the above
a basketball player is making a jamming the ball in the basket,Who is making something?,C,in the air,how to aim,a basketball player,in white,None of the above
a basketball player is making a jamming the ball in the basket,What is someone making?,C,PAY HERE,on the accordion case,a jamming the ball in the basket,behind a plane,None of the above
"Race car flies by , in the lead of the pack , closely followed by second and third places !",What flies?,D,with a shrubbery attached to the back of it,at a white target,their mobile device,Race car,None of the above
"Race car flies by , in the lead of the pack , closely followed by second and third places !",Where does something fly?,A,in the lead of the pack,the board game Clue,a small outdoor recreation of a steam locomotive,the sign,None of the above
"Race car flies by , in the lead of the pack , closely followed by second and third places !",What is something followed by?,B,as a safari hunter,second and third places,a science experiment,on the back tire,None of the above
A man is pouring grain from a sifter onto a very colorful blanket .,Who is pouring something?,D,A shirtless man,"An acoustic guitarist and lead vocalist , electric guitarist , and a keyboardist",on a tripod,A man,None of the above
A man is pouring grain from a sifter onto a very colorful blanket .,Where is something poured from?,D,a periodical,A girl,a drink,from a sifter,None of the above
A man is pouring grain from a sifter onto a very colorful blanket .,What is someone pouring something from?,C,a highchair,a skier,a sifter,a ladle,None of the above
A man is pouring grain from a sifter onto a very colorful blanket .,Where is someone pouring something?,D,wearing a headlamp,outside the door,through crowd,onto a very colorful blanket,None of the above
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,Who takes something?,D,a small wooden hammer,A black and white spaniel,off an A frame shack,A motorcycle racer,None of the above
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,What does someone take?,C,A black - haired man,A newborn boy,a tumble,through snow,None of the above
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,When does someone take something?,D,a small compact,A man in overalls,beside an alligator,while two competitors come racing up quickly from behind,None of the above
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,Who comes doing something?,B,on a piece of computer equipment,two competitors,checking off what appears to be train passenger seats,while two competitors come racing up quickly from behind,None of the above
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,What does someone come?,C,two,A grandpa and granddaughter,racing up quickly from behind,a dirty looking man,None of the above
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,Who is racing somewhere?,A,two competitors,two llamas or alpacas,them,each other,None of the above
A motorcycle racer takes a tumble while two competitors come racing up quickly from behind .,Where is someone racing?,D,"A young boy and girl wearing coats , hats , and boots",down a dirt road,husband and wife,from behind,None of the above
A bull is bucking off a rider who is wearing a pink shirt and chaps .,What is bucking up something?,A,A bull,on a flowered sofa,among a crowd,trying to find something worthy of a photo,None of the above
A bull is bucking off a rider who is wearing a pink shirt and chaps .,What is bucking up?,D,a ribbon,a tan and white plaid button - down shirt,a porch,a rider,None of the above
A bull is bucking off a rider who is wearing a pink shirt and chaps .,Who is wearing something?,A,a rider,A mailman,on the back tire,in a video game,None of the above
A bull is bucking off a rider who is wearing a pink shirt and chaps .,What is someone wearing?,C,the impression,a tow truck man,a pink shirt and chaps,An Indian man,None of the above
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses .,Who is going?,A,An Asian man,like either a dry - erase board or a museum display of children 's scribbles,The white dog,to photographer,None of the above
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses .,What is someone going into?,C,his appointment,his head and face,some paperwork,her homework,None of the above
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses .,What is sitting?,A,some paperwork,while court jesters are in the street throwing something up in air,racing up quickly from behind,out of a hole,None of the above
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses .,Where is something sitting?,B,in red tunics and black trousers,on a table,down in a busy metropolis,A group of men wearing old military uniforms,None of the above
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses .,What is something sitting on?,C,A logger,A mean looking dog,a table,in the street,None of the above
An Asian man is going over some paperwork that is sitting on a table with a pink carnation to two other men and a woman all of which are wearing glasses .,Who is wearing something?,D,A small boy playing with a toy train,A male wearing a strange helmet covering face and head,an assortment of foods,An Asian man,None of the above
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art .,Who is making something?,B,a knit cap,Woman with yellow button up shirt and jeans,walking down a quaint city street,to do some metalwork,None of the above
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art .,What is someone making?,D,holiday garland,ragged and tattered clothing,the stain glass window and elegant columns,beautiful pottery etchings,None of the above
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art .,Where is something being made?,D,next to two children,Businesswoman and man,a stack of papers,into one of her works of art,None of the above
Woman with yellow button up shirt and jeans is making beautiful pottery etchings into one of her works of art .,What is something made into?,B,with an ear thermometer,one of her works of art,along a wall,to find something worthy of a photo,None of the above
"On a bright sunny day , two men seem to come to an agreement .",When does someone seem to do something?,A,On a bright sunny day,to spell out something on a thin sheet of metal with engraved bolts,her mobile phone,Many woman,None of the above
"On a bright sunny day , two men seem to come to an agreement .",Who seems to do something?,B,A marching band dressed in red tunics and black trousers with tall black furry headpieces,two men,an elaborate outfit,A little child,None of the above
"On a bright sunny day , two men seem to come to an agreement .",What does someone seem?,B,the framing of new building,to come to an agreement,inside a room,in front of a fire hydrant,None of the above
"On a bright sunny day , two men seem to come to an agreement .",What does someone seem to do?,D,a restaurant,on their bicycles,as his peers watch from behind him,come to an agreement,None of the above
"On a bright sunny day , two men seem to come to an agreement .",When does someone come somewhere?,A,On a bright sunny day,A small white and tan dog,A soldier,a beer,None of the above
"On a bright sunny day , two men seem to come to an agreement .",Who comes somewhere?,D,a high pressure water machine,as he is beset on each side by a gentleman,a red shirt,two men,None of the above
"On a bright sunny day , two men seem to come to an agreement .",Where does someone come?,C,some bike maintenance,in front of a microphone,to an agreement,as one carries a dead animal from hunting,None of the above
"On a bright sunny day , two men seem to come to an agreement .",What does someone come to?,C,a group of hot air balloons are inflated before takeoff,out of wood,an agreement,in an industrial workspace,None of the above
"A man in a yellow - and - black cycling outfit kneels against a bike , adjusting its mechanism .",Who is adjusting something?,C,a group of hot air balloons are inflated before takeoff,at a wooden table,A man,to avoid a leak,None of the above
"A man in a yellow - and - black cycling outfit kneels against a bike , adjusting its mechanism .",What is someone adjusting?,D,a man with long hair pulled into a ponytail and thick framed black glasses,An older gentleman,the man,its mechanism,None of the above
Four soldiers with bayonets are standing in front of their superior .,Who is standing somewhere?,A,Four soldiers with bayonets,a group of people,from a silver punch bowel,in the dressing rom,None of the above
Four soldiers with bayonets are standing in front of their superior .,Where is someone standing?,C,in a parade,a silver punch bowel,in front of their superior,a shirt,None of the above
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts .,Who is using something?,A,A young boy,a weed eater,in an old - fashioned wooden confessional,into a fire,None of the above
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts .,What is someone using?,D,A harpist,a subway,in an urban setting,a hammer,None of the above
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts .,Why is someone using something?,B,A group of people,to spell out something on a thin sheet of metal with engraved bolts,the footpath,Santa 's sleigh,None of the above
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts .,Who spells up something?,B,A working man,A young boy,walking down the street,the four music stands,None of the above
A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts .,What spells up something?,B,in order to carve small details onto the statue,a hammer,to demolish a decrepit building,a brown dog and a white dog,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",Who is watching?,A,A young boy,his boat,in a long underpass,out on his tray,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",How was someone watching?,D,its window,a white truck,A teenage boy and girl,with great interest,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",What is someone watching with?,B,The outfielder,great interest,a piece of paper,with appraisal,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",Who used something?,B,"Caution - Children , Good Humor",two people,the sign,come to an agreement,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",What did someone use?,A,a saw,down at a table,to catch the popup,in the backyard,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",Why did someone use something?,C,on his graffiti artwork,a piece of electrical conduit,to cut some metal,a white porcelain Asian figurine,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",Who cut something?,A,two people,in the late 60 's,their daughter and great grandchild,as the wind blows through his fur,None of the above
"A young boy watching with great interest , two people using a saw to cut some metal .",What did someone cut?,A,some metal,in an art museum,in a riot,inside a gym,None of the above
Two men dressed in medieval theater garb simulate a brawl .,Who was dressed in something?,D,A protester in a cowboy gear,in the sunlight,a silver punch bowel,Two men,None of the above
Two men dressed in medieval theater garb simulate a brawl .,How was someone dressed?,A,in medieval theater garb,in shallow dug out pits,at a wooden table,construction gear,None of the above
Two men dressed in medieval theater garb simulate a brawl .,What was someone dressed in?,C,red traditional garb,tent,medieval theater garb,American paraphernalia,None of the above
Two men dressed in medieval theater garb simulate a brawl .,Who simulates something?,D,two women,to their destination,an Audi and truck,Two men,None of the above
Two men dressed in medieval theater garb simulate a brawl .,What does someone simulate?,D,on tennis court,out of a tree stump,a handshake,a brawl,None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",Who is equipped with something?,B,A man,A pair of athletes,An woman,hard hats,None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",What is equipped with something?,A,a kayak,at a spa,A muslim,A lady,None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",How is someone equipped?,B,for the toss,with protective gear and oars,at a Hawaiian resort,"a plaid shirt , gray vest , and brown tie",None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",What is something equipped with?,D,the innocence of childhood and warm weather,blue,out at the water,protective gear and oars,None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",Who is rowing?,A,A pair of athletes,through water,a metal shaker,a subway,None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",Where is someone rowing?,C,as she prepares to line up her pool shot,a parking ticket,down a rapid body of water,ready,None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",What is someone rowing into?,A,a rapid body of water,a large woven circular basket of bananas,A clerk,A child,None of the above
"A pair of athletes are in a kayak equipped with protective gear and oars , rowing down a rapid body of water in a blue and white kayak .",How is something being rowed?,A,in a blue and white kayak,A few people with bags,with the closure on her dress,A middle - aged woman with a pink satchel purse,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,What does someone wear?,B,the Red team,helmets and jackets,his soccer ball,with white embroidery,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,What is displaying something?,C,their diplomas,by the ruts in the trail she is following,Athletes wearing helmets and jackets,both teams,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,What is being displayed?,A,logos of multiple sponsors,among friends,for his long commitment as a captain in the united states arm,Eight people,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,Who walks somewhere?,B,in either theatrical or historical attire,Athletes wearing helmets and jackets displaying logos of multiple sponsors,in the dressing rom,Three people,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,Where does someone walk?,C,on a table,a four - wheel ATV,down a road,a small wooden bucket,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,How does someone walk somewhere?,B,for his appointment,with an audience lined up along the road,the pile of leaves,a big event,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,Who is lined?,A,an audience,young boys,a customer 's palm,as an explorer,None of the above
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,Where is something lined?,C,trying to find something worthy of a photo,knowing his chickens will sound the alarm,along the road,a red spaceship,None of the above
A young boy in his middle childhood is kicking his soccer ball .,Who is kicking something?,D,a yellow t - shirt shirt,a plaid cap,A native girl,A young boy,None of the above
A young boy in his middle childhood is kicking his soccer ball .,When is someone kicking something?,C,A farm woman,three men,in his middle childhood,black and brown,None of the above
A young boy in his middle childhood is kicking his soccer ball .,What is someone kicking?,B,in the wild,his soccer ball,in a blue dress and expensive jewelry,by rope,None of the above
The bulls take on the Hawks in the NBA march madness .,What takes on something?,A,The bulls,A platinum blond young woman,a piece of paper,to fix the wheel of his car,None of the above
The bulls take on the Hawks in the NBA march madness .,What does something take on?,C,a broom and dustpan,a team member from the gold team,the Hawks,the recorder,None of the above
